kaggle_id,totalCorner_id
Auob7o5l/,48628825
ADnHr66q/,48628669
ClZsHUP5/,48629652
IqRZDbG1/,48614869
67v75PZ0/,48628829
h2qRAKBt/,48628833
SGu365Kf/,48628835
jaCjOrv9/,48614871
jZteLtOR/,48614873
SfYMG0Wr/,48614875
lAMVEv1e/,48614877
rPga3xwN/,48614879
IRZwIAAa/,48629654
UFYn0YyH/,48628671
6mSjF8fI/,48629656
dCsiMM8L/,48614881
0SrV9vRn/,48628837
WSr2MP1o/,48629658
zckptDpo/,48628673
pSWz3zhb/,48628675
GC8DoZMN/,48628677
bybIpgxU/,48628679
QHSjSJ4D/,48628865
vyyzJjeg/,48629660
r9sRKCQt/,537839366
MatVJWum/,48629662
CfMzW15l/,48628867
ILrmN2gF/,48614883
l0wS4dNo/,48628683
tQAwjNdK/,48628869
fJBuVLKf/,48628871
fXjEqLZm/,48628875
zmAsksCQ/,48628877
AJNRFKok/,48614885
EXsF334D/,48628839
OIVv2f74/,644430280
dzQwDIV7/,48614887
0UwB4qk7/,48628841
QTfaPhIP/,48629666
2ZBZj3sE/,48628879
rDkKctPp/,48629668
SjxW3Gxh/,48628687
nRTnTak7/,48628881
OOxnGluC/,48629670
bu4My288/,48722612
AF7QzMNE/,48722614
h4UrUuz1/,48899460
WjNAFBi6/,48722620
2BVgJghs/,48722622
t2UcID7m/,48722624
pfREEV6C/,48722626
bwP2HXMg/,48722628
dSc32dhT/,48722633
zoyr7xB5/,48735939
08zJIs1A/,48736877
U7zn6dQB/,48735941
8bZk5GuI/,48735943
MsXw8Iea/,48735945
QZTf4zeO/,48735947
hM78Ncen/,48735949
6oyFJNo4/,48736879
ELmndPzq/,48735869
KvlQtJJ6/,48736669
6L5JGLVM/,48736881
zocDMHAh/,48735951
GfegAJ8j/,48736883
CC1K05SR/,48735871
8rmjeqjk/,48735873
dUlTu4j2/,48735875
IwjPtpyd/,48735877
lfCmbKls/,48736671
AJs6LqHi/,48736885
6aWJ2RcF/,2109578762
hrXAK3Wc/,48736887
tlkMsa40/,48736673
l4oLsQLk/,48735863
SpBicv4m/,48736675
G6sZvclJ/,48736677
YNkIrukf/,48736679
80UK20tQ/,48736683
tn44Owtt/,48735953
IaZyZ2oi/,1628736307
M7AedbJg/,48736685
2iikBagp/,48736891
U9VG3tRJ/,48736687
vaZMH1GG/,48736893
bZSB4mT2/,48735865
pC4NFuoT/,48736895
CjhxHDvU/,48833669
hWMgF4sL/,48833227
YsEaeIYa/,48833798
djYuYM0c/,48833941
46QcEOdR/,152251438
4QlUIZ9H/,48833672
EydHLyQb/,48833675
M1aPJFfB/,48833679
69FNC9yP/,48735261
YF35ygEP/,48735263
zPkXWCMt/,48735265
WjqtVjig/,48735269
MuxgSlyC/,48735275
E7pVcG0p/,48735277
4GcJotVd/,48833943
QPxpXtG3/,48833945
QDrpUA6a/,48735271
02avyHPo/,48833687
nuRhVKpG/,48833947
0xCT82Kl/,48833244
Moiff35e/,48833252
4AtagNK1/,48833259
bFUdUv0M/,48833949
CMAXNxwj/,1202302145
4GylW0V9/,48833951
0WzcR8jI/,48735279
WGYpHQC8/,48833266
G634fxl6/,48833802
fc28gd3C/,48833804
4SqaGJAP/,48833811
ImuxWWym/,48735267
Eav4CXno/,48833689
A7XlGpSE/,833811123
44slTUL5/,48735273
rB0LKeu5/,48833691
foGSOINq/,48833955
E1ZY9Hmg/,48833813
hxU0TbFS/,48833957
ID6Y7MZf/,48833277
zBzVAcYn/,48833815
jD9yNdhd/,48833959
2N5GizYO/,48833817
OW6ChGII/,49102012
YFcnZffb/,48933560
ngYUCWxK/,48933512
0riSqKa9/,48933933
dz2XOznH/,48932752
UsieXYOA/,48933562
nJ1jYE94/,48933564
Gbg7UW8T/,48933566
MuWZPjHp/,48933568
x8f3VCgN/,48933570
hbqZdzGj/,48932754
bL5CTbXo/,48932756
SfAGSInh/,48932759
lAbPQdH4/,48932761
2D2TPGWA/,48932763
f5C1bJE2/,48933937
4U8p5KJD/,48933514
ImTIZZy2/,48933941
nJNLmf9i/,48933572
QklvsIqS/,48933944
82ZQDCND/,48933518
fJXYBjhQ/,48933520
nHCD48p0/,48933522
jR4t6047/,48933524
0SxdPdmt/,48933819
IJ1Np0p3/,48933946
vi956UFm/,301710679
vZkWrvFF/,48933948
KU68UvIu/,48932765
hfD95lVg/,48933526
fgz1QS5O/,48932767
YHU8MfXb/,48933821
SvUCLEn5/,48933825
KE4Z7eI5/,48933829
lfdj4DHU/,48933831
vcUEzGMe/,1943411008
YFZwPAWj/,48933576
Ey4w7FXB/,48933833
nakzrbUL/,48933952
vJy0OG2n/,48933835
pzVAyd7k/,48933954
dSJ07A0s/,48933530
A3cn5g2O/,48933837
WWQ6xxhq/,48933956
zR0yOf1N/,49015856
GxIYMEGT/,49015858
WlhrsI1o/,49015860
r1u3hsz8/,49210081
67pevGo4/,49015862
zskawz1A/,49015864
Io40IYOp/,49015866
EXm3xfGG/,49015868
UFSHLJhi/,49015870
phdntxHi/,49015872
SGoiudWc/,49015874
CQ8orjwT/,49027980
8pteHoU5/,49027934
0Qcdmg61/,49028363
v5lvLTUt/,5743195
MyGYphgA/,49027982
Q9MPnEOc/,49027984
EZfDwAop/,49027986
GbFxpC8G/,49027988
6o9KRx2b/,49015888
8SIHfyER/,49028367
O6NLJhHH/,49028157
I18ilZje/,49028370
roHUoYw4/,49027992
Ay5qjeMr/,49028374
rq6M2nFC/,48949316
MZ4Q16UI/,49027930
nVinJ7ag/,49027932
Q7BH3Sa6/,48949221
SWkrBdb8/,49028377
ET10nDL7/,49028380
jLDs8GZ2/,49028161
QLjjIREa/,49027926
boDo7zk9/,49028163
fgpg1p1j/,49028165
6VSGKY1B/,49028167
K01f5EJL/,49028169
MafHxU0j/,49027994
SIA9dcqF/,271393674
zwg8Qk7J/,603618459
vB9mkFyk/,49028386
CUEw9dKd/,49028171
Q3TCeHbL/,49028389
r7EZ9Zoa/,49027936
0Wpk2Qop/,49028173
YeB5cwU8/,49028391
xxCk6f4F/,49028175
IRN5q0Z2/,49152348
UX7WGxzN/,49152622
vqFJJvj4/,49152624
ILSGjSCg/,49198868
42SsVB8j/,49151825
ptvnPVml/,49152333
v3wjOk3f/,49152335
xldgN9I0/,49152337
6kurQBYs/,49258121
ddw8yEVM/,49151827
KAAUhF0c/,49151831
SzExigV9/,49151833
Aa3sjDpG/,49151835
ObTCi8cm/,49198870
QuBFKKzb/,1514089388
nBoZcWBe/,49166761
04Oyn4RO/,49198872
8WtCzYpT/,49151837
4OJ1ptKd/,49152341
292KAm4P/,49198874
GAq3FPbI/,49152628
UZjUbCdk/,49166759
hvLTmQdC/,49198881
EmMPl6s6/,49198879
QBTwWigp/,49151839
jqhQahsq/,49166757
KEtTJDYE/,49166769
SvpyIi3R/,49166773
ClN9rKl9/,49152344
tKBQgeoi/,695959608
6NlnAGDE/,338000218
MmpaG5qC/,1046588386
juMDsv4F/,49152346
WOWKknSa/,49198883
Y35b4YYR/,49166755
MDPXnpCI/,49198885
WIBBL0Li/,49152640
Q1pwcjR1/,49166763
v5YKLZ32/,49166765
p8U8hlrs/,49198887
86RLKw8c/,49151843
b5uXIXmL/,49166771
I7HSy9Xg/,49225038
zBUcXcK3/,49224780
Sjna35da/,49226472
KjvIWOqe/,49224406
bJYPzTn0/,49225040
8YRhrBfQ/,49225042
vHIOxkIm/,49225048
2TQPJcN3/,49224408
2FTMVra1/,49224410
ULL8gni8/,49224412
8CKCh66E/,49224414
QmFHiQLK/,49224416
WOhj5RRn/,49226474
IZZhYw5c/,49224782
xCSbXW2E/,49225773
CdTOJQtt/,49226476
4vELjpyR/,49224418
E7lB03tI/,49226478
Qum7AzDj/,49224785
8OS5VykG/,49224787
4jMETFJS/,49224789
8O6zGdkT/,49224791
E5q3BGcp/,49224793
CCL7CVQl/,49225779
zNxKbsBU/,49226482
04p71qRB/,49226484
nPQAYpFr/,51940374
AFif4osg/,49226480
pxW6VAXQ/,49225783
MRW9Ue4M/,49224795
t0uEX4Ul/,49224422
KxPFA9e1/,49225786
GIXQU2E7/,438298419
6so32PB5/,1513305217
b3p2LmmD/,49225054
x2gn67Ct/,49226488
WYR2WjIK/,49225788
UmW2DBBr/,49225797
bLTfYCm8/,49225801
QFPBBkte/,49225803
jJ8ZQUur/,49225807
dWwGaNeO/,49226490
vqykZJki/,49224799
Sn2rqeJF/,49325326
nFs7W3Qo/,49325966
pxhxojXD/,49325476
MJ0mn4qr/,49323186
rDXCvlAs/,49325481
Kb0jNnu7/,49325487
xzXGw8Pm/,49325490
OSjtpAnK/,49325500
WY3fM6fD/,49325506
bqCsP8Af/,49325510
pzyxYQWI/,49325415
jDc3lnHa/,49325417
IN5jilXt/,49325421
nuFKdA9J/,49325423
vwfakS1g/,49325425
Orc4rMr7/,49323188
2Ze8stbD/,49323190
4vzi6PzE/,49323192
E3UTIHxA/,49323194
C4wa435Q/,49323196
x4ElEMAH/,49325961
0zNqOgsj/,49325328
YBHXH4Bh/,644891253
GIgdprEf/,49323199
t4ooqU1Q/,49325512
WWWXY6HC/,49325427
GfDhDtQN/,49325968
tWaWocZd/,49325336
ld3vpy49/,49325338
pOdmrFYL/,49325340
tfrJxgdq/,49325342
xzBoOSP0/,49325514
jmSSIpdn/,49325955
pA3O7Kmo/,49325950
6a8tPZRq/,49325330
Yg4ioObl/,49323201
QVDOeUOP/,49325429
Isve5qjK/,49323203
KSJqF2eB/,49325957
OEeisZmS/,49325332
nFLyHOQb/,49325952
AHCdC0uU/,49325963
fZ3zoHl3/,49325334
txLuGrt5/,49325970
f9h0q2T0/,49323205
pjVN1oDL/,49422794
Q5tBVNuh/,49422830
YTK0C0cm/,49604076
bZStqsAi/,49422832
OKxWQafN/,49422834
tO5V8y3a/,49606215
fuoFUseb/,49422836
2ByzQJ9T/,49422838
6uteLwIp/,49422840
pWvaKcXj/,49422842
UcwSRuuH/,49422844
GfZNSLPA/,49422848
YVqJT1A4/,49422846
AHUT471t/,49422812
zgySzXQe/,49422808
dSJYHyhG/,49421707
KhkKp4GO/,49422814
OQeBnQoC/,49422816
t2jGop1I/,49422818
Yew29mgP/,49422820
ttqzduD6/,49421709
O4YveaSC/,49421711
2eXrfJsJ/,49421713
jBQQI2KJ/,49421715
U1PUHMZP/,49421717
WbPNSts8/,49422850
jwyLxSvf/,1024616580
pbuqssWu/,353306089
CxXpr1Pc/,184031704
EDPQaNDs/,49421719
Q7Xu25oa/,49422824
K0eZLA8e/,49422854
hEgsKlw8/,49422864
ENfwLUN1/,49422868
2RPcua9G/,49422858
Y1QPynf0/,49422640
Ym7djCQr/,49422796
SxuWdLc0/,49421721
ljx0waV4/,49422647
hOriuL0h/,49422653
ChPTz696/,49422659
6TwXZPOC/,49422661
b1qmt1on/,49422663
4bWq1P05/,49422826
YFuSc1rf/,49421723
vimRNWwq/,49422866
EqzWZjt2/,49422798
WvLUfhIR/,49422802
EaOgkWuk/,49422804
2aTDbzJ2/,49422806
htKY3RGn/,49422828
f1MksLv4/,49422856
WEsevuGb/,49422642
YiLgtufA/,49422862
hUoNyDBk/,49422800
MFxWMjgk/,49422860
fPtObsTm/,49421725
MsR4NzIh/,49624789
tjSHcfY8/,49543835
0QoOErV4/,49543938
SKwYk3Wa/,49543839
2m36KIll/,49544044
fmPdbNpO/,49543942
C4gBHpon/,49543944
6RhFG40h/,49543946
6sJ8AvSa/,49543613
OIDD9bs6/,49543615
zJIxHe7M/,49543619
Cvf8Vu4P/,49543621
AD2AJx4f/,49544046
MswxkNo6/,49543842
M3z8yw0H/,410799998
AkORR0dE/,1506988847
SjK4BKCg/,49543623
YDf7IQVu/,49543950
bZr5uKQD/,49544054
nDM1mAA1/,49543850
2L4lBD28/,49543853
8KWLh5ns/,49543856
nBVPiP1m/,49543859
IBFrVzwo/,49543974
Od42LbZs/,49544042
WSjJHGY6/,49544050
tp1wiIa4/,49543976
0GQ5nUP7/,49543862
dWBL7xCI/,49543625
Sty4xJpB/,49543978
YwvCzcFN/,49543980
StcZibpb/,49543982
z70sjxFA/,49543984
I1dJFOFb/,49543952
AZFP6dRO/,49543627
l41EIdJ0/,49544048
UZKUjqHg/,49543865
YwO0cs0U/,49543954
pI7UhvVi/,67566755
IFRZPvRQ/,49544040
pWfNGzlD/,49544052
tC3hAXHE/,49543867
4CNVQKBK/,49544038
tr68gYbd/,49679005
nPAb6OGt/,49678983
jXNqYyJm/,49689750
UqWbLetI/,49677933
pGCaefUq/,49679007
fofjIHyc/,49679009
YygfHyi3/,49679011
EmAiGe69/,49679013
hv9eFFLF/,49679015
MDuvQJRn/,49677935
04vrPwsg/,49677937
4hNtGFMS/,49677939
jgXfMyRB/,49677941
pfkT3TAp/,49677943
OplX2mQj/,49677945
pWGhWFm0/,49689735
Um035rWn/,49678985
6mp16cai/,935825194
f1xEwbeQ/,863242411
dWXjNHB5/,49677947
8jkWCMaH/,49679017
27RmXeYg/,49689748
0Yytls1C/,49678975
I9Wpm1GI/,49678977
d0VlnLVO/,49678979
G4bB3M0a/,49678990
xKnK10VB/,49678994
EDm94yU3/,49682065
dAOuZH3s/,49689753
xQs9vvtK/,49689740
ju2Erf7p/,49682067
fecF2tG5/,49678992
rTTnOcda/,49677949
pvq55HEc/,49682069
4r6IsEMj/,49682071
f9GrlGqN/,49682073
YaFnmzaT/,49682077
EmtzRaCt/,49677951
WnJ4TDXI/,49689755
A3JWA48P/,49678981
Sv24fEqj/,49679022
EcaokdUG/,863113451
hdK0UgIC/,49689744
h4nD3eqA/,49682081
YicmhcAJ/,49689746
OMFdVZ26/,49689742
lvINqZHa/,49759371
29CH8IdC/,49773298
vFNsJzqc/,49759322
OEHMdEmF/,49759263
rRnNoemm/,49759373
AmJJpF2g/,49759375
6Z2M4zfP/,49759378
IJ9vtiHO/,49759380
vTAzsX1I/,49759382
hvg4PnLU/,49759238
YDfL1ZDM/,49759305
SzfP0gTS/,49759307
nLzdeXjj/,49759309
UqtidDyp/,49759314
zsHjHED9/,49759317
McFbFhrM/,49759324
EXFfGYSF/,49759326
ne1iiHPP/,49759384
4zlJnyYt/,49759386
d4LVsDnC/,49759388
hIRoIfb3/,49759312
r1HRrgX5/,49759390
dOJpILFh/,49759272
d4s1chna/,49759408
AwUROUnA/,49759240
h2ir6Br2/,49759290
04C3DgjS/,49759292
f7VQUfL2/,49759299
pxlz8XDk/,49759301
nFmYSYkF/,49759303
xlxFRW2i/,49759242
vDYVNl2G/,49759245
0SMvMSWS/,49759247
6198BZUq/,49759249
WADAG6fj/,49759252
zet5dC15/,49759402
21KtJ10n/,49759280
hngs7Uk2/,1514332522
2HzYTicF/,49759329
2srcbYWh/,1407000871
I3XZM8HM/,49759254
6okW8Dbq/,49759287
xM1oxrGj/,49759404
OALxKsot/,49759270
jNCgGap5/,49759276
bmG1EwFH/,49759278
jNjO0KpI/,49759285
j7vgaEHn/,49759392
WMZDfjWH/,49759406
Eefw8Azd/,406461736
OzkWbbFU/,49759283
lOuJQjIc/,49759256
6VjV9W5q/,1373251191
U3xQVDS2/,468690617
0lE2ECcS/,49759333
EBhv7iTe/,49759294
xlE6Hnup/,49759259
hWzAeWGB/,49759396
8bNlHuVb/,49759265
hhlUTEz9/,49759296
OIcswO0p/,49759400
8fyUUXs9/,49759347
8rkl0f2t/,49759398
UDBcFJaB/,49759274
CQ21CPRs/,49759337
vRuU0Rhi/,49759410
WnVNPAX3/,49759261
KYfZ8jLk/,49759339
tx97sY48/,49842947
fVDOTIE4/,49842903
dWHKjsVq/,49843090
UHVdxlH9/,49842869
rsssRCKR/,49842949
pjT8MWSr/,49842951
vDSCLjrk/,49842954
hGWGKAce/,49842957
zuMLJUC1/,49842960
A1CEFQ9d/,49842871
rLZ0y8WF/,49842873
QqP5zSoM/,49842875
dSFyV59q/,49842877
zJEuUPOk/,49842879
00Wld37M/,49843082
K24ACHqU/,49842907
2FeE9NB0/,901616514
ncSpcqhG/,747348486
zeWhwU13/,49842881
EVKPIlS7/,49842963
E7CPk1pj/,820387809
xvF5DcUN/,49842893
GvFKUbab/,49842895
lhDSSxUA/,49842897
pK6yRGbN/,49842899
URzDUOmQ/,49843038
Qsvxa5N3/,49843076
4YxtbPxA/,1185263336
4zO9Zo1S/,49842883
bcgyP2Bm/,49843036
YuiAA3df/,49843052
d4XlvAnc/,49842885
IHvYao8c/,49843078
2eHWRdqH/,49842889
KS7BthKE/,49842969
t6fI8sR6/,519185717
jyx9V4YJ/,1806514754
61aBD4xc/,49843092
xYmR6LeJ/,49843048
hbBTlLad/,49843086
lIrOVvph/,49842901
hKhuOMQg/,49843044
fNVheNMS/,49843084
lQbDAgpj/,49842887
vmkukR0F/,49926230
YZmnzjcr/,49926330
8htaXms1/,49926332
U1seYTRf/,49926336
2Fu3W7d7/,49926338
foMggV3K/,49926342
CQnjZ9Cl/,49926344
Ekq7VRBD/,49926346
Is4pTqvd/,49926232
MBfzj7o9/,49926234
IwlqloGL/,49926236
C0mmm5VR/,49926238
WpUJsqgk/,49926241
z3l0JbuP/,1094383270
UH7lS3g2/,49926243
vyFtSjqP/,49926410
4OPaRpA3/,49926274
fgdBKEyi/,49926276
G2c7LfMp/,49926278
0jJ8POvG/,49926280
rFO3Q4P9/,49926282
xGtx8d9r/,49926284
A1QeSQfc/,49926286
bRMiT6ui/,49926288
OA5uQzET/,49926290
ET58NAit/,49926412
2T2H9Dad/,49926245
lnnlM0e6/,49926401
dCkdKvQI/,49926397
8j5CMU6n/,49926399
rLeWjmW2/,49926247
fyBR9MyM/,49926439
Q16NA2MF/,49926441
nZk62vUe/,49926443
nB7JBr79/,49926445
hCj23KEk/,49926448
QPlA1bq2/,49926451
4nIECOi3/,49926453
v9nb40aq/,49926455
QHfoQsM2/,49926457
YR9V8tiS/,49926460
4IbLK8ya/,49926395
ns4GLlMh/,49926393
lMvFrPwq/,49926249
6NdqNtt0/,49926408
zq2cDtrs/,49926251
0MZtr5eJ/,50004854
QTCPm9Rs/,50004857
8h2UnTtl/,50004859
f94tpRQ6/,50004862
OKQchkJQ/,50004864
MVzwqotD/,50004866
GI5xo7B0/,50004868
Me6Yomdf/,50004872
bVhgOLjF/,50004969
2DQoyULu/,1157807401
CYdcNu6L/,50004962
48gkP1y9/,50004977
CYISxL58/,50004979
fcn2MaLR/,50004981
d6YTHJTr/,50004983
neRtFHD1/,50004985
QuwYGwqk/,50004987
bVUpEyT7/,50004989
4WyxGcbe/,50004964
ClktGpjU/,50004922
4j0JKZhl/,50004792
ptpp6zve/,50004794
Y1MzTco8/,50004797
fHAqRyGK/,50004799
MRfOJg8f/,50004801
ChLvSH0E/,50004803
6eYh4E87/,50004805
Qa1FLFwr/,50004807
S4Zl5fg1/,50004812
OSEfZ7jh/,50004918
xWdTIn6B/,50004912
r9cPJSj5/,50004914
xWIbYR5b/,50004928
jZ0XH6LH/,50004930
AyTNt38e/,50004706
I1SRuNN1/,50004708
dhRVvsw8/,50004710
GWjaYdxc/,50004712
0QiCmZt8/,50004714
ETeGngdE/,50004716
8jeKoDBK/,50004718
nsfOpXQQ/,50004720
SzxitiZs/,50004722
MTBh3DR2/,50004724
WhI2XoL4/,50004916
t4Pkzlyn/,656807625
2XhXnRKi/,50074204
hMoppP4A/,1269881537
W6cynozb/,50074202
AqH6W5zB/,50074209
6BAFUq5N/,50074214
OtfTm75o/,50074216
Acduo5k4/,50074218
0Y9JT3KT/,50074220
SKBBVPkH/,50074222
vPnIA7o6/,50480591
WzuV5eoq/,50401868
bRrgEJw3/,50401860
CjbbBHNL/,50401864
Qg22AywS/,50401866
ITbfCc8F/,50401862
tlTCWl8P/,50480595
zitR8oGI/,50480607
EsuV75VO/,50480601
rcFvS8Gt/,50480603
lzf5D91m/,50480609
vw0jDwg9/,50401858
ARwZ4F0k/,50401870
Iiss3gV1/,50401874
QL4qRSVn/,50660069
hSjM9R0C/,50480605
KdLPRx82/,50401876
pzmLNQWJ/,50495494
00OX4xFp/,50679783
QgOXPGxF/,50557942
Ii3CIYUl/,50557944
U7OiI4fs/,50495496
GOQ3F2v0/,50495500
CjKCDt9C/,50495502
6DJGC0OI/,50495504
YaL8EMg6/,50495510
hAePFWE7/,50557952
6Rb6vGi8/,50557954
t6pbgw3T/,50557948
EJdLGCa1/,50557950
M59SQJy4/,50679785
OQoPMpnQ/,50495498
vP8mQnog/,50679781
UD10NpVB/,50679787
Cx7eOQF5/,50679790
hW4ORaMc/,50679794
Yo8iP60a/,50679798
4pNyPzhL/,50557956
rBSeHO9m/,50495508
OU38JEFr/,50557958
8404M4pI/,50679792
xYRaGrPg/,50495506
MLHtOf7R/,50557960
Mq44e2Ct/,50626113
EXoqClk5/,50758752
b7IBGZDd/,50758675
xGxkWial/,50758377
4bxKBKwP/,50758754
vFgWEj5n/,50758756
I5hzEAKh/,50758758
0UsuDUZb/,50758760
8fomB84B/,50758762
StmFxfMK/,50758379
bPwoXXqr/,50758381
nmNQlcBp/,50758385
vuZ5S9bD/,50758387
hfmBIeqp/,50758677
z9J9h0da/,50626115
rJYgyaRO/,50626122
AukSFWkt/,50758765
QDAcvw63/,50758687
0d8WPwiA/,50758689
8x02wcL9/,50758692
8MHHjvRB/,50626109
hAJvMsKO/,50725252
4SZkxuCI/,50626120
dO1uOHLM/,50758685
S4V1Tkq7/,50758389
nopiASJH/,50758767
tpiJyEyR/,50758391
YsWcUVT0/,50758393
jo1qNyyT/,50758679
8W20KCsP/,50758769
2LncvPZh/,1564134353
zgVowLdC/,50626107
pOCx0r4P/,50626124
OUmgu5Kn/,50725239
hAuAyNJB/,50725241
lxZIZ0lO/,50725243
fFcNpRdP/,50725248
U7lkto5t/,50725254
bmt6x345/,50725256
6DqEzsZH/,50725258
KGJ7HFbj/,50758694
G638fMRn/,50626126
fc2Cgtsg/,50626111
EaIDiKB5/,50626118
pIcAwz7E/,50758395
IPCaG3ti/,119081346
CAroVYSk/,83105278
fDjz9Ltt/,486948419
nodXrVrf/,981302087
WSG3FNec/,50805044
Ei68EsB3/,50805047
MH9GCLuG/,50805049
088KBueM/,50805051
rXcPAaAS/,50805053
tpDligyE/,50804575
lAGdkX5Q/,50804580
jJ2OpiEs/,50804582
YshTqBTm/,50804584
Kbfus9D6/,50804586
KzChjDjK/,50804578
fg2Eze5S/,50804986
v7cyhr4h/,517213374
0ABxtTSC/,50804588
4lBQlIeO/,50805336
QVPDh0lp/,50805055
0zusWEDq/,50804992
2aBwyPG8/,50805000
nTb6xHzG/,50804988
Y3kv8udn/,50805338
hA1ui2Jb/,50805283
ruAUmxBU/,50805334
MPsi5wt5/,50805340
dMAszqWE/,50804990
4MOHiK3j/,50805057
0jRUmHQj/,50804592
G23AyyjM/,50804994
hr5CD1Q9/,50805059
QNamktlB/,1881574161
Iiy03HAH/,50805342
0Gte4ceB/,50805344
MPLLkbtI/,50805346
nX0qjMY4/,50805287
rafhl03H/,50805290
EoHPVimj/,50805292
dr8WhOln/,50805294
CWZSUB2d/,50805298
KOHLWXXq/,50805300
pOtgTCc2/,50805002
GSvq7aBh/,50805348
S2rm6JQb/,50805350
SQQZdFmo/,50861668
SfWsTtQd/,50861292
UZUKm20E/,50860879
4tRin4kn/,50853048
IPli6JIq/,50861294
jwma4cmd/,50861296
08UkRKf9/,50861298
EBYgQvAF/,50861300
zRM2OIvS/,50861302
v1AtumrJ/,50853050
jwNmmpzt/,50853052
Gp8Dst4H/,50853058
WxAtGffN/,50861670
EgFCC03i/,50853056
2NkMS0Ol/,50860875
dK9WlXgS/,1903083932
hSCFhFf3/,375415776
8M3MKIuh/,50861672
QeF0prKb/,50853061
6oVoS0u3/,50861304
APEoZ2oL/,50860859
OxvVQvg1/,50860870
fcjITt9r/,50860861
jqWGlro8/,50860873
tlHTIdA4/,50861674
Eadbpi2q/,50861658
xGAxHzuH/,50861676
drz42yQN/,50861678
YLI8rMlB/,50853063
ChB3skn2/,50861650
Y1CarVWe/,50861664
EyEBgeuc/,50861666
dzObPbPL/,50861306
j5Z71euU/,50861680
n5GdoO4h/,50853065
xtrZPb87/,50860864
Cnle5wYk/,50861308
M1HJiZ99/,710161215
OC6YHGPA/,50861682
2cIPJxeb/,50861684
0hGNjgPF/,50861656
tElQRKwe/,50860877
UV4ILbQo/,50861686
rH5SkDvM/,51099056
EVQGt0JN/,50853067
4UnlCogk/,50961010
GbcywIgL/,50960965
CCab1LUD/,50960954
nJeVaNJo/,50960924
x8bXwbvF/,50960967
EZCxIGHe/,50960970
ALduxx9R/,50960972
WANXId2k/,50960974
KW3SvvP8/,50960976
YZcscL34/,50960930
hpEGBKIc/,50960934
A1Cnyvso/,50960928
8hQKuKYT/,50960926
fknjeaYG/,50960932
G6VBVZgA/,50961012
MNhf4CgF/,1037148822
rHwaYyAi/,50961014
KWgwb1lb/,50960936
nBPPnMFK/,50960944
tSTbtKhl/,50960958
Q1OTotVQ/,50960956
fis3XePc/,50961018
Qeao6YO2/,50960986
jNjDAYHp/,50961020
ptzGUg9G/,50961023
WdrUcAWr/,50960984
rsBes0wr/,50960952
2FoffJmN/,50960938
Umd22jOR/,50960992
KIzse8G1/,50961000
va3k5hv9/,50960988
b9ZpfSV7/,50960998
SxHtHzX1/,50960978
UDkH9hXj/,50961027
GbmnduJA/,50960942
WGMBwIx7/,50960946
OlSRqgat/,50960948
hKOTJxmq/,50960980
tt5OuK92/,50960982
ELXYdUok/,1301368139
AT8pFE9T/,50961029
xGW7WFv4/,50961032
M5cqDRwq/,50961035
Qeywdl1e/,50961004
2sI7vbN0/,50960963
GbJ6hcg8/,51039208
2FLIkewR/,51039213
vNqoFZQQ/,51039791
QJusGFBK/,51039788
OOMEjyOK/,51039211
pEm7XeHr/,51039206
EHHXHVNE/,51039699
ppYixTcU/,51039125
CfjdAPN1/,51039793
G4tytBb5/,51039127
d2QZsXTh/,51039129
6gZmw9rO/,51039133
ARuuuVDB/,51039135
hUPL8X3f/,51039795
OfLH9Dll/,51039797
6TyGVZoe/,51039217
z3tKUg11/,51039219
U1NAiH8E/,51039223
p4MDAgZs/,51039799
EguOTDG7/,51039221
SxwCWFWl/,51039215
zRITIB88/,51039701
SOc8BT0r/,51039710
M5aO7o07/,51039712
6FdCAmGl/,51039717
0jBF97Vf/,51039706
z93S65FD/,51039714
8vHyHkwL/,51039704
IXjhB58e/,51039801
dIEccCTu/,51039137
h6sZHys8/,51039803
jok09qw8/,51039805
OUqqvkTH/,51039139
vsAJ8Rp1/,51039719
WdtwHedE/,51039807
4OJJTYuK/,51039812
veX9m87t/,51039225
lCTfPwmc/,51038656
pzPspZ0l/,51039227
h0SkrDV0/,51039229
zPHfsXp7/,51039231
EFGbti0D/,51039233
MJMEnSMn/,51039235
f9AX7xIM/,51038658
xYax7dXS/,51038660
vsn42Gup/,51038662
n7kC0fAd/,51038667
WKOP7iJ0/,51039818
tYj5x3u4/,51038664
bmbRjSCN/,51039146
hpzgNQaf/,959153156
WY3bMjYg/,51039828
vcOoqgGf/,51039237
8Gj81zej/,51038671
IX26ejbh/,51039150
UVlco6zo/,51039152
z9D1dWrn/,51198620
EqEU6BY6/,51039814
IVafNWIm/,51039820
z9PcMpF0/,51039736
MaEOSheQ/,51039824
CUWX5VmD/,51039826
nmXpPnVs/,51039730
2L4IhlrB/,51039156
rZS5KOqD/,51039725
MPR9JraJ/,51039734
tAWlO6pl/,51039723
2V9t5zwE/,51039239
QXKFUEQD/,51039816
2FXbOc23/,51038673
KdaNi8cH/,51039158
OU5EgUS4/,51039160
6qQwoFor/,51039241
Ecg3LAm0/,51039810
O80jOC3s/,51039822
EaO1L4U6/,51039740
WzTuAkDo/,51039163
S2jEU87K/,51039728
dxX2NHH9/,51038675
pvoJTSMQ/,51039721
42tm8Tsb/,51039142
0O0i0oin/,51116597
nobwJpdG/,51116517
