id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
zkaCOPim/,2016-04-09,2016,SP1,spain,Espanyol,Atletico Madrid,5.9,3.68,1.93,1-2,1-3,a,-1,16,24,4,0,7,1,1,2,0,0,1,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,0.0,0,1,0,1,0,0,4.411,5.499,3,5,3,4,0,2,0,1,13,13,13,11,0.637,0.739,0,0,0,0,0,0,0,0,0,1,0,0,10,14,0,0,0,0,6,9,3,7,0,1,0,0,4,5,2,4,5,11,0,0,0,1,2,2,2,2,3.057,0.169,0.518,0.0,-1.036,0,0,0,-1,1.667,2.75,3.0,1.182,16.949,0
4UK8Ui0i/,2016-04-10,2016,I1,italy,Empoli,Fiorentina,3.88,3.45,2.4,1-0,2-0,h,1,19,32,5,0,5,0,0,4,0,2,0,8,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,0.0,away,2.0,2,1,0,0,0,0,4.284,4.096,6,2,4,1,1,3,0,0,19,16,17,15,0.605,0.605,0,0,0,0,0,0,0,0,0,0,1,1,22,7,0,0,1,1,17,3,13,2,0,0,0,0,5,4,3,1,16,3,0,0,0,0,4,3,3,2,0.619,0.417,0.258,0.417,0.258,1,1,-1,-3,4.0,3.0,1.25,5.667,41.667,1
82cKM3Ma/,2016-04-10,2016,SP1,spain,Valencia,Sevilla,2.52,3.75,3.38,1-0,2-1,h,1,26,23,2,0,11,0,0,3,0,0,2,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,1.0,1,1,0,0,0,0,5.532,6.157,3,10,2,9,2,1,1,1,14,14,12,11,1.104,1.104,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,3,15,2,14,0,0,0,0,4,8,3,7,5,21,0,0,0,0,2,2,1,1,1.341,0.296,0.397,0.0,0.0,0,0,-1,0,2.5,2.333,2.6,0.571,29.586,1
GrB02x7E/,2016-04-10,2016,E0,england,Sunderland,Leicester City,3.48,3.48,2.45,0-1,0-2,a,-1,25,17,2,0,7,0,0,0,0,2,2,8,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,1.0,home,0.0,0,1,0,0,0,0,7.404,5.058,1,7,1,6,0,0,0,2,9,9,9,8,1.169,0.858,0,0,0,0,0,0,0,0,0,0,1,1,15,17,0,0,1,0,14,10,11,10,0,0,0,1,1,7,1,3,12,13,0,0,0,0,1,1,1,1,1.42,0.287,0.408,0.287,0.408,1,1,0,2,12.0,2.167,0.833,0.692,28.736,0
IZFlPdOB/,2016-04-10,2016,I1,italy,Sampdoria,Udinese,2.24,3.35,3.95,1-0,2-0,h,1,21,20,5,0,8,1,2,0,1,0,3,15,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,7,0.0,away,7.0,7,0,1,0,1,0,7.034,4.091,12,3,5,3,0,0,2,1,10,13,9,11,1.043,0.393,0,0,0,0,0,0,0,0,2,0,0,0,16,16,2,0,0,0,14,10,8,9,0,0,0,0,2,5,0,3,8,13,0,1,0,0,1,4,1,4,1.763,0.253,0.446,-0.506,0.0,1,0,2,1,1.6,4.333,1.25,1.154,25.316,1
QPCj7OMC/,2016-04-10,2016,SP1,spain,Villarreal,Getafe,1.61,4.59,7.7,1-0,2-0,h,1,23,12,3,0,10,1,1,0,0,0,0,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,1,0,0,4.736,4.032,5,6,5,5,0,0,0,0,9,7,8,4,0.804,0.479,0,0,0,0,0,0,0,0,1,0,0,0,17,13,1,0,0,0,14,10,12,8,0,0,0,0,3,3,2,1,14,9,0,0,0,0,2,2,2,1,4.783,0.13,0.621,-0.13,-0.621,0,0,0,0,2.8,1.8,0.714,0.556,12.987,0
WM3tUoUP/,2016-04-10,2016,SP1,spain,Athletic Bilbao,Rayo Vallecano,1.61,4.9,6.4,1-0,1-0,h,1,22,15,4,0,4,1,1,0,0,0,0,4,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,0,0,1,0,0,0,3.72,5.782,4,0,4,0,0,0,0,0,13,7,10,5,0.416,0.854,0,0,0,0,0,0,0,0,1,0,0,0,11,14,0,0,0,0,7,7,4,7,1,0,0,0,4,7,4,7,8,14,0,0,0,0,3,1,3,1,3.975,0.156,0.621,-0.312,0.0,0,0,0,0,2.0,inf,1.625,0.429,15.625,0
x4t9P5xs/,2016-04-10,2016,SP1,spain,Sporting Gijon,Celta Vigo,2.98,3.5,2.7,0-1,0-1,a,-1,24,14,6,0,10,1,2,0,0,0,2,14,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,3.0,3,1,0,1,0,0,5.499,5.124,7,7,4,6,0,0,0,2,7,9,7,7,0.552,0.614,0,0,0,0,0,0,0,0,0,2,0,0,10,17,0,2,0,0,8,12,6,12,0,0,0,0,2,5,1,5,7,17,1,0,0,1,2,5,2,4,1.104,0.336,0.37,0.0,-1.11,0,0,0,2,1.75,2.833,1.286,0.647,33.557,1
0vquCuWt/,2016-04-15,2016,F1,france,Lyon,Nice,1.68,4.3,6.32,0-1,1-1,a,-1,11,26,1,1,5,0,0,0,0,1,0,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,1.0,home,2.0,2,0,0,0,0,0,5.315,5.256,4,3,2,3,0,0,0,0,16,19,12,14,0.869,0.986,0,0,0,0,1,0,1,0,0,0,0,1,14,6,0,0,0,1,11,4,6,2,0,0,0,0,3,2,1,2,7,4,0,0,0,0,2,2,1,0,0.266,0.595,0.158,0.0,0.158,0,1,0,0,3.5,1.333,1.857,3.5,59.524,1
4W95VIns/,2016-04-15,2016,SP1,spain,Levante,Espanyol,2.5,3.46,3.38,2-1,2-1,h,1,19,16,4,0,8,0,0,1,0,0,2,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,2,0,0,0,0,0,4.618,4.677,6,4,4,4,0,1,1,1,10,10,8,8,0.392,0.862,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,8,8,6,7,0,0,0,0,2,4,2,4,8,11,0,1,0,0,0,5,0,4,1.352,0.296,0.4,0.0,0.0,0,0,1,0,2.0,2.75,1.0,1.091,29.586,1
0b3ETdHg/,2016-04-16,2016,SP1,spain,Eibar,Real Sociedad,2.87,3.36,2.84,2-1,2-1,h,1,12,22,2,0,1,0,0,1,0,0,1,2,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,0,3.913,3.854,0,2,0,1,0,1,1,0,11,13,11,11,0.392,0.686,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,3,5,2,3,0,0,0,0,4,4,4,3,6,6,0,1,0,0,2,3,0,2,0.99,0.352,0.348,0.0,0.0,0,0,1,-1,inf,6.0,1.833,2.167,35.211,0
8fVD9gEs/,2016-04-16,2016,E0,england,West Brom,Watford,2.47,3.3,3.5,0-1,0-1,a,-1,23,22,2,0,11,1,1,2,0,1,4,12,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,1.0,home,1.0,1,0,1,0,0,0,8.117,5.169,9,3,8,3,1,1,2,2,10,15,7,15,1.117,0.757,0,0,0,0,0,0,0,0,0,1,0,1,16,11,0,0,0,1,12,7,11,5,0,1,0,0,4,4,3,4,14,9,0,0,0,0,0,3,0,2,0.706,0.405,0.286,-0.405,0.0,0,1,1,1,1.75,3.0,0.5,1.889,40.486,1
8rLBT71E/,2016-04-16,2016,F1,france,GFC Ajaccio,Lille,3.26,3.27,2.66,1-2,2-4,a,-1,20,18,6,1,6,1,1,0,0,0,0,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,1,0,0,5.609,5.903,1,6,0,6,0,0,0,0,14,8,11,7,0.927,1.045,0,0,0,0,1,0,1,0,0,1,0,0,14,14,0,1,0,0,10,8,7,7,0,0,0,0,4,5,3,3,10,10,0,0,0,0,4,2,4,2,1.226,0.307,0.376,0.0,-0.752,0,0,0,0,inf,1.667,1.5,0.9,30.675,1
GCvL6pf1/,2016-04-16,2016,F1,france,Bordeaux,Angers,2.09,3.4,4.6,1-2,1-3,a,-1,17,24,4,1,6,0,3,1,0,1,2,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,1.0,home,3.0,3,0,0,0,0,0,6.198,4.668,9,0,6,0,0,1,0,2,14,15,10,14,1.104,0.692,0,0,0,0,0,1,0,1,3,0,1,0,16,4,2,0,0,0,13,0,11,0,1,0,1,0,3,4,3,3,14,3,0,0,0,0,2,2,2,2,0.454,0.478,0.217,-0.956,0.0,1,0,0,1,2.333,inf,0.857,5.333,47.847,1
QqZtBWuo/,2016-04-16,2016,D1,germany,SV Darmstadt 98,FC Ingolstadt 04,2.8,3.21,2.95,1-0,2-0,h,1,13,34,4,0,5,0,1,3,0,1,2,6,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,0.0,0,1,0,0,0,0,5.08,3.88,4,2,4,1,1,2,0,2,20,19,17,17,0.639,0.572,0,0,0,0,0,0,0,0,1,0,1,0,8,6,1,0,1,0,5,3,5,3,0,0,0,0,3,3,3,2,8,5,1,0,0,0,3,2,2,2,1.054,0.339,0.357,0.0,0.0,1,0,-1,0,2.0,5.0,2.375,3.8,33.898,0
Yof2IEmB/,2016-04-16,2016,D1,germany,Werder Bremen,VfL Wolfsburg,2.85,3.8,2.7,2-1,3-2,h,1,23,27,4,0,8,0,0,2,1,1,1,8,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,1,4.28,3.88,1,7,1,7,0,2,1,0,14,16,12,15,0.506,0.706,0,0,0,0,0,0,0,0,0,0,0,1,8,21,0,0,0,1,5,12,3,11,0,0,0,0,3,9,2,7,5,18,0,0,1,0,5,1,3,1,0.947,0.37,0.351,0.0,0.702,0,2,1,-2,5.0,2.571,3.0,0.889,37.037,0
bLuvGeyE/,2016-04-16,2016,E0,england,Manchester Utd,Aston Villa,1.35,6.9,16.0,1-0,1-0,h,1,14,14,1,0,13,0,0,0,2,0,0,16,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,2.0,2,1,0,0,1,1,3.356,3.982,3,13,1,12,0,0,0,0,10,9,7,7,0.483,0.572,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,6,9,3,8,0,0,0,0,1,4,0,3,3,11,0,0,0,0,1,0,1,0,11.852,0.062,0.741,0.062,0.741,1,1,0,0,3.0,0.917,2.667,0.636,6.25,1
d6xlAJ0g/,2016-04-16,2016,F1,france,Bastia,St Etienne,3.92,3.22,2.35,0-1,0-1,a,-1,23,21,5,0,5,0,1,1,1,2,1,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,1.0,home,1.0,1,1,0,0,1,0,5.464,4.464,3,4,2,3,0,1,0,1,10,15,8,13,0.932,0.932,0,0,0,0,0,0,0,0,1,0,2,0,15,9,1,0,2,0,13,5,13,4,0,0,0,0,2,4,2,4,15,8,1,1,0,0,3,2,3,2,1.668,0.255,0.426,0.51,0.0,3,0,0,0,7.5,2.667,0.733,1.875,25.51,1
f3wP5497/,2016-04-16,2016,F1,france,Lorient,Toulouse,3.1,3.5,2.68,0-1,1-1,a,-1,16,26,3,0,4,0,2,1,1,0,2,4,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,0,0,1,4.845,5.315,2,2,2,2,0,1,1,1,16,14,14,12,0.927,0.927,0,0,0,0,0,0,0,0,0,2,0,0,11,11,0,1,0,0,7,9,5,6,0,1,0,0,4,2,3,2,8,8,0,0,1,1,1,2,1,2,1.157,0.323,0.373,0.0,-0.373,0,1,1,0,4.0,4.0,1.875,1.75,32.258,0
feebJfY4/,2016-04-16,2016,D1,germany,FC Augsburg,VfB Stuttgart,2.42,3.94,3.1,1-0,1-0,h,1,21,19,1,0,11,1,2,1,1,1,1,12,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,1.0,1,0,0,1,1,0,4.346,5.146,8,4,7,4,1,0,1,0,11,14,8,11,0.506,0.439,0,0,0,0,0,0,0,0,0,2,1,0,10,13,0,0,1,0,6,7,5,7,0,2,0,0,4,6,3,6,8,13,0,0,0,0,0,2,0,1,1.281,0.323,0.413,0.646,-1.239,2,0,0,0,1.143,3.25,1.0,0.923,32.258,1
hOMwbHGL/,2016-04-16,2016,E0,england,Newcastle,Swansea,2.52,3.5,3.2,1-0,3-0,h,1,16,16,3,0,6,0,1,1,0,2,0,10,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,0.0,away,3.0,3,1,0,0,0,0,5.606,4.571,7,3,4,2,0,1,0,0,8,12,6,10,1.045,0.925,0,0,0,0,0,0,0,0,1,0,2,0,11,12,1,0,2,0,10,5,8,3,0,0,0,0,1,7,1,4,9,7,0,1,0,0,1,2,1,2,1.27,0.312,0.397,0.312,0.0,2,0,0,-1,2.25,3.5,0.778,1.714,31.25,1
nwzH7Qve/,2016-04-16,2016,F1,france,Troyes,Stade de Reims,5.5,4.2,1.79,2-1,2-1,h,1,28,20,3,0,14,0,1,0,0,1,2,17,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,0.0,away,2.0,2,1,0,0,0,0,6.184,4.066,7,10,5,9,0,0,1,1,8,17,6,14,1.037,0.566,0,0,0,0,0,0,0,0,1,0,1,0,15,21,1,0,1,0,11,11,8,9,0,0,0,0,4,10,3,8,11,17,0,0,0,0,3,2,2,1,0.325,0.559,0.182,0.0,0.0,1,0,1,1,2.2,1.889,0.727,0.882,55.866,1
M3deiCbD/,2016-04-17,2016,E0,england,Leicester City,West Ham,2.03,3.75,4.35,1-0,2-2,h,1,17,20,6,1,4,0,2,1,0,0,0,5,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,1,0,0,0,0,0,5.512,5.335,5,0,4,0,1,0,0,0,12,12,10,10,0.454,0.748,0,0,0,0,0,1,0,1,2,0,0,0,19,6,2,0,0,0,15,4,11,3,0,0,0,0,4,2,2,1,13,4,0,0,0,1,3,3,3,3,2.143,0.23,0.493,-0.46,0.0,0,0,-1,0,3.25,inf,1.0,3.25,22.989,1
YB1MRzn6/,2016-04-17,2016,SP1,spain,Barcelona,Valencia,1.22,12.7,24.89,1-2,1-2,a,-1,26,22,5,0,8,0,0,3,1,0,1,9,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,0,0,1,0,7.411,5.764,7,2,6,2,1,2,1,0,10,15,9,13,1.637,0.519,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,15,5,12,4,0,0,0,0,7,2,7,2,19,7,0,0,0,0,3,3,2,3,0.049,0.82,0.04,0.82,0.0,1,0,0,-2,3.167,3.5,0.579,2.286,81.967,1
j5upfEEf/,2016-04-17,2016,E0,england,Arsenal,Crystal Palace,1.41,6.25,10.0,1-0,1-1,h,1,25,18,2,0,15,1,2,2,2,3,0,15,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,0.0,away,0.0,0,0,0,1,2,0,4.231,4.919,5,10,5,10,1,1,0,0,13,7,12,6,0.67,0.608,0,0,0,0,0,0,0,0,0,2,1,2,7,21,0,2,1,1,5,15,4,15,0,0,0,1,2,6,1,5,5,20,1,0,0,0,2,0,2,0,7.092,0.1,0.709,0.3,-0.709,3,2,-1,-1,1.0,2.0,2.8,0.3,10.0,0
niNwzavQ/,2016-04-17,2016,SP1,spain,Sevilla,Deportivo La Coruna,1.57,4.95,7.3,1-0,1-1,h,1,13,21,3,0,4,0,0,2,0,0,2,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,0.0,away,0.0,0,4,0,0,0,0,4.795,3.854,0,8,0,4,1,1,1,1,8,15,7,14,0.686,0.627,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,1,8,1,6,0,0,0,0,4,3,3,3,4,9,0,1,0,0,2,2,1,2,4.65,0.137,0.637,0.0,0.0,0,0,0,0,inf,2.25,2.0,1.778,13.699,0
tG1aK7xp/,2016-04-17,2016,I1,italy,Fiorentina,Sassuolo,1.85,3.82,5.2,2-1,3-1,h,1,20,21,3,0,12,0,1,1,0,1,2,13,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,1.0,1,0,0,0,0,0,2.914,4.385,6,7,5,7,0,1,1,1,13,15,10,11,0.335,0.629,0,0,0,0,0,0,0,0,0,1,0,1,8,14,0,1,0,1,7,8,6,8,0,0,0,0,1,5,1,5,7,13,0,0,0,0,3,1,2,1,2.811,0.192,0.541,0.0,0.0,0,1,1,0,1.4,1.857,1.714,0.923,19.231,1
v7FXOmUS/,2016-04-17,2016,I1,italy,Atalanta,AS Roma,5.6,3.85,1.87,3-2,3-3,h,1,23,12,4,0,11,0,2,0,1,1,1,13,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,0.0,away,1.0,1,1,0,0,1,0,4.855,5.502,6,7,5,6,0,0,0,1,7,10,5,7,0.629,1.04,0,0,0,0,0,0,0,0,2,0,0,1,17,13,2,0,0,1,10,9,6,8,0,0,0,0,7,4,5,4,11,12,0,0,0,0,4,4,2,2,0.334,0.535,0.179,-0.535,0.179,1,1,0,1,2.2,2.0,0.636,0.75,53.476,1
vk2ISGWa/,2016-04-17,2016,SP1,spain,Malaga,Athletic Bilbao,2.43,3.25,3.75,0-1,0-1,a,-1,22,21,7,0,10,0,2,1,0,3,1,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,0,0,0,0,5.47,4.999,8,2,8,2,0,1,0,1,12,11,12,9,0.814,1.114,0,0,0,0,0,0,0,0,2,0,2,1,17,6,1,0,1,1,10,3,10,3,1,0,1,0,7,3,7,2,17,5,0,0,0,0,3,5,3,4,0.648,0.412,0.267,0.0,0.267,2,1,0,0,2.125,2.5,0.882,2.6,41.152,0
xre8Io7d/,2016-04-17,2016,I1,italy,Sampdoria,AC Milan,3.6,3.5,2.47,0-1,0-1,a,-1,24,23,4,0,11,0,1,1,0,0,2,11,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,1.0,home,0.0,0,0,0,0,0,0,4.809,5.162,4,7,4,7,0,1,1,1,15,13,12,11,0.637,0.578,0,0,0,0,0,0,0,0,0,1,0,0,10,14,0,0,0,0,7,11,7,11,0,1,0,0,3,3,3,3,10,14,2,1,0,0,3,2,3,1,1.457,0.278,0.405,0.0,-0.405,0,0,1,0,2.5,2.0,1.5,0.857,27.778,0
CKZAx7bS/,2016-04-20,2016,I1,italy,Udinese,Fiorentina,3.35,3.4,2.5,2-1,2-1,h,1,19,23,5,0,5,0,1,2,0,1,1,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,5,0.0,away,1.0,1,4,0,0,0,0,3.855,4.208,4,6,3,2,1,1,0,1,13,15,10,13,0.57,0.688,0,0,0,0,0,0,0,0,0,1,1,0,9,10,0,0,1,0,6,7,6,7,0,1,0,0,3,3,3,3,9,10,0,0,0,0,4,2,3,2,0.746,0.4,0.299,0.4,-0.299,1,0,-1,0,3.0,5.0,1.444,1.5,40.0,1
K8JmrdWn/,2016-04-20,2016,SP1,spain,Athletic Bilbao,Atletico Madrid,4.8,3.5,2.03,0-1,0-1,a,-1,16,11,0,0,12,0,0,1,3,3,0,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,0,0,3,0,4.332,6.117,8,4,8,4,1,0,0,0,8,5,6,5,0.602,0.814,0,0,0,0,0,0,0,0,0,0,3,0,12,8,0,0,3,0,6,6,6,5,0,0,0,0,6,2,4,1,10,6,0,0,0,0,0,0,0,0,2.365,0.208,0.493,1.248,0.0,6,0,-1,0,1.25,1.5,0.6,0.833,20.833,0
W4GsXpMk/,2016-04-20,2016,I1,italy,Empoli,Hellas Verona,2.03,3.7,4.55,1-0,1-0,h,1,29,28,4,0,9,0,2,1,1,0,4,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,0,0,1,0,4.385,4.326,5,5,5,4,1,0,2,2,17,16,14,14,0.688,0.57,0,0,0,0,1,0,0,0,1,1,0,0,21,12,1,0,0,0,15,5,13,5,0,1,0,0,6,7,5,6,18,11,0,0,0,0,5,1,3,1,2.241,0.22,0.493,0.0,-0.493,1,0,1,2,3.6,2.75,0.944,1.364,21.978,0
YTz7wmqM/,2016-04-20,2016,I1,italy,Genoa,Internazionale,4.4,3.71,2.05,1-0,1-0,h,1,24,20,3,0,10,0,0,0,2,1,0,11,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,0,0,1,1,4.738,5.267,5,6,5,5,0,0,0,0,7,14,6,14,1.099,1.04,0,0,0,0,0,0,0,0,0,0,0,1,17,16,0,0,0,0,14,11,8,10,0,0,0,1,3,5,3,3,11,13,0,0,0,0,2,2,1,2,0.466,0.488,0.227,0.488,0.454,1,2,0,0,2.2,2.6,0.636,1.231,48.78,0
nF5QQf1C/,2016-04-20,2016,SP1,spain,Malaga,Rayo Vallecano,2.1,3.75,3.92,0-1,1-1,a,-1,21,22,4,0,14,1,1,1,1,2,1,14,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,1,0,0,1,5.352,5.175,7,7,7,7,0,1,0,1,17,13,12,10,0.814,1.049,0,0,0,0,0,0,0,0,1,0,1,1,12,11,1,0,1,0,8,7,8,7,0,0,0,1,4,4,3,3,11,10,0,0,0,1,1,3,1,3,0.536,0.476,0.255,-0.476,0.51,1,2,0,0,1.571,1.429,1.182,1.3,47.619,0
YBNisGog/,2016-04-21,2016,SP1,spain,Real Sociedad,Getafe,1.8,4.2,5.5,1-2,1-2,a,-1,14,20,5,0,6,1,2,3,0,1,0,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,3.0,3,1,1,0,0,0,5.822,6.587,8,2,5,1,2,1,0,0,7,16,6,14,0.637,1.049,0,0,0,0,0,0,0,0,2,0,1,0,14,7,0,0,1,0,9,4,6,3,2,0,0,0,5,3,3,2,9,5,0,0,0,0,2,4,1,4,0.327,0.556,0.182,-1.112,0.0,1,0,-2,-1,1.8,5.0,0.778,3.6,55.556,1
ChsUWD24/,2016-04-22,2016,D1,germany,Hamburg SV,Werder Bremen,2.9,3.62,2.75,2-1,2-1,h,1,30,24,6,0,8,2,3,1,0,1,2,9,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,1.0,1,0,0,2,0,0,5.012,3.7,4,5,3,5,1,0,2,0,10,16,9,15,0.787,0.537,0,0,0,0,0,0,0,0,1,2,0,1,21,12,0,2,0,0,11,5,9,5,1,0,0,1,10,7,9,7,18,12,0,0,1,0,4,3,3,3,0.948,0.364,0.345,-0.364,-1.035,0,1,1,0,6.0,2.4,0.667,1.5,36.364,1
2XfZLGa5/,2016-04-23,2016,F1,france,Toulouse,Lyon,3.72,3.8,2.18,1-2,2-3,a,-1,17,22,2,0,7,0,1,1,0,0,1,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,0,0,0,4.131,4.131,5,2,5,2,1,0,0,1,11,17,11,11,0.487,0.598,0,0,0,0,0,0,0,0,0,1,0,0,9,11,0,0,0,0,4,8,4,8,0,1,0,0,5,3,3,2,7,10,0,0,0,0,2,3,1,1,1.706,0.269,0.459,0.0,-0.459,0,0,-1,1,1.4,5.0,1.714,1.2,26.882,0
MVnFB3We/,2016-04-23,2016,D1,germany,FC Ingolstadt 04,Hannover 96,2.2,3.6,3.8,2-1,2-2,h,1,21,18,4,1,9,0,2,0,0,1,0,9,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,0,3.575,4.2,7,2,7,2,0,0,0,0,9,10,9,9,0.287,0.662,0,0,0,0,0,1,0,1,1,1,1,0,13,9,1,1,1,0,9,6,9,6,0,0,0,0,4,3,3,3,12,9,0,0,0,0,2,2,2,2,1.727,0.263,0.455,0.0,-0.455,1,0,0,0,1.714,4.5,0.917,1.222,26.316,0
