id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_shots_on_target_pre80,away_shots_on_target_pre80,home_shots_off_target_pre80,away_shots_off_target_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,home_shots_ft,away_shots_ft,home_shots_on_target_ft,away_shots_on_target_ft,home_shots_off_target_ft,away_shots_off_target_ft,home_yellow_cards_ft,away_yellow_cards_ft,home_sending_off_ft,away_sending_off_ft,home_fouls_ft,away_fouls_ft,home_corners_ft,away_corners_ft,total_corners_ft,home_shots_70_75,away_shots_70_75,home_shots_on_target_70_75,away_shots_on_target_70_75,home_shots_off_target_70_75,away_shots_off_target_70_75,home_yellow_cards_70_75,away_yellow_cards_70_75,home_sending_off_70_75,away_sending_off_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_70_75,away_corners_70_75,home_shots_75_80,away_shots_75_80,home_shots_on_target_75_80,away_shots_on_target_75_80,home_shots_off_target_75_80,away_shots_off_target_75_80,home_yellow_cards_75_80,away_yellow_cards_75_80,home_sending_off_75_80,away_sending_off_75_80,home_fouls_75_80,away_fouls_75_80,home_corners_75_80,away_corners_75_80,home_corner_diff,away_corner_diff,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,home_games,home_corners_for_avg,home_corners_against_avg,home_post80_corners_for_avg,home_post80_corners_against_avg,away_games,away_corners_for_avg,away_corners_against_avg,away_post80_corners_for_avg,away_post80_corners_against_avg,game_state_80_h,game_state_80_a,game_state_80_d,abs_goal_diff_80,close_game_80,goal_diff_squared_80,odds_ratio,shot_to_corner_ratio_pre_80,team_aggression_score_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,trailing_team_probability,target
lUd0ZU4e/,2016-11-20,2017,SP1,spain,Valencia,Granada,1.44,5.3,9.3,1-1,1-1,d,0,12,9,5,5,7,4,1,4,0,0,6,15,9,2,21,21,5,0,11,1,1,3,1,1,0,14,9,7,5,7,4,1,5,0,0,7,18,11,2,13,1,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,,,,5.0,6.497,3.419,0.805,0.277,5.0,3.586,6.997,0.61,0.472,0,0,1,0,1,0,0.155,1.909,1.238,0.866,0.134,-0.866,0.134,0,-3,10.753,1
pGU3UeY4/,2016-11-20,2017,I1,italy,Atalanta,AS Roma,3.92,3.75,2.08,1-1,2-1,d,0,17,9,5,5,12,4,1,1,0,0,11,11,6,5,26,22,2,0,11,1,0,1,1,1,1,21,9,6,5,15,4,1,2,0,0,12,13,10,6,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,5,,,,6.0,4.964,4.363,0.404,1.098,6.0,6.506,5.678,1.67,0.833,0,0,1,0,1,0,1.885,2.364,0.923,0.347,0.653,0.347,0.0,0,0,48.077,1
xjReWH3h/,2016-11-20,2017,I1,italy,Crotone,Torino,5.3,3.88,1.83,0-1,0-2,a,-1,10,16,3,3,7,13,1,1,0,0,9,4,3,5,26,13,2,0,8,0,2,1,0,1,1,15,17,5,4,10,13,1,1,0,0,9,5,6,5,11,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,1.0,home,3.0,5.0,4.458,5.257,0.972,0.448,6.0,6.077,6.392,0.527,1.118,0,1,0,1,1,1,2.896,3.25,0.577,0.189,0.0,-0.378,0.0,1,0,18.868,1
xzelD206/,2016-11-20,2017,F1,france,Marseille,Caen,1.85,3.9,5.2,0-0,1-0,d,0,13,1,0,0,13,1,2,1,0,0,16,12,7,0,14,28,3,0,7,0,0,0,0,1,1,14,3,1,0,13,3,2,1,0,0,18,15,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,,,,6.0,4.766,3.731,0.824,0.518,6.0,4.16,4.766,0.804,0.252,0,0,1,0,1,0,0.356,2.0,2.214,0.738,0.262,0.738,0.0,0,1,19.231,1
8CxGfuy4/,2016-11-21,2017,SP1,spain,Leganes,Osasuna,2.06,3.5,5.1,2-0,2-0,h,2,15,5,5,2,10,3,2,2,0,0,11,12,3,0,20,23,4,0,3,0,0,0,0,0,1,15,5,5,2,10,3,2,3,0,0,13,15,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,,,,5.0,2.664,4.752,0.305,0.443,5.0,3.586,5.997,0.443,1.138,1,0,0,2,0,4,0.404,6.667,1.35,0.0,0.098,0.0,0.0,0,1,19.608,1
YNscZJ7a/,2016-11-21,2017,E0,england,West Brom,Burnley,1.95,3.45,5.0,4-0,4-0,h,4,12,5,6,2,6,3,0,0,0,0,9,11,1,3,17,20,0,0,4,0,1,1,1,2,1,16,5,6,2,10,3,0,0,0,0,11,12,4,3,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,,,,5.0,4.312,5.617,0.811,0.287,4.0,3.14,9.375,0.544,0.973,1,0,0,4,0,16,0.39,4.25,1.176,0.0,0.0,0.0,0.0,0,0,20.0,1
Whn5YlK1/,2016-11-25,2017,SP1,spain,Eibar,Real Betis,2.17,3.42,4.5,2-0,3-1,h,2,13,6,6,1,7,5,0,1,0,1,6,6,5,1,19,12,1,1,6,0,1,0,0,3,0,16,7,9,2,7,5,0,1,0,1,8,6,5,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,,,,6.0,5.14,3.788,1.262,0.666,6.0,2.931,6.712,0.237,0.833,1,0,0,2,0,4,0.482,3.167,0.684,0.0,0.111,0.0,0.222,0,0,22.222,0
nZ3zPaaI/,2016-11-25,2017,F1,france,Stade Rennes,Toulouse,2.52,3.3,3.38,1-0,1-0,h,1,11,11,3,2,8,9,1,2,0,0,10,13,4,4,22,23,3,0,8,0,0,0,0,0,0,11,12,3,3,8,9,2,2,0,1,13,17,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,7.0,4.67,4.265,0.596,0.953,7.0,3.015,5.67,0.328,1.096,1,0,0,1,1,1,0.746,2.75,1.182,0.0,0.296,0.0,0.0,0,0,29.586,0
pCMyrnW0/,2016-11-25,2017,D1,germany,SC Freiburg,RB Leipzig,4.15,3.7,2.03,1-4,1-4,a,-3,9,15,3,6,6,9,2,3,0,0,10,12,4,5,24,22,5,0,9,0,0,2,0,1,0,9,16,3,7,6,9,2,3,0,0,10,12,4,5,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,,,,5.0,4.718,3.532,0.953,0.597,6.0,5.885,4.473,0.369,0.817,0,1,0,3,0,9,2.044,2.667,1.125,0.0,0.0,0.0,0.0,0,-2,49.261,0
0p6V9OiE/,2016-11-26,2017,I1,italy,Empoli,AC Milan,3.7,3.35,2.33,1-4,1-4,a,-3,13,16,4,6,9,10,1,3,0,0,9,15,1,5,29,24,4,0,6,0,0,0,0,2,0,15,17,4,7,11,10,2,3,0,0,11,17,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,,,,7.0,4.718,4.443,1.104,0.961,6.0,3.934,6.678,0.384,0.976,0,1,0,3,0,9,1.588,4.833,0.966,0.0,0.0,0.0,0.0,0,0,42.918,1
23ZDVy7O/,2016-11-26,2017,E0,england,Hull,West Brom,2.96,3.15,2.87,1-1,1-1,d,0,9,7,4,1,5,6,3,2,0,0,6,7,2,5,16,13,5,0,7,0,2,1,0,0,1,10,11,4,2,6,9,3,2,0,0,7,10,2,6,8,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,,,,6.0,3.554,6.1,0.552,1.389,6.0,4.957,5.554,0.96,0.695,0,0,1,0,1,0,1.031,2.286,1.125,0.492,0.508,-0.984,0.0,0,0,34.843,1
6LNXrSGf/,2016-11-26,2017,D1,germany,Eintracht Frankfurt,Borussia Dortmund,5.4,4.3,1.73,2-1,2-1,h,1,10,10,4,5,6,5,2,2,0,0,15,10,3,4,20,25,4,0,7,0,0,3,0,3,1,12,12,4,5,8,7,4,3,0,0,17,11,4,5,9,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,1.0,5.0,3.885,4.032,0.453,0.597,5.0,5.699,3.385,1.597,0.453,1,0,0,1,1,1,3.121,2.857,1.45,0.0,0.578,0.0,0.578,3,-2,57.803,1
8tzAWHiI/,2016-11-26,2017,E0,england,Chelsea,Tottenham,1.76,4.0,5.8,2-1,2-1,h,1,8,11,5,5,3,6,1,1,0,0,11,16,3,7,19,27,2,0,10,0,0,1,1,0,1,9,12,5,6,4,6,2,1,0,0,13,16,3,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,6.0,6.411,4.1,0.552,0.96,6.0,6.1,5.982,0.817,0.981,1,0,0,1,1,1,0.303,1.9,1.526,0.0,0.172,0.0,0.172,1,0,17.241,1
8vDZmUJl/,2016-11-26,2017,SP1,spain,Malaga,Deportivo La Coruna,1.97,3.79,4.75,3-2,4-3,h,1,9,21,3,7,6,14,2,1,0,0,12,9,1,5,30,21,3,0,6,0,2,0,0,2,2,10,24,4,8,6,16,3,1,0,0,14,10,2,5,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,6.0,6.855,4.359,1.119,0.666,6.0,3.359,7.426,0.951,1.119,1,0,0,1,1,1,0.415,5.0,0.8,0.0,0.211,0.0,0.0,2,2,21.053,1
C8R3gjdR/,2016-11-26,2017,SP1,spain,Real Madrid,Sporting Gijon,1.11,13.75,29.2,2-1,2-1,h,1,16,8,6,2,10,6,1,3,0,0,8,17,4,5,24,25,4,0,9,0,1,1,0,1,0,19,9,7,3,12,6,1,3,0,0,8,17,5,6,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,1.0,6.0,7.283,3.931,1.262,0.523,6.0,3.359,5.997,0.38,1.119,1,0,0,1,1,1,0.038,2.667,1.208,0.0,0.034,-0.0,0.034,1,-1,3.425,1
GtYfeCRE/,2016-11-26,2017,SP1,spain,Espanyol,Leganes,2.04,3.3,4.9,2-0,3-0,h,2,7,7,3,3,4,4,1,2,0,0,17,13,3,3,14,30,3,0,6,0,1,3,0,0,2,8,8,4,3,4,5,1,2,0,0,19,14,3,4,7,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,,,,6.0,4.569,4.359,0.262,0.523,6.0,4.073,5.283,0.809,0.69,1,0,0,2,0,4,0.416,2.333,2.357,0.0,0.102,0.0,-0.102,0,-1,20.408,1
I7ihssFn/,2016-11-26,2017,F1,france,Metz,Lorient,2.64,3.38,3.1,3-3,3-3,d,0,11,7,6,5,5,2,1,2,0,0,6,14,5,2,18,20,3,0,7,2,3,1,1,2,1,11,10,6,6,5,4,2,2,0,0,8,18,6,3,9,0,3,0,1,0,2,0,0,0,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,,,,6.0,4.051,4.589,0.252,0.518,6.0,4.874,4.766,1.232,0.824,0,0,1,0,1,0,0.852,2.571,1.278,0.54,0.46,1.08,-1.84,0,0,32.258,1
IgCJSs0g/,2016-11-26,2017,F1,france,Montpellier,AS Nancy Lorraine,1.91,3.7,4.84,0-0,0-0,d,0,8,3,4,2,4,1,1,1,0,0,5,13,5,0,11,18,2,0,5,0,0,1,1,2,0,12,5,4,2,8,3,2,3,1,0,5,16,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,,,,6.0,4.908,3.589,0.395,0.375,6.0,4.446,5.48,0.804,0.395,0,0,1,0,1,0,0.395,2.2,1.818,0.717,0.283,1.434,0.283,0,-1,20.661,0
MFQohWg8/,2016-11-26,2017,D1,germany,Borussia Monchengladbach,TSG Hoffenheim,1.94,4.1,4.3,1-1,1-1,d,0,14,14,7,2,7,12,0,2,0,0,6,15,2,5,28,21,2,0,7,0,1,0,0,2,2,16,15,8,3,8,12,0,2,0,0,6,17,2,6,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,,,,6.0,6.044,3.742,1.245,0.369,5.0,4.032,6.051,0.431,1.453,0,0,1,0,1,0,0.451,4.0,0.821,0.689,0.311,1.378,-0.311,0,2,23.256,1
OWCFTNpm/,2016-11-26,2017,F1,france,Bordeaux,Dijon FCO,1.66,4.07,6.5,1-2,3-2,a,-1,10,7,4,5,6,2,0,2,0,0,12,11,5,3,17,23,2,0,8,0,0,1,1,0,1,14,9,6,6,8,3,0,2,0,0,14,14,6,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,1.0,home,1.0,6.0,4.051,5.589,0.252,1.232,6.0,4.446,7.337,0.661,0.824,0,1,0,1,1,1,0.255,2.125,1.471,0.602,0.0,0.0,0.0,1,0,60.241,1
QF7vmlZf/,2016-11-26,2017,SP1,spain,Sevilla,Valencia,1.8,4.1,5.2,2-1,2-1,h,1,5,8,2,2,3,6,0,1,0,0,14,13,3,6,13,27,1,0,9,2,1,2,0,0,2,7,10,2,4,5,6,0,1,0,0,19,14,3,6,9,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,6.0,6.569,3.073,0.833,0.38,6.0,4.788,4.712,0.38,0.833,1,0,0,1,1,1,0.346,1.444,2.154,0.0,0.192,-0.0,-0.384,0,0,19.231,0
beKPplnr/,2016-11-26,2017,D1,germany,Hamburg SV,Werder Bremen,2.48,3.63,3.24,2-2,2-2,d,0,15,11,6,3,9,8,1,3,0,0,14,8,4,3,26,22,4,0,7,0,3,3,1,1,0,17,12,7,4,10,8,2,3,0,0,17,9,5,3,8,3,0,1,0,2,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,,,,5.0,4.218,3.699,1.12,0.264,5.0,5.199,6.385,0.931,0.953,0,0,1,0,1,0,0.765,3.714,1.0,0.566,0.434,-1.132,0.434,0,-3,30.864,1
fwW5XcxC/,2016-11-26,2017,E0,england,Burnley,Manchester City,15.0,7.8,1.28,1-2,1-2,a,-1,6,21,4,5,2,16,2,3,0,0,6,11,5,8,27,17,5,0,13,0,2,3,0,0,1,10,21,5,5,5,16,2,3,0,0,7,14,5,8,13,2,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,1.0,home,0.0,7.0,4.234,7.088,0.483,0.965,6.0,5.672,3.696,0.246,0.266,0,1,0,1,1,1,11.719,2.077,0.815,0.067,0.0,-0.134,0.0,0,-2,6.667,0
hEsckUwR/,2016-11-26,2017,D1,germany,FC Cologne,FC Augsburg,1.91,3.55,5.2,0-0,0-0,d,0,16,10,4,2,12,8,2,3,0,0,11,15,2,3,26,26,5,0,5,1,1,1,0,1,1,18,13,5,2,13,11,2,3,0,0,13,15,3,5,8,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,,,,5.0,4.718,4.699,0.453,0.764,5.0,3.532,3.385,0.764,0.453,0,0,1,0,1,0,0.367,5.2,1.192,0.731,0.269,0.731,-0.538,0,0,19.231,1
hrTDZmJu/,2016-11-26,2017,E0,england,Liverpool,Sunderland,1.19,9.2,18.0,1-0,2-0,h,1,23,6,6,1,17,5,1,3,0,0,3,7,8,4,29,10,4,0,12,3,3,0,1,1,0,27,6,7,1,20,5,1,3,0,0,4,8,9,4,13,3,0,0,0,3,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,5.0,5.312,3.284,0.311,0.787,6.0,3.529,8.125,0.674,1.838,1,0,0,1,1,1,0.066,2.417,0.483,0.0,0.056,-0.0,0.0,2,0,5.556,1
lGRwzCF7/,2016-11-26,2017,E0,england,Swansea,Crystal Palace,2.78,3.4,2.93,3-2,5-4,h,1,13,9,5,3,8,6,3,4,0,0,9,21,10,3,22,30,7,0,13,1,2,3,0,1,0,18,13,8,5,10,8,4,5,0,0,12,24,10,6,16,1,1,0,0,1,1,1,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,3.0,6.0,4.125,5.386,0.552,0.532,6.0,6.1,6.696,0.389,0.552,1,0,0,1,1,1,0.949,1.692,1.682,0.0,0.341,-0.0,-0.341,1,-3,34.13,1
lYnlrNat/,2016-11-26,2017,F1,france,Caen,Guingamp,2.47,3.25,3.54,1-0,1-1,h,1,16,9,4,2,12,7,0,2,0,0,10,13,5,2,25,23,2,0,7,1,3,2,0,2,0,18,11,4,3,14,8,0,2,0,0,11,16,5,2,7,2,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,6.0,5.051,3.16,0.538,0.946,7.0,2.64,6.545,0.453,0.971,1,0,0,1,1,1,0.698,3.571,1.0,0.0,0.282,-0.0,-0.282,2,-2,28.249,0
nP0Mn3iP/,2016-11-26,2017,F1,france,Nantes,Lille,2.58,3.04,3.6,0-0,0-0,d,0,6,9,1,2,5,7,0,2,0,0,17,8,2,3,15,25,2,0,5,0,1,1,0,2,1,8,9,1,2,7,7,1,2,0,0,22,9,4,3,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,,,,6.0,5.766,2.303,1.252,0.518,6.0,3.589,4.337,0.375,0.681,0,0,1,0,1,0,0.717,3.0,1.8,0.583,0.417,0.583,0.0,0,0,27.778,1
pILWlNFl/,2016-11-26,2017,I1,italy,Torino,Chievo Verona,1.79,3.8,5.8,2-0,2-1,h,2,15,8,4,1,11,7,2,1,0,0,11,7,9,0,23,18,3,0,9,3,2,0,0,1,2,16,10,4,3,12,7,2,1,0,1,13,10,10,2,12,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,,,,6.0,5.964,6.22,0.833,1.813,6.0,4.363,5.678,0.813,0.69,1,0,0,2,0,4,0.309,2.556,0.913,0.0,0.086,-0.0,0.086,0,2,17.241,1
pKMwOJEO/,2016-11-26,2017,F1,france,AS Monaco,Marseille,1.73,4.0,6.2,3-0,4-0,h,3,12,8,6,3,6,5,1,2,0,0,5,6,3,4,20,11,3,0,7,0,0,1,1,2,0,15,9,8,3,7,6,1,2,0,0,5,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,,,,6.0,5.766,4.589,0.681,1.089,6.0,4.017,4.623,1.089,0.967,1,0,0,3,0,9,0.279,2.857,0.7,0.0,0.0,0.0,0.0,0,-1,16.129,0
pbs3TnH7/,2016-11-26,2017,D1,germany,Bayern Munich,Bayer Leverkusen,1.31,6.4,12.5,2-1,2-1,h,1,12,8,8,3,4,5,0,0,0,0,7,9,6,3,20,16,0,0,9,0,1,0,0,0,2,13,13,8,4,5,9,0,0,0,0,8,11,6,3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,6.0,7.187,2.456,1.674,0.084,5.0,2.866,3.385,0.764,0.453,1,0,0,1,1,1,0.105,2.222,0.8,0.0,0.08,-0.0,0.0,0,2,8.0,0
tfYHUeMU/,2016-11-26,2017,E0,england,Leicester City,Middlesbrough,1.96,3.55,4.9,1-2,2-2,a,-1,6,6,2,2,4,4,4,2,0,0,14,8,2,2,12,22,6,0,4,0,1,0,0,0,0,11,6,3,2,8,4,4,4,0,0,15,10,2,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,1.0,home,0.0,6.0,4.696,5.529,0.266,0.817,6.0,3.243,6.411,0.246,0.409,0,1,0,1,1,1,0.4,3.0,2.333,0.51,0.0,0.0,-0.0,0,0,51.02,1
xnJTq81l/,2016-11-26,2017,D1,germany,FC Ingolstadt 04,VfL Wolfsburg,3.08,3.35,2.65,1-1,1-1,d,0,14,11,3,3,11,8,2,1,0,0,8,14,2,5,25,22,3,0,7,0,1,2,1,4,0,20,11,5,3,15,8,2,1,0,0,12,17,4,5,9,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,,,,5.0,5.051,4.699,0.62,1.097,5.0,5.532,3.718,0.597,0.453,0,0,1,0,1,0,1.162,3.571,1.0,0.462,0.538,0.0,2.152,0,-2,37.736,1
06Pkij9E/,2016-11-27,2017,D1,germany,Schalke 04,SV Darmstadt 98,1.4,5.1,10.5,2-1,3-1,h,1,19,5,6,2,13,3,0,2,0,0,8,10,5,3,24,18,2,0,8,0,0,0,0,1,0,20,9,7,2,13,7,0,2,0,0,8,11,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,3.0,5.0,4.051,4.699,0.286,0.431,5.0,4.699,6.551,0.431,0.453,1,0,0,1,1,1,0.133,3.0,0.833,0.0,0.095,0.0,0.0,1,0,9.524,1
466rn8l1/,2016-11-27,2017,SP1,spain,Celta Vigo,Granada,1.67,4.05,6.5,2-0,3-1,h,2,13,5,4,0,9,5,0,3,0,0,3,14,4,0,18,17,3,0,4,0,2,0,1,1,1,16,7,6,1,10,6,0,3,0,0,4,15,5,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,,,,6.0,5.569,3.645,0.833,0.523,6.0,3.359,7.569,0.523,0.69,1,0,0,2,0,4,0.257,4.5,1.111,0.0,0.077,0.0,-0.077,0,1,15.385,1
CEt1YwN5/,2016-11-27,2017,E0,england,Arsenal,Bournemouth,1.38,5.8,10.1,2-1,3-1,h,1,10,8,2,3,8,5,2,4,0,0,10,10,2,10,18,20,6,0,12,2,0,0,1,1,1,16,9,3,3,13,6,3,5,0,0,11,13,3,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,6.0,6.554,3.1,0.695,1.103,6.0,5.243,4.696,0.532,0.695,1,0,0,1,1,1,0.137,1.5,1.444,0.0,0.099,0.0,0.0,2,1,9.901,1
CUCmouFD/,2016-11-27,2017,I1,italy,Crotone,Sampdoria,3.26,3.5,2.6,1-1,1-1,d,0,7,13,3,5,4,8,2,0,0,0,11,12,1,4,20,23,2,0,5,0,2,0,1,2,1,9,15,3,6,6,9,3,0,0,0,15,14,2,6,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,,,,6.0,4.678,5.22,1.261,0.384,7.0,5.193,5.843,1.211,0.854,0,0,1,0,1,0,1.254,4.0,1.25,0.444,0.556,0.0,0.556,0,1,38.462,1
EL5SQLU5/,2016-11-27,2017,F1,france,Lyon,Paris Saint-Germain,4.15,3.6,2.15,1-1,1-2,d,0,11,8,2,3,9,5,1,3,0,0,6,12,3,8,19,18,4,0,11,0,0,2,0,1,2,14,11,3,5,11,6,1,6,0,0,6,16,5,8,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,,,,6.0,8.194,3.874,0.681,0.661,6.0,4.589,3.194,0.518,0.538,0,0,1,0,1,0,1.93,1.727,1.158,0.341,0.659,0.341,0.0,0,0,46.512,1
