id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_shots_on_target_pre80,away_shots_on_target_pre80,home_shots_off_target_pre80,away_shots_off_target_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,home_shots_ft,away_shots_ft,home_shots_on_target_ft,away_shots_on_target_ft,home_shots_off_target_ft,away_shots_off_target_ft,home_yellow_cards_ft,away_yellow_cards_ft,home_sending_off_ft,away_sending_off_ft,home_fouls_ft,away_fouls_ft,home_corners_ft,away_corners_ft,total_corners_ft,home_shots_70_75,away_shots_70_75,home_shots_on_target_70_75,away_shots_on_target_70_75,home_shots_off_target_70_75,away_shots_off_target_70_75,home_yellow_cards_70_75,away_yellow_cards_70_75,home_sending_off_70_75,away_sending_off_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_70_75,away_corners_70_75,home_shots_75_80,away_shots_75_80,home_shots_on_target_75_80,away_shots_on_target_75_80,home_shots_off_target_75_80,away_shots_off_target_75_80,home_yellow_cards_75_80,away_yellow_cards_75_80,home_sending_off_75_80,away_sending_off_75_80,home_fouls_75_80,away_fouls_75_80,home_corners_75_80,away_corners_75_80,home_corner_diff,away_corner_diff,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,home_games,home_corners_for_avg,home_corners_against_avg,home_post80_corners_for_avg,home_post80_corners_against_avg,away_games,away_corners_for_avg,away_corners_against_avg,away_post80_corners_for_avg,away_post80_corners_against_avg
4vWOhJ5G/,2016-11-20,2017,SP1,spain,Sporting Gijon,Real Sociedad,3.82,3.5,2.2,1-3,1-3,a,-2,2,16,1,7,1,9,2,0,0,0,15,6,2,4,18,21,2,0,6,1,1,1,0,1,1,4,20,1,9,3,11,2,1,0,0,17,8,3,5,8,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,2,,,,5.0,3.663606286186931,4.2523573200992555,0.8051282051282053,0.44334160463192723,5.0,3.7523573200992555,5.330272952853598,0.44334160463192723,1.1384615384615386
67raUS11/,2016-11-20,2017,D1,germany,TSG Hoffenheim,Hamburg SV,1.53,4.82,7.2,2-2,2-2,d,0,16,13,4,4,12,9,1,2,0,0,8,17,8,6,29,25,3,0,14,0,1,2,0,0,1,18,14,5,4,13,10,1,2,0,0,11,22,8,6,14,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,0,,,,5.0,4.5513059701492535,6.365671641791045,0.6196102819237147,0.7640961857379768,5.0,2.5323383084577116,6.384639303482587,0.4307628524046434,0.7862769485903813
6VICSZ2H/,2016-11-20,2017,I1,italy,Lazio,Genoa,1.77,4.0,5.4,3-1,3-1,h,2,17,7,4,2,13,5,0,1,0,0,10,15,3,2,24,25,1,0,5,1,0,2,0,1,0,17,12,4,3,13,9,1,3,0,1,14,18,3,5,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,3,,,,6.0,8.106729975227084,4.077208918249381,1.1184971098265897,0.6696944673823287,5.0,5.090077071290945,4.124518304431599,0.9479768786127168,0.30491329479768786
AT8BU3Vt/,2016-11-20,2017,F1,france,Guingamp,Bordeaux,2.63,3.3,3.15,0-1,1-1,a,-1,9,7,2,3,7,4,1,1,0,0,8,12,6,1,16,20,2,0,7,0,1,0,1,3,0,15,8,4,3,11,5,2,1,0,0,11,15,7,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,2,1.0,home,1.0,5.0,5.726557482337829,4.186737315350032,0.7945568400770714,1.7708734746307,6.0,3.5886319845857417,5.051334984860996,0.6607486925406,0.9667630057803469
EkwCeLLc/,2016-11-20,2017,SP1,spain,Alaves,Espanyol,2.85,3.1,3.1,0-0,0-1,d,0,7,9,2,2,5,7,5,2,0,0,15,12,1,4,16,27,7,0,5,0,1,1,1,3,1,10,10,4,3,6,7,5,2,0,0,18,13,2,5,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,2,,,,5.0,4.663606286186931,5.2523573200992555,0.6384615384615385,0.7766749379652605,5.0,2.585690653432589,7.996939619520265,0.27667493796526055,1.3051282051282052
G48nMXuo/,2016-11-20,2017,I1,italy,Sampdoria,Sassuolo,2.28,3.45,3.6,0-2,3-2,a,-2,16,7,4,3,12,4,4,3,0,0,13,14,8,0,23,27,7,0,8,1,1,2,1,4,1,21,11,8,5,13,6,4,3,0,0,15,15,9,1,10,0,1,0,1,0,0,0,0,0,0,0,2,1,0,4,0,1,0,3,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,2,,,,5.0,5.457851637764932,3.756743737957611,1.1382466281310213,0.4479768786127168,6.0,6.505780346820809,7.39244426094137,1.6696944673823286,0.8327828241123039
G4K8d16i/,2016-11-20,2017,SP1,spain,Athletic Bilbao,Villarreal,2.26,3.4,3.98,1-0,1-0,h,1,8,5,3,1,5,4,0,2,0,0,11,11,6,5,13,22,2,0,11,1,2,2,0,1,0,12,6,5,2,7,4,0,2,0,0,12,15,6,5,11,0,2,0,0,0,2,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,0,0.0,away,0.0,5.0,6.163606286186931,3.419023986765922,0.30512820512820515,0.6100082712985939,5.0,4.0856906534325885,7.496939619520265,0.6100082712985939,0.9717948717948719
GdENpHIo/,2016-11-20,2017,I1,italy,Bologna,Palermo,1.98,3.55,4.9,3-1,3-1,h,2,8,5,4,2,4,3,1,1,0,0,13,13,4,4,13,26,2,0,8,0,1,2,1,0,0,8,8,4,4,4,4,1,1,0,0,15,15,4,6,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,2,,,,6.0,5.39244426094137,4.934351775392238,1.2613542526837325,1.383980181668043,6.0,4.077208918249381,5.249587118084228,0.6696944673823287,0.6899256812551611
GnBWIbNI/,2016-11-20,2017,E0,england,Middlesbrough,Chelsea,7.8,4.72,1.53,0-1,0-1,a,-1,11,12,1,3,10,9,2,3,0,0,9,7,2,3,23,16,5,0,5,0,1,1,1,2,1,12,13,1,3,11,10,2,3,0,0,12,9,2,3,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10.576597382602001,5.8745188606620475,4.702078521939954,1.5858352578906851,0.8652809853733642,0.7205542725173211,0,1.0,home,0.0,5.0,5.145753143443675,6.783679753656659,0.47754683089556066,0.6200923787528868,5.0,5.283679753656659,4.645753143443675,0.4534257120862202,0.31088016422889403
GtQaVyJb/,2016-11-20,2017,I1,italy,AC Milan,Internazionale,3.0,3.25,2.9,2-1,2-2,h,1,9,18,4,5,5,13,2,3,0,0,13,14,1,7,27,27,5,0,8,0,2,1,0,1,2,10,22,4,7,6,15,2,4,0,0,14,14,1,8,9,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,1,0.0,away,1.0,6.0,5.963872832369942,6.7914946325350956,0.11849710982658959,0.9554087530966144,6.0,6.362923203963667,4.1067299752270845,1.0982658959537572,0.8327828241123039
KYMGRgIN/,2016-11-20,2017,I1,italy,Empoli,Fiorentina,4.2,3.56,2.1,0-4,0-4,a,-4,11,19,4,12,7,7,1,3,0,0,5,10,4,4,30,15,4,0,8,0,1,0,0,1,1,13,24,6,13,7,11,1,3,0,0,6,12,5,4,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,1,,,,6.0,4.678158546655657,4.505780346820809,1.1184971098265897,1.0982658959537572,5.0,4.756743737957611,4.124518304431599,0.6146435452793835,0.8049132947976879
bsuiWlXl/,2016-11-20,2017,D1,germany,Werder Bremen,Eintracht Frankfurt,2.72,3.54,2.9,1-1,1-2,d,0,14,13,4,8,10,5,1,2,0,0,19,15,3,1,27,34,3,0,4,0,2,1,2,1,2,14,19,4,9,10,10,1,2,0,0,22,17,3,6,9,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,5,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,5,,,,5.0,3.051305970149254,4.865671641791045,0.6196102819237147,0.59742951907131,5.0,3.8656716417910446,4.0513059701492535,0.59742951907131,0.7862769485903814
jJhxG4Gm/,2016-11-20,2017,F1,france,St Etienne,Nice,2.32,3.34,3.8,0-1,0-1,a,-1,7,13,1,3,6,10,2,0,0,0,9,6,0,2,20,15,2,0,2,0,0,0,0,0,0,8,15,1,5,7,10,2,1,0,0,11,8,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,3,1.0,home,1.0,6.0,5.479906413432425,5.01720341315717,1.1096201486374897,0.2321772639691715,5.0,3.186737315350032,5.893224149004496,0.7708734746307,0.7945568400770714
lUd0ZU4e/,2016-11-20,2017,SP1,spain,Valencia,Granada,1.44,5.3,9.3,1-1,1-1,d,0,12,9,5,5,7,4,1,4,0,0,6,15,9,2,21,21,5,0,11,1,1,3,1,1,0,14,9,7,5,7,4,1,5,0,0,7,18,11,2,13,1,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,2,,,,5.0,6.496939619520265,3.419023986765922,0.8051282051282053,0.27667493796526055,5.0,3.585690653432589,6.996939619520265,0.6100082712985939,0.47179487179487184
pGU3UeY4/,2016-11-20,2017,I1,italy,Atalanta,AS Roma,3.92,3.75,2.08,1-1,2-1,d,0,17,9,5,5,12,4,1,1,0,0,11,11,6,5,26,22,2,0,11,1,0,1,1,1,1,21,9,6,5,15,4,1,2,0,0,12,13,10,6,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,5,,,,6.0,4.963872832369942,4.362923203963667,0.4042113955408753,1.0982658959537572,6.0,6.505780346820809,5.678158546655657,1.6696944673823286,0.8327828241123039
xjReWH3h/,2016-11-20,2017,I1,italy,Crotone,Torino,5.3,3.88,1.83,0-1,0-2,a,-1,10,16,3,3,7,13,1,1,0,0,9,4,3,5,26,13,2,0,8,0,2,1,0,1,1,15,17,5,4,10,13,1,1,0,0,9,5,6,5,11,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,3,1.0,home,3.0,5.0,4.457851637764932,5.256743737957611,0.9715799614643545,0.4479768786127168,6.0,6.077208918249381,6.39244426094137,0.5268373245251858,1.1184971098265897
xzelD206/,2016-11-20,2017,F1,france,Marseille,Caen,1.85,3.9,5.2,0-0,1-0,d,0,13,1,0,0,13,1,2,1,0,0,16,12,7,0,14,28,3,0,7,0,0,0,0,1,1,14,3,1,0,13,3,2,1,0,0,18,15,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,3,,,,6.0,4.7656206991467105,3.7314891274428845,0.823905862923204,0.5178915496834572,6.0,4.160060556014313,4.7656206991467105,0.8036058353977429,0.25247729149463255
8CxGfuy4/,2016-11-21,2017,SP1,spain,Leganes,Osasuna,2.06,3.5,5.1,2-0,2-0,h,2,15,5,5,2,10,3,2,2,0,0,11,12,3,0,20,23,4,0,3,0,0,0,0,0,1,15,5,5,2,10,3,2,3,0,0,13,15,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,2,,,,5.0,2.663606286186931,4.7523573200992555,0.30512820512820515,0.44334160463192723,5.0,3.585690653432589,5.996939619520265,0.44334160463192723,1.1384615384615386
YNscZJ7a/,2016-11-21,2017,E0,england,West Brom,Burnley,1.95,3.45,5.0,4-0,4-0,h,4,12,5,6,2,6,3,0,0,0,0,9,11,1,3,17,20,0,0,4,0,1,1,1,2,1,16,5,6,2,10,3,0,0,0,0,11,12,4,3,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,10.576597382602001,5.8745188606620475,4.702078521939954,1.5858352578906851,0.8652809853733642,0.7205542725173211,3,,,,5.0,4.312419810110341,5.617013086989992,0.810880164228894,0.2867590454195535,4.0,3.1404157043879906,9.37490377213241,0.5441108545034642,0.9730561970746727
Whn5YlK1/,2016-11-25,2017,SP1,spain,Eibar,Real Betis,2.17,3.42,4.5,2-0,3-1,h,2,13,6,6,1,7,5,0,1,0,1,6,6,5,1,19,12,1,1,6,0,1,0,0,3,0,16,7,9,2,7,5,0,1,0,1,8,6,5,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,0,,,,6.0,5.140233959588798,3.787734845799362,1.2615384615384617,0.6657213753987948,6.0,2.930591988656505,6.711662531017369,0.23714994682736618,0.832967032967033
nZ3zPaaI/,2016-11-25,2017,F1,france,Stade Rennes,Toulouse,2.52,3.3,3.38,1-0,1-0,h,1,11,11,3,2,8,9,1,2,0,0,10,13,4,4,22,23,3,0,8,0,0,0,0,0,0,11,12,3,3,8,9,2,2,0,1,13,17,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,0,0.0,away,0.0,7.0,4.669918111753372,4.265052986512524,0.5959176300578035,0.953155105973025,7.0,3.015052986512524,5.669918111753372,0.32815510597302505,1.0959176300578035
pCMyrnW0/,2016-11-25,2017,D1,germany,SC Freiburg,RB Leipzig,4.15,3.7,2.03,1-4,1-4,a,-3,9,15,3,6,6,9,2,3,0,0,10,12,4,5,24,22,5,0,9,0,0,2,0,1,0,9,16,3,7,6,9,2,3,0,0,10,12,4,5,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,0,,,,5.0,4.7179726368159205,3.5323383084577116,0.952943615257048,0.59742951907131,6.0,5.884861407249467,4.472547974413646,0.3692253020611229,0.8168088130774697
0p6V9OiE/,2016-11-26,2017,I1,italy,Empoli,AC Milan,3.7,3.35,2.33,1-4,1-4,a,-3,13,16,4,6,9,10,1,3,0,0,9,15,1,5,29,24,4,0,6,0,0,0,0,2,0,15,17,4,7,11,10,2,3,0,0,11,17,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10.28757225433526,5.747109826589595,4.540462427745664,1.5173410404624277,0.8294797687861272,0.6878612716763006,2,,,,7.0,4.718388728323699,4.442557803468208,1.103684971098266,0.9609826589595376,6.0,3.934351775392238,6.678158546655657,0.383980181668043,0.9756399669694468
23ZDVy7O/,2016-11-26,2017,E0,england,Hull,West Brom,2.96,3.15,2.87,1-1,1-1,d,0,9,7,4,1,5,6,3,2,0,0,6,7,2,5,16,13,5,0,7,0,2,1,0,0,1,10,11,4,2,6,9,3,2,0,0,7,10,2,6,8,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10.576597382602001,5.8745188606620475,4.702078521939954,1.5858352578906851,0.8652809853733642,0.7205542725173211,1,,,,6.0,3.5535026943802923,6.100296931705707,0.5521829979104805,1.3886506103596172,6.0,4.957439788848565,5.553502694380293,0.9600791817881886,0.6950401407676233
6LNXrSGf/,2016-11-26,2017,D1,germany,Eintracht Frankfurt,Borussia Dortmund,5.4,4.3,1.73,2-1,2-1,h,1,10,10,4,5,6,5,2,2,0,0,15,10,3,4,20,25,4,0,7,0,0,3,0,3,1,12,12,4,5,8,7,4,3,0,0,17,11,4,5,9,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,2,0.0,away,1.0,5.0,3.884639303482587,4.032338308457711,0.45294361525704807,0.59742951907131,5.0,5.699004975124378,3.384639303482587,1.5974295190713101,0.45294361525704807
8tzAWHiI/,2016-11-26,2017,E0,england,Chelsea,Tottenham,1.76,4.0,5.8,2-1,2-1,h,1,8,11,5,5,3,6,1,1,0,0,11,16,3,7,19,27,2,0,10,0,0,1,1,0,1,9,12,5,6,4,6,2,1,0,0,13,16,3,8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,10.576597382602001,5.8745188606620475,4.702078521939954,1.5858352578906851,0.8652809853733642,0.7205542725173211,1,0.0,away,1.0,6.0,6.41064555152315,4.100296931705707,0.5521829979104805,0.9600791817881886,6.0,6.100296931705707,5.982074122951722,0.8172220389310458,0.9807544264819091
8vDZmUJl/,2016-11-26,2017,SP1,spain,Malaga,Deportivo La Coruna,1.97,3.79,4.75,3-2,4-3,h,1,9,21,3,7,6,14,2,1,0,0,12,9,1,5,30,21,3,0,6,0,2,0,0,2,2,10,24,4,8,6,16,3,1,0,0,14,10,2,5,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,1,0.0,away,0.0,6.0,6.854519673874512,4.359163417227934,1.1186813186813187,0.6657213753987948,6.0,3.359163417227933,7.425948245303084,0.9514356611130805,1.1186813186813187
C8R3gjdR/,2016-11-26,2017,SP1,spain,Real Madrid,Sporting Gijon,1.11,13.75,29.2,2-1,2-1,h,1,16,8,6,2,10,6,1,3,0,0,8,17,4,5,24,25,4,0,9,0,1,1,0,1,0,19,9,7,3,12,6,1,3,0,0,8,17,5,6,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,2,0.0,away,1.0,6.0,7.283091102445941,3.930591988656505,1.2615384615384617,0.5228642325416519,6.0,3.359163417227933,5.997376816731655,0.3800070896845091,1.1186813186813187
GtYfeCRE/,2016-11-26,2017,SP1,spain,Espanyol,Leganes,2.04,3.3,4.9,2-0,3-0,h,2,7,7,3,3,4,4,1,2,0,0,17,13,3,3,14,30,3,0,6,0,1,3,0,0,2,8,8,4,3,4,5,1,2,0,0,19,14,3,4,7,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,1,,,,6.0,4.568805388160227,4.359163417227934,0.26153846153846155,0.5228642325416519,6.0,4.073449131513647,5.283091102445941,0.8085785182559376,0.6901098901098902
I7ihssFn/,2016-11-26,2017,F1,france,Metz,Lorient,2.64,3.38,3.1,3-3,3-3,d,0,11,7,6,5,5,2,1,2,0,0,6,14,5,2,18,20,3,0,7,2,3,1,1,2,1,11,10,6,6,5,4,2,2,0,0,8,18,6,3,9,0,3,0,1,0,2,0,0,0,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,2,,,,6.0,4.051334984860996,4.588631984585741,0.25247729149463255,0.5178915496834572,6.0,4.874346270300028,4.7656206991467105,1.2321772639691715,0.823905862923204
IgCJSs0g/,2016-11-26,2017,F1,france,Montpellier,AS Nancy Lorraine,1.91,3.7,4.84,0-0,0-0,d,0,8,3,4,2,4,1,1,1,0,0,5,13,5,0,11,18,2,0,5,0,0,1,1,2,0,12,5,4,2,8,3,2,3,1,0,5,16,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,0,,,,6.0,4.908477842003854,3.5886319845857417,0.3953344343517754,0.37503440682631434,6.0,4.445774841728599,5.479906413432425,0.8036058353977429,0.3953344343517754
MFQohWg8/,2016-11-26,2017,D1,germany,Borussia Monchengladbach,TSG Hoffenheim,1.94,4.1,4.3,1-1,1-1,d,0,14,14,7,2,7,12,0,2,0,0,6,15,2,5,28,21,2,0,7,0,1,0,0,2,2,16,15,8,3,8,12,0,2,0,0,6,17,2,6,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,1,,,,6.0,6.043976545842217,3.742004264392324,1.2453802416488984,0.3692253020611229,5.0,4.032338308457711,6.0513059701492535,0.4307628524046434,1.452943615257048
OWCFTNpm/,2016-11-26,2017,F1,france,Bordeaux,Dijon FCO,1.66,4.07,6.5,1-2,3-2,a,-1,10,7,4,5,6,2,0,2,0,0,12,11,5,3,17,23,2,0,8,0,0,1,1,0,1,14,9,6,6,8,3,0,2,0,0,14,14,6,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,9.479768786127167,5.359344894026975,4.1204238921001926,1.392581888246628,0.7673410404624278,0.6252408477842004,2,1.0,home,1.0,6.0,4.051334984860996,5.588631984585741,0.25247729149463255,1.2321772639691715,6.0,4.445774841728599,7.3370492705752826,0.6607486925406,0.823905862923204
QF7vmlZf/,2016-11-26,2017,SP1,spain,Sevilla,Valencia,1.8,4.1,5.2,2-1,2-1,h,1,5,8,2,2,3,6,0,1,0,0,14,13,3,6,13,27,1,0,9,2,1,2,0,0,2,7,10,2,4,5,6,0,1,0,0,19,14,3,6,9,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,10.495781637717121,5.981637717121588,4.514143920595534,1.490818858560794,0.8307692307692308,0.6600496277915633,0,0.0,away,0.0,6.0,6.568805388160227,3.0734491315136476,0.832967032967033,0.3800070896845091,6.0,4.787734845799362,4.711662531017369,0.3800070896845091,0.832967032967033
beKPplnr/,2016-11-26,2017,D1,germany,Hamburg SV,Werder Bremen,2.48,3.63,3.24,2-2,2-2,d,0,15,11,6,3,9,8,1,3,0,0,14,8,4,3,26,22,4,0,7,0,3,3,1,1,0,17,12,7,4,10,8,2,3,0,0,17,9,5,3,8,3,0,1,0,2,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,1,,,,5.0,4.2179726368159205,3.699004975124378,1.1196102819237146,0.2640961857379768,5.0,5.199004975124378,6.384639303482587,0.9307628524046434,0.952943615257048
fwW5XcxC/,2016-11-26,2017,E0,england,Burnley,Manchester City,15.0,7.8,1.28,1-2,1-2,a,-1,6,21,4,5,2,16,2,3,0,0,6,11,5,8,27,17,5,0,13,0,2,3,0,0,1,10,21,5,5,5,16,2,3,0,0,7,14,5,8,13,2,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.576597382602001,5.8745188606620475,4.702078521939954,1.5858352578906851,0.8652809853733642,0.7205542725173211,0,1.0,home,0.0,7.0,4.234314857582756,7.087759815242494,0.4831601231716705,0.9650692840646651,6.0,5.671725503134279,3.696359837237435,0.24579346750247444,0.2664687121961949
hEsckUwR/,2016-11-26,2017,D1,germany,FC Cologne,FC Augsburg,1.91,3.55,5.2,0-0,0-0,d,0,16,10,4,2,12,8,2,3,0,0,11,15,2,3,26,26,5,0,5,1,1,1,0,1,1,18,13,5,2,13,11,2,3,0,0,13,15,3,5,8,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,9.501865671641792,5.307835820895522,4.1940298507462686,1.3022388059701493,0.7176616915422885,0.5845771144278606,3,,,,5.0,4.7179726368159205,4.699004975124378,0.45294361525704807,0.7640961857379768,5.0,3.5323383084577116,3.384639303482587,0.7640961857379768,0.45294361525704807
