id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_shots_on_target_pre80,away_shots_on_target_pre80,home_shots_off_target_pre80,away_shots_off_target_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,home_shots_ft,away_shots_ft,home_shots_on_target_ft,away_shots_on_target_ft,home_shots_off_target_ft,away_shots_off_target_ft,home_yellow_cards_ft,away_yellow_cards_ft,home_sending_off_ft,away_sending_off_ft,home_fouls_ft,away_fouls_ft,home_corners_ft,away_corners_ft,total_corners_ft,home_shots_70_75,away_shots_70_75,home_shots_on_target_70_75,away_shots_on_target_70_75,home_shots_off_target_70_75,away_shots_off_target_70_75,home_yellow_cards_70_75,away_yellow_cards_70_75,home_sending_off_70_75,away_sending_off_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_70_75,away_corners_70_75,home_shots_75_80,away_shots_75_80,home_shots_on_target_75_80,away_shots_on_target_75_80,home_shots_off_target_75_80,away_shots_off_target_75_80,home_yellow_cards_75_80,away_yellow_cards_75_80,home_sending_off_75_80,away_sending_off_75_80,home_fouls_75_80,away_fouls_75_80,home_corners_75_80,away_corners_75_80,home_corner_diff,away_corner_diff,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,home_games,home_corners_for_avg,home_corners_against_avg,home_post80_corners_for_avg,home_post80_corners_against_avg,away_games,away_corners_for_avg,away_corners_against_avg,away_post80_corners_for_avg,away_post80_corners_against_avg,game_state_80_h,game_state_80_a,game_state_80_d,abs_goal_diff_80,close_game_80,goal_diff_squared_80,odds_ratio,shot_to_corner_ratio_pre_80,team_aggression_score_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,trailing_team_probability,target
p4nFlGjE/,2013-04-21,2013,I1,italy,Fiorentina,Torino,1.54,4.45,8.19,3-3,4-3,d,0,11,8,5,4,6,4,1,1,0,0,8,9,3,6,19,17,2,0,9,0,1,0,1,2,1,14,9,6,4,8,5,1,4,0,1,10,13,3,7,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,,,,16.0,6.044,2.855,0.872,0.335,16.0,4.444,6.338,0.452,0.637,0,0,1,0,1,0,0.188,2.111,1.0,0.842,0.158,1.684,0.0,0,1,12.21,1
tA4mzHyL/,2013-04-21,2013,I1,italy,Napoli,Cagliari,1.44,4.87,9.4,2-2,3-2,d,0,19,9,6,3,12,6,2,4,0,0,10,16,9,2,28,26,6,0,11,0,2,1,1,1,0,22,12,7,3,14,9,3,5,0,0,13,20,10,2,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,,,,16.0,6.044,5.738,0.696,0.511,16.0,3.738,5.456,0.57,0.931,0,0,1,0,1,0,0.153,2.545,1.143,0.867,0.133,0.867,-0.133,0,-1,10.638,1
vkdNtNYJ/,2013-04-21,2013,SP1,spain,Deportivo La Coruna,Athletic Bilbao,2.4,3.55,3.3,1-1,1-1,d,0,8,17,3,3,5,14,1,3,0,0,7,15,2,5,25,22,4,0,7,0,0,1,0,2,2,10,17,4,3,6,14,1,5,0,1,8,16,3,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,,,,15.0,6.311,5.345,0.927,0.854,15.0,4.657,7.561,0.416,0.927,0,0,1,0,1,0,0.727,3.571,1.04,0.579,0.421,0.579,0.421,0,1,30.303,1
vopOTEEl/,2013-04-21,2013,I1,italy,Juventus,AC Milan,1.77,3.85,5.7,1-0,1-0,h,1,13,9,5,4,8,5,0,3,0,0,7,14,7,1,22,21,3,0,8,0,0,4,0,0,2,13,11,5,6,8,5,0,3,0,0,10,16,7,1,8,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,0.0,away,0.0,16.0,7.456,3.502,0.755,0.393,16.0,5.149,4.279,0.746,0.755,1,0,0,1,1,1,0.311,2.75,1.091,0.0,0.175,0.0,0.0,0,-2,17.544,0
bZxfy1ds/,2013-04-22,2013,SP1,spain,Celta Vigo,Real Zaragoza,2.25,3.5,3.75,1-1,2-1,d,0,13,9,2,3,11,6,3,2,0,0,13,9,3,5,22,22,5,0,8,0,2,1,1,0,0,16,10,3,3,13,7,7,4,0,0,17,12,4,5,9,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,,,,15.0,5.561,6.032,0.739,0.791,16.0,4.148,5.764,0.568,1.049,0,0,1,0,1,0,0.6,2.75,1.227,0.625,0.375,0.0,-0.375,0,-1,26.667,1
tK9OBDJa/,2013-04-24,2013,F1,france,St Etienne,AC Ajaccio,1.52,4.49,9.36,3-2,4-2,h,1,15,11,7,4,8,7,1,2,0,0,9,9,6,4,26,18,3,0,10,0,1,0,1,1,1,19,11,9,4,10,7,2,2,0,0,11,10,10,6,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,4,2,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,6,0.0,away,2.0,16.0,6.433,3.948,1.104,0.566,15.0,3.883,5.085,0.352,1.173,1,0,0,1,1,1,0.162,2.6,0.808,0.0,0.107,0.0,0.107,2,1,10.684,1
tvUmE6ub/,2013-04-24,2013,F1,france,Stade Rennes,Troyes,1.97,3.6,4.59,1-2,1-2,a,-1,9,8,2,5,7,3,1,0,0,0,8,9,4,2,17,17,1,0,6,0,2,1,1,0,0,10,10,2,6,8,4,1,0,0,0,11,9,4,3,7,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,0.0,15.0,5.272,4.133,0.86,0.664,15.0,3.633,6.835,0.789,0.86,0,1,0,1,1,1,0.429,2.833,1.059,0.508,0.0,-0.508,0.0,1,-1,50.761,1
6at2ZvRg/,2013-04-26,2013,SP1,spain,Rayo Vallecano,Osasuna,1.9,3.7,4.9,2-2,2-2,d,0,10,6,5,5,5,1,0,2,0,0,6,14,9,4,16,20,2,0,13,2,2,1,0,1,3,11,6,5,5,6,1,1,3,0,0,8,16,9,4,13,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,,,,16.0,6.234,4.207,0.99,0.333,15.0,4.47,6.936,0.604,1.114,0,0,1,0,1,0,0.388,1.231,1.375,0.721,0.279,-2.884,0.279,0,2,20.408,0
Mu6PlEe1/,2013-04-26,2013,D1,germany,SpVgg Greuther Furth,Hannover 96,2.46,3.63,3.35,1-2,2-3,a,-1,18,7,5,3,13,4,1,4,0,0,11,10,6,5,25,21,5,0,11,1,2,1,2,2,1,20,8,7,4,13,4,1,5,0,0,12,11,6,5,11,1,1,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,1.0,home,0.0,15.0,5.144,3.637,0.67,0.287,15.0,3.512,5.644,0.912,0.732,0,1,0,1,1,1,0.734,2.273,1.04,0.407,0.0,1.221,-0.0,4,0,40.65,0
U32y522p/,2013-04-26,2013,F1,france,Lille,Sochaux,1.4,5.09,11.0,3-1,3-3,h,2,19,4,8,2,11,2,0,2,0,0,5,24,6,0,23,29,2,0,6,0,1,1,0,1,3,23,6,9,4,14,2,0,2,0,0,9,25,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,,,,16.0,5.021,2.831,0.633,0.39,16.0,3.831,5.198,0.449,0.516,1,0,0,2,0,4,0.127,3.833,1.348,0.0,0.045,-0.0,0.045,0,2,9.091,1
0W4TmYA7/,2013-04-27,2013,D1,germany,Fortuna Dusseldorf,Borussia Dortmund,4.2,3.7,2.02,0-2,1-2,a,-2,4,7,0,5,4,2,4,1,0,0,10,8,5,2,11,18,5,0,7,0,0,0,0,0,1,8,8,3,6,5,2,5,2,0,0,14,10,6,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,,,,15.0,4.144,4.075,0.482,0.412,15.0,5.137,4.207,0.724,0.545,0,1,0,2,0,4,2.079,1.571,2.091,0.119,0.0,0.0,0.0,0,1,49.505,1
2yNtcxlL/,2013-04-27,2013,D1,germany,Bayer Leverkusen,Werder Bremen,1.44,5.4,8.92,1-0,1-0,h,1,5,6,1,1,4,5,1,2,0,0,19,10,6,4,11,29,3,0,10,0,0,1,0,0,2,8,11,2,4,6,7,1,2,0,0,21,13,7,6,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,2.0,15.0,6.957,3.262,1.045,0.474,15.0,4.95,4.644,0.599,0.795,1,0,0,1,1,1,0.161,1.1,2.909,0.0,0.112,0.0,0.0,0,1,11.211,1
69TXbbJ8/,2013-04-27,2013,D1,germany,Bayern Munich,SC Freiburg,1.3,6.7,15.0,1-0,1-0,h,1,14,5,4,1,10,4,1,1,0,0,9,12,4,1,19,21,2,0,5,0,1,0,1,0,0,16,8,4,2,12,6,1,1,0,0,9,13,5,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,2.0,15.0,8.957,2.762,1.17,0.724,15.0,4.512,5.082,0.599,0.67,1,0,0,1,1,1,0.087,3.8,1.211,0.0,0.067,0.0,0.0,1,0,6.667,1
GA1ZP3vA/,2013-04-27,2013,F1,france,Valenciennes,AS Nancy Lorraine,2.48,3.3,3.5,0-0,0-0,d,0,15,6,4,3,11,3,1,2,0,0,8,9,3,2,21,17,3,0,5,0,0,0,0,1,2,17,9,4,4,13,5,1,2,0,0,10,10,4,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,,,,16.0,5.551,4.066,0.692,0.684,16.0,4.536,6.315,0.684,0.927,0,0,1,0,1,0,0.709,4.2,0.952,0.585,0.415,0.585,0.0,0,2,28.571,1
Kr8QRP9c/,2013-04-27,2013,F1,france,Bastia,Toulouse,2.82,3.3,3.1,0-0,0-0,d,0,15,11,2,2,13,9,0,2,0,0,11,11,5,3,26,22,2,0,8,0,1,1,2,0,1,15,12,2,2,13,10,0,2,0,0,12,14,5,4,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,,,,16.0,5.727,4.595,0.986,0.978,16.0,3.713,5.492,0.507,0.81,0,0,1,0,1,0,0.91,3.25,0.923,0.524,0.476,0.0,0.476,0,0,32.258,1
OMP89rfT/,2013-04-27,2013,F1,france,Bordeaux,Stade de Reims,1.81,3.7,5.6,0-0,0-0,d,0,9,4,2,0,7,4,2,1,0,0,7,10,8,3,13,17,3,0,11,2,1,0,1,2,0,10,5,3,0,7,5,2,2,0,0,10,11,10,4,14,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,,,,16.0,5.256,3.478,0.986,0.625,16.0,4.125,6.845,0.684,1.222,0,0,1,0,1,0,0.323,1.182,1.538,0.756,0.244,1.512,-0.488,0,0,17.857,1
WjDCiGBr/,2013-04-27,2013,D1,germany,TSG Hoffenheim,Nurnberg,1.95,3.8,4.4,2-1,2-1,h,1,20,7,9,2,11,5,2,2,0,0,10,16,3,3,27,26,4,0,6,0,0,2,0,1,3,23,8,11,2,12,6,2,2,0,0,11,18,4,3,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,0.0,15.0,4.019,3.637,0.42,0.662,15.0,4.325,5.832,0.537,1.045,1,0,0,1,1,1,0.443,4.5,1.111,0.0,0.227,0.0,0.0,1,1,22.727,1
YT2YXn7n/,2013-04-27,2013,SP1,spain,Levante,Celta Vigo,2.5,3.45,3.45,0-1,0-1,a,-1,9,7,1,4,8,3,1,2,0,0,12,9,9,3,16,21,3,0,12,1,2,1,0,1,1,11,9,2,4,9,5,2,3,0,0,15,9,10,3,13,2,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,15.0,5.124,4.907,0.427,0.729,16.0,5.089,6.881,0.568,0.814,0,1,0,1,1,1,0.725,1.333,1.5,0.4,0.0,-1.2,0.0,1,0,40.0,1
b7jJmz6K/,2013-04-27,2013,I1,italy,Atalanta,Bologna,2.88,2.5,4.0,1-1,1-1,d,0,11,8,6,2,5,6,1,1,0,0,8,12,6,4,19,20,2,0,10,0,2,0,0,2,1,13,9,6,3,7,6,1,2,0,0,13,17,9,4,13,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,,,,16.0,5.22,4.326,0.813,0.864,16.0,4.444,5.985,0.452,1.166,0,0,1,0,1,0,0.72,1.9,1.158,0.581,0.419,-0.581,0.419,0,1,25.0,1
bDoMUGuP/,2013-04-27,2013,SP1,spain,Atletico Madrid,Real Madrid,2.85,3.71,3.84,1-2,1-2,a,-1,10,6,4,4,6,1,4,4,0,0,15,13,2,2,16,28,8,0,4,0,1,0,2,1,1,11,7,4,4,7,2,4,4,0,0,16,14,2,2,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,16.0,6.822,3.971,0.696,0.568,16.0,5.913,5.175,0.862,0.755,0,1,0,1,1,1,0.742,4.0,2.25,0.351,0.0,0.702,0.0,3,1,35.088,0
dbMpdd3R/,2013-04-27,2013,D1,germany,VfL Wolfsburg,Borussia Monchengladbach,2.11,3.65,3.9,3-1,3-1,h,2,16,6,4,4,12,2,0,0,0,0,5,11,5,3,22,16,0,0,8,1,1,1,0,1,1,17,6,4,4,13,2,0,1,0,0,5,13,5,3,8,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,,,,15.0,5.644,4.012,0.607,0.787,15.0,3.575,6.644,0.474,0.857,1,0,0,2,0,4,0.541,2.75,0.727,0.0,0.128,0.0,-0.128,0,0,25.641,0
fyHKUFGu/,2013-04-27,2013,I1,italy,Cagliari,Udinese,3.7,3.45,2.25,0-1,0-1,a,-1,10,7,0,2,10,5,4,2,0,0,14,9,4,2,17,23,6,0,6,1,0,1,0,0,0,10,8,0,2,10,6,5,3,1,0,20,12,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,1.0,home,0.0,15.0,6.297,4.596,0.864,0.418,16.0,2.973,5.103,0.452,0.637,0,1,0,1,1,1,1.644,2.833,1.706,0.27,0.0,-0.27,0.0,0,-1,27.027,0
h61Lkfte/,2013-04-27,2013,D1,germany,FC Augsburg,VfB Stuttgart,2.29,3.66,3.65,1-0,3-0,h,1,16,7,4,2,12,5,3,4,0,0,12,10,7,4,23,22,7,0,11,0,1,1,1,1,1,22,7,7,2,15,5,4,4,0,0,13,12,7,4,11,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,15.0,5.019,2.45,1.232,0.349,15.0,3.637,5.957,0.474,0.982,1,0,0,1,1,1,0.627,2.091,1.261,0.0,0.274,-0.0,0.548,2,0,27.397,0
nX6xX6Mh/,2013-04-27,2013,SP1,spain,Real Zaragoza,Mallorca,2.34,3.5,3.5,2-1,3-2,h,1,10,9,5,2,5,7,2,1,0,0,14,23,7,3,19,37,3,0,10,0,0,2,2,0,1,13,11,6,4,7,7,3,2,0,0,15,26,7,4,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,1.0,15.0,4.936,4.782,0.489,0.416,16.0,4.03,8.293,0.568,0.931,1,0,0,1,1,1,0.669,1.9,2.105,0.0,0.286,0.0,0.0,2,-1,28.571,1
pWQ4AOvN/,2013-04-27,2013,F1,france,Lorient,Marseille,2.92,3.25,2.88,0-1,0-1,a,-1,10,6,2,4,8,2,1,1,0,0,7,10,4,7,16,17,2,0,11,1,4,0,0,1,1,12,6,3,4,9,2,3,4,0,0,10,11,4,7,11,3,1,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,16.0,6.845,5.419,0.927,0.684,17.0,5.618,4.631,0.646,0.709,0,1,0,1,1,1,1.014,1.455,1.188,0.342,0.0,-1.026,-0.0,1,1,34.247,0
v73UYSit/,2013-04-27,2013,SP1,spain,Athletic Bilbao,Barcelona,4.8,3.95,1.85,1-2,2-2,a,-1,5,13,2,5,3,8,1,2,0,0,14,10,1,1,18,24,3,0,2,0,0,1,0,0,1,6,15,3,6,3,9,3,2,0,0,17,10,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,16.0,7.587,4.736,0.872,0.509,16.0,5.148,3.764,0.509,0.755,0,1,0,1,1,1,2.595,9.0,1.5,0.208,0.0,0.0,0.0,0,0,20.833,1
vRNAwjrD/,2013-04-27,2013,I1,italy,US Pescara,Napoli,10.0,5.6,1.38,0-2,0-3,a,-2,10,18,2,9,8,9,2,1,0,0,10,6,4,5,28,16,3,0,9,0,0,1,1,2,0,11,20,2,10,9,10,3,1,0,0,13,6,4,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,,,,16.0,5.103,4.149,0.931,0.511,16.0,6.326,5.456,1.217,0.637,0,1,0,2,0,4,7.246,3.111,0.679,0.05,0.0,0.0,0.0,0,-1,72.464,1
x6NdCpAA/,2013-04-27,2013,F1,france,AC Ajaccio,Montpellier,3.35,3.27,3.1,0-1,2-1,a,-1,10,7,1,2,9,5,2,1,1,0,11,10,5,4,17,21,3,1,9,1,2,2,2,0,0,14,7,4,2,10,5,2,1,1,1,12,16,5,4,9,2,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,16.0,5.492,4.948,0.692,0.625,15.0,4.82,4.21,0.414,0.36,0,1,0,1,1,1,1.081,1.889,1.412,0.299,0.0,-0.897,0.0,2,-2,29.851,0
xK2VQqP3/,2013-04-27,2013,F1,france,Brest,Stade Rennes,3.0,3.25,2.9,0-2,0-2,a,-2,14,7,3,4,11,3,0,1,0,0,13,12,8,3,21,25,1,0,11,0,0,1,2,2,1,18,7,4,4,14,3,0,1,0,0,19,13,9,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,,,,16.0,3.668,5.713,0.986,0.978,16.0,3.889,6.727,0.566,0.751,0,1,0,2,0,4,1.034,1.909,1.238,0.167,0.0,0.334,0.0,0,0,34.483,1
CEWgsYrl/,2013-04-28,2013,I1,italy,Chievo Verona,Genoa,3.05,3.15,2.83,0-1,0-1,a,-1,7,8,1,3,6,5,3,1,0,0,13,11,5,7,15,24,4,0,12,1,2,1,1,1,1,9,10,1,3,8,7,4,1,0,0,15,14,6,8,14,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,1.0,16.0,4.573,4.267,0.519,0.57,16.0,3.914,6.867,0.217,0.931,0,1,0,1,1,1,1.078,1.25,1.867,0.328,0.0,0.328,-0.0,2,0,32.787,1
EF2HjzRl/,2013-04-28,2013,D1,germany,Mainz,Eintracht Frankfurt,2.25,3.6,3.6,0-0,0-0,d,0,11,6,2,2,9,4,0,1,0,0,10,11,6,7,17,21,1,0,13,2,1,2,1,2,3,14,8,2,3,12,5,0,2,0,0,11,12,7,7,14,1,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,,,,15.0,3.957,4.012,0.545,0.599,15.0,4.075,5.519,0.787,0.545,0,0,1,0,1,0,0.625,1.308,1.294,0.615,0.385,0.0,0.0,0,1,27.778,1
GdM0B4PG/,2013-04-28,2013,F1,france,Evian Thonon Gaillard,Paris Saint-Germain,7.1,4.3,1.6,0-1,0-1,a,-1,10,10,2,4,8,6,2,2,0,0,16,15,3,4,20,31,4,0,7,1,0,0,0,3,2,14,10,3,4,11,6,2,3,0,2,16,20,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,1.0,home,3.0,16.0,5.727,4.654,0.869,0.743,16.0,4.595,4.609,1.096,0.81,0,1,0,1,1,1,4.437,2.857,1.75,0.141,0.0,0.282,0.0,3,2,14.085,1
IHMExAcJ/,2013-04-28,2013,I1,italy,AS Roma,Siena,1.56,4.59,7.4,4-0,4-0,h,4,14,15,6,3,8,12,1,1,0,0,6,7,1,5,29,13,2,0,6,0,0,0,0,2,1,15,17,6,3,9,14,1,1,0,0,7,9,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,,,,16.0,7.162,5.679,0.931,0.746,16.0,4.502,5.985,0.276,0.755,1,0,0,4,0,16,0.211,4.833,0.517,0.0,0.0,0.0,0.0,0,1,13.514,1
KMnIVdQI/,2013-04-28,2013,SP1,spain,Real Valladolid,Sevilla,3.15,3.57,2.48,1-1,1-1,d,0,11,14,4,6,7,8,2,2,0,0,7,7,2,7,25,14,4,0,9,1,1,1,1,3,0,12,15,4,7,8,8,2,2,0,0,11,8,2,8,10,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,,,,16.0,5.705,5.03,0.99,0.804,16.0,4.795,5.352,0.862,0.696,0,0,1,0,1,0,1.27,2.778,0.72,0.44,0.56,0.0,1.12,0,-1,40.323,1
OpOxbIYE/,2013-04-28,2013,D1,germany,Schalke 04,Hamburg SV,1.55,4.84,6.7,4-1,4-1,h,3,18,7,8,1,10,6,1,3,0,0,10,9,5,3,25,19,4,0,8,0,0,1,0,0,1,20,8,9,1,11,7,1,3,0,0,11,9,6,3,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,,,,15.0,6.019,3.325,0.67,0.349,15.0,4.45,6.207,0.599,1.107,1,0,0,3,0,9,0.231,3.125,0.92,0.0,0.0,0.0,0.0,0,0,14.925,1
QamEWxBC/,2013-04-28,2013,SP1,spain,Espanyol,Granada,1.95,3.7,4.5,0-1,0-1,a,-1,7,7,1,3,6,4,0,1,0,0,13,12,5,1,14,25,1,0,6,0,1,0,0,0,2,9,11,2,4,7,7,1,1,0,0,18,16,5,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,0.0,16.0,5.764,5.03,0.637,0.451,16.0,4.854,5.058,0.333,0.696,0,1,0,1,1,1,0.433,2.333,1.857,0.513,0.0,0.0,-0.0,0,2,51.282,1
SEUAXIe6/,2013-04-28,2013,SP1,spain,Malaga,Getafe,1.67,4.2,6.4,2-1,2-1,h,1,11,9,7,4,4,5,2,2,0,0,11,7,3,6,20,18,4,0,9,0,1,1,1,3,0,12,14,7,4,5,10,3,3,0,0,13,8,3,8,11,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,16.0,5.822,4.736,0.872,0.745,16.0,4.383,6.999,0.627,0.696,1,0,0,1,1,1,0.261,2.222,1.1,0.0,0.156,0.0,0.468,4,-1,15.625,1
