id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
h6NilGST/,2016-12-04,2017,F1,france,Stade Rennes,St Etienne,2.64,3.12,3.3,1-0,2-0,h,1,15,21,4,0,9,2,0,1,1,1,1,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,2,0,1,4.236,3.89,4,6,3,6,0,1,0,1,6,17,6,15,0.847,0.453,0,0,0,0,0,0,0,0,0,0,0,1,4,14,0,0,0,0,4,9,4,8,0,0,0,1,0,5,0,3,4,11,0,1,0,0,2,3,1,3,1.25,0.303,0.379,0.0,0.0,0,2,0,0,1.333,1.833,1.75,1.636,30.303,1
lpq36A2J/,2016-12-04,2017,I1,italy,Sampdoria,Torino,3.0,3.54,2.58,1-0,2-0,h,1,24,24,5,0,7,0,0,2,0,0,1,7,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,0.0,away,0.0,0,0,0,0,0,0,3.363,5.943,2,5,2,5,1,1,1,0,18,9,16,8,0.527,0.461,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,11,11,10,10,0,0,0,0,3,2,3,1,13,11,1,0,0,0,4,1,4,1,0.86,0.388,0.333,0.0,0.0,0,0,0,-1,6.5,2.2,1.538,0.818,38.76,0
pCIMcIbJ/,2016-12-04,2017,I1,italy,US Pescara,Cagliari,2.34,3.6,3.5,0-1,1-1,a,-1,21,31,5,1,9,0,0,1,1,3,1,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,1.0,1,0,0,0,1,0,6.718,6.218,8,2,7,2,1,0,0,1,19,18,15,16,1.354,1.479,0,0,0,0,0,1,0,1,0,0,3,0,19,6,0,0,3,0,17,4,15,4,0,0,0,0,2,2,0,2,15,6,0,1,0,0,2,3,2,3,0.669,0.427,0.286,1.708,0.0,4,0,-1,1,2.143,3.0,1.133,3.167,42.735,1
j3CoSNHT/,2016-12-05,2017,E0,england,Middlesbrough,Hull,1.96,3.45,5.1,1-0,1-0,h,1,19,10,2,0,17,0,0,1,2,1,1,20,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,2.0,2,1,0,0,1,1,6.243,4.672,7,13,5,12,1,0,1,0,8,6,6,4,0.532,0.674,0,0,0,0,0,0,0,0,0,0,1,0,6,16,0,0,1,0,4,12,3,12,0,0,0,0,2,4,0,4,3,16,0,0,0,0,1,1,1,1,2.602,0.196,0.51,0.392,0.51,2,1,0,0,0.6,1.333,2.333,0.312,19.608,1
0W8gdDT5/,2016-12-09,2017,SP1,spain,Malaga,Granada,1.69,4.15,6.0,1-0,1-1,h,1,17,25,6,0,6,0,0,2,0,0,1,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,0.0,0,2,0,0,0,0,4.439,2.939,2,6,2,4,2,0,1,0,14,15,11,14,0.583,0.458,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,6,9,6,7,0,0,0,0,2,7,0,4,6,11,0,0,0,0,5,3,4,2,3.55,0.167,0.592,0.0,0.0,0,0,-1,0,3.0,2.75,2.5,1.455,16.667,0
29UxBp0m/,2016-12-10,2017,D1,germany,FC Ingolstadt 04,RB Leipzig,4.85,3.85,1.9,1-0,1-0,h,1,11,28,2,0,4,0,0,1,2,2,0,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,3.0,3,0,0,0,1,1,4.742,5.774,4,3,1,3,1,0,0,0,15,17,13,15,0.941,0.323,0,0,0,0,0,1,0,0,0,0,1,1,13,4,0,0,1,1,10,3,5,3,0,0,0,0,3,1,2,1,7,4,0,0,0,0,4,2,2,0,0.392,0.526,0.206,1.052,0.412,2,2,-1,0,7.0,1.333,2.143,3.75,52.632,1
46xLtNWM/,2016-12-10,2017,E0,england,Hull,Crystal Palace,3.5,3.34,2.47,3-2,3-3,h,1,24,23,6,0,8,1,2,0,0,1,2,11,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,3.0,3,0,0,1,0,0,6.088,6.088,7,4,4,4,0,0,1,1,13,14,10,13,1.34,0.715,0,0,0,0,0,0,0,0,0,2,0,1,14,15,0,1,0,0,8,9,5,8,0,1,0,1,6,6,5,6,10,14,0,0,1,0,4,2,4,2,0.706,0.405,0.286,0.0,-0.572,0,1,1,1,2.5,3.5,1.4,1.071,40.486,1
6wq7G6xQ/,2016-12-10,2017,D1,germany,FC Cologne,Borussia Dortmund,5.6,4.6,1.69,1-0,1-1,h,1,15,37,6,0,6,1,1,1,0,0,1,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,1.0,1,0,1,0,0,0,4.742,5.599,6,1,5,1,0,1,1,0,18,25,15,22,0.941,1.512,0,0,0,0,0,1,0,0,1,0,0,0,11,7,0,0,0,0,7,5,7,4,1,0,0,0,4,2,2,2,9,6,0,1,0,0,3,3,3,3,0.302,0.592,0.179,-1.184,0.0,0,0,1,-1,1.8,6.0,2.0,4.167,59.172,1
I7JlcgEa/,2016-12-10,2017,SP1,spain,Real Sociedad,Valencia,1.96,3.82,4.35,2-1,3-2,h,1,16,29,8,0,11,1,0,2,0,0,1,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,1,0,0,0,4.064,4.939,4,8,4,7,1,1,0,1,18,16,14,15,0.833,0.333,0,0,0,0,1,0,0,0,0,0,0,0,9,14,0,0,0,0,6,9,5,6,0,0,0,0,3,5,2,3,7,9,0,0,1,1,5,4,5,3,2.219,0.23,0.51,-0.23,0.0,0,0,-1,0,1.75,1.286,2.714,2.0,22.989,0
OIVYBQps/,2016-12-10,2017,D1,germany,Hamburg SV,FC Augsburg,2.47,3.3,3.4,1-0,1-0,h,1,18,26,5,2,6,0,0,3,1,0,1,8,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,2.0,2,0,0,0,1,0,3.599,3.742,5,3,3,3,2,1,0,1,16,15,14,12,0.226,0.941,0,0,0,0,1,1,1,1,0,0,0,0,11,11,0,0,0,0,9,6,7,6,0,0,0,0,2,5,1,4,8,10,0,0,0,0,4,1,4,1,1.377,0.294,0.405,0.294,0.0,1,0,-2,0,2.667,3.333,2.25,1.3,29.412,1
OOphFvoi/,2016-12-10,2017,I1,italy,Crotone,US Pescara,3.05,3.3,2.7,1-0,2-1,h,1,12,28,5,2,4,0,0,2,0,1,0,5,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,1.0,1,0,0,0,0,0,5.318,4.318,4,1,3,1,1,1,0,0,17,17,14,14,0.586,1.211,0,0,0,0,1,1,1,1,0,0,0,1,6,8,0,0,0,0,3,4,3,4,0,0,0,1,3,4,2,3,5,7,0,0,0,1,4,2,3,2,0.885,0.37,0.328,0.0,0.328,0,1,-1,-1,1.667,7.0,3.4,2.286,37.037,1
f3u3HnNJ/,2016-12-10,2017,D1,germany,Hertha Berlin,Werder Bremen,1.7,4.17,6.0,0-1,0-1,a,-1,23,24,2,0,5,1,2,1,1,2,0,6,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,1.0,home,1.0,1,0,0,1,1,0,6.187,4.901,5,1,4,1,0,1,0,0,17,13,13,11,0.96,0.817,0,0,0,0,0,0,0,0,1,1,1,1,11,13,1,1,0,0,7,7,6,7,0,0,1,1,4,6,4,6,10,13,0,0,0,0,0,3,0,2,0.283,0.588,0.167,0.588,-0.167,2,1,0,-1,2.5,13.0,1.3,1.0,58.824,1
vHKpbZbg/,2016-12-10,2017,SP1,spain,Real Madrid,Deportivo La Coruna,1.24,7.6,16.5,1-2,3-2,a,-1,17,23,4,0,10,0,0,0,0,0,0,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,1.0,home,2.0,2,1,0,0,0,0,6.748,6.998,10,3,8,2,0,0,0,0,14,15,12,11,1.104,1.229,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,12,2,11,2,0,0,0,0,5,2,2,2,13,4,0,0,0,0,3,4,1,3,0.075,0.806,0.061,0.0,0.0,0,0,0,0,1.625,2.0,1.0,3.5,80.645,1
0CpJ4yDA/,2016-12-11,2017,F1,france,St Etienne,Guingamp,2.18,3.22,4.4,1-0,1-0,h,1,21,23,2,0,6,0,1,1,0,1,0,8,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,2,0,0,0,0,0,4.569,2.569,4,4,2,4,1,0,0,0,13,12,11,12,0.403,0.403,0,0,0,0,0,0,0,0,1,0,1,0,18,7,1,0,0,0,10,5,7,5,0,0,1,0,8,2,7,2,14,7,1,0,0,0,2,0,2,0,2.018,0.227,0.459,0.0,0.0,1,0,-1,0,7.0,1.75,0.929,1.714,22.727,1
6TB1fibI/,2016-12-11,2017,SP1,spain,Celta Vigo,Sevilla,2.8,3.64,2.71,0-1,0-3,a,-1,25,21,4,0,10,1,2,0,0,0,2,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,1,0,0,0,4.248,5.498,4,6,4,6,0,0,1,1,10,13,9,12,0.229,0.854,0,0,0,0,0,0,0,0,2,0,0,0,14,14,1,0,0,0,8,9,7,9,1,0,0,0,6,5,6,3,13,12,0,0,0,0,3,3,1,3,1.033,0.357,0.369,-1.071,0.0,0,0,1,1,3.25,2.0,0.769,1.25,35.714,0
8G25iygp/,2016-12-11,2017,I1,italy,Atalanta,Udinese,1.8,3.7,5.9,1-2,1-3,a,-1,19,19,2,0,9,1,1,0,0,0,0,11,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,2.0,2,0,1,0,0,0,5.343,5.593,11,0,9,0,0,0,0,0,10,12,8,11,0.354,0.854,0,0,0,0,0,0,0,0,0,1,0,0,18,6,0,0,0,0,10,3,9,2,0,1,0,0,8,3,6,2,15,4,0,0,0,0,1,2,1,1,0.305,0.556,0.169,-0.556,-0.169,0,0,0,0,1.667,inf,0.6,3.0,55.556,1
A3LgomCk/,2016-12-11,2017,F1,france,Lyon,Stade Rennes,1.56,4.52,7.5,1-0,1-0,h,1,17,27,2,1,7,0,1,4,0,1,2,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,0.0,away,0.0,0,3,0,0,0,0,4.39,3.515,6,4,6,1,3,1,1,1,14,16,13,14,0.578,0.703,1,0,0,0,1,0,1,0,1,0,0,1,13,5,1,0,0,0,8,1,8,1,0,0,0,1,5,4,5,3,13,4,0,0,0,0,0,3,0,2,4.808,0.133,0.641,-0.133,0.641,0,1,-2,0,2.167,4.0,1.0,4.0,13.333,0
E72GgqVC/,2016-12-11,2017,D1,germany,Borussia Monchengladbach,Mainz,1.79,4.0,5.5,1-0,1-0,h,1,17,20,2,0,5,0,2,0,1,2,1,5,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,1,4.024,5.149,1,4,1,4,0,0,1,0,14,13,11,9,0.448,0.698,0,0,0,0,1,0,0,0,2,0,0,2,12,9,1,0,0,1,8,6,6,5,1,0,0,1,4,3,3,3,9,8,0,0,1,0,1,2,1,1,3.073,0.182,0.559,-0.364,1.677,0,3,1,0,9.0,2.0,1.333,1.25,18.182,0
KCmKsEEC/,2016-12-11,2017,SP1,spain,Real Betis,Athletic Bilbao,3.56,3.28,2.42,1-0,1-0,h,1,16,18,5,0,8,0,0,1,1,0,0,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,1.0,1,1,0,0,1,0,3.814,3.689,7,3,6,2,0,1,0,0,12,11,10,8,0.583,0.333,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,10,5,8,4,0,0,0,0,4,1,3,1,11,5,0,1,0,0,2,3,2,3,0.68,0.413,0.281,0.413,0.0,1,0,0,-1,1.833,2.5,1.091,2.2,41.322,1
MsmGs3HG/,2016-12-11,2017,E0,england,Chelsea,West Brom,1.29,6.5,14.0,1-0,1-0,h,1,15,14,5,0,3,0,0,0,0,1,0,4,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,0,1,0,0,0,0,4.588,5.088,1,3,1,2,0,0,0,0,10,6,9,5,0.965,0.965,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,5,10,4,8,0,0,0,1,1,2,1,2,5,10,0,0,0,0,4,2,4,1,10.853,0.071,0.775,0.0,0.775,0,1,0,0,5.0,5.0,2.6,0.6,7.143,0
WjHx0eUt/,2016-12-11,2017,SP1,spain,Espanyol,Sporting Gijon,1.81,3.6,5.8,1-0,2-1,h,1,18,19,1,0,7,0,1,3,0,0,1,7,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,0,0,0,0,0,0,4.314,3.689,3,4,3,4,2,1,0,1,10,12,10,9,0.583,0.458,0,0,0,0,0,0,0,0,1,0,0,0,13,12,1,0,0,0,8,6,6,5,0,0,0,0,5,6,3,4,9,9,0,0,0,0,2,1,0,1,3.204,0.172,0.552,-0.172,0.0,0,0,-2,0,3.0,2.25,1.111,1.111,17.241,0
fy1wa4ni/,2016-12-11,2017,E0,england,Southampton,Middlesbrough,1.66,3.95,7.6,1-0,1-0,h,1,17,25,7,0,4,0,1,0,0,0,0,6,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,0.0,0,2,0,0,0,0,3.713,3.213,2,4,2,2,0,0,0,0,12,14,12,13,0.84,0.34,0,0,0,0,0,0,0,0,1,0,0,0,5,14,1,0,0,0,4,12,4,10,0,0,0,0,1,2,1,2,5,12,0,0,0,0,3,4,3,4,4.578,0.132,0.602,-0.132,0.0,0,0,0,0,2.5,6.0,3.0,1.417,13.158,0
hWMfzL9j/,2016-12-11,2017,E0,england,Manchester Utd,Tottenham,2.2,3.46,3.85,1-0,1-0,h,1,26,28,5,0,10,0,0,2,1,1,2,11,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,1,0,0,0,0,1,3.088,6.338,8,3,7,3,1,1,1,1,16,19,12,16,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0,1,12,14,0,0,0,1,8,9,8,9,0,0,0,0,4,5,4,5,12,14,0,0,1,1,3,3,2,3,1.75,0.26,0.455,0.0,0.91,0,2,0,0,1.714,4.667,1.167,1.357,25.974,1
xni8BdpG/,2016-12-12,2017,I1,italy,AS Roma,AC Milan,1.7,4.2,5.9,1-0,1-0,h,1,17,28,2,0,9,0,0,1,0,1,4,12,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,0.0,away,2.0,2,1,0,0,0,0,6.068,4.193,4,8,2,7,1,0,3,1,23,12,20,8,1.336,0.461,0,0,0,0,0,0,0,0,0,0,0,1,8,14,0,0,0,1,4,10,3,9,0,0,0,0,4,4,2,3,5,12,0,0,1,0,2,1,2,0,3.471,0.169,0.588,0.0,0.588,0,1,2,1,2.5,1.714,4.4,0.667,16.949,1
lWF1kiFf/,2016-12-13,2017,E0,england,Bournemouth,Leicester City,2.39,3.53,3.5,1-0,1-0,h,1,17,12,1,0,12,2,1,0,0,0,1,15,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,3.0,3,0,1,1,0,0,4.213,4.588,11,4,8,4,0,0,1,0,14,4,9,3,0.465,1.09,0,0,0,0,0,0,0,0,0,1,0,0,12,9,0,1,0,0,8,6,6,5,0,0,0,0,4,3,3,3,9,8,0,0,0,0,3,0,1,0,1.464,0.286,0.418,-0.286,-0.836,0,0,1,0,1.125,2.0,1.111,0.375,28.571,1
pIa49C6Q/,2016-12-14,2017,E0,england,Manchester City,Watford,1.29,7.0,13.0,1-0,2-0,h,1,15,32,3,0,5,0,0,0,0,1,1,7,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,1.0,1,1,0,0,0,0,3.463,3.963,2,5,1,4,0,0,1,0,20,16,17,15,0.59,0.465,0,0,0,0,0,0,0,0,0,0,1,0,5,13,0,0,0,0,3,6,2,6,0,0,1,0,2,7,2,5,4,11,1,0,0,1,2,1,2,1,10.078,0.077,0.775,0.077,0.0,1,0,1,0,4.0,2.75,4.75,1.455,7.692,1
xhddBYyE/,2016-12-14,2017,E0,england,West Ham,Burnley,1.71,4.05,6.12,1-0,1-0,h,1,25,19,2,0,6,0,1,1,0,0,2,7,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,0,1,0,0,0,0,3.713,3.957,1,6,1,5,0,1,2,0,14,9,12,7,0.465,0.817,0,0,0,0,0,0,0,0,1,0,0,0,8,20,0,0,0,0,6,13,5,11,1,0,0,0,2,7,2,7,7,18,0,0,0,0,2,0,2,0,3.579,0.163,0.585,-0.163,0.0,0,0,2,-1,7.0,3.6,2.0,0.389,16.34,0
zmIDnkaD/,2016-12-14,2017,E0,england,Sunderland,Chelsea,8.1,4.94,1.52,0-1,0-1,a,-1,23,20,4,0,8,1,4,2,0,0,1,10,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,1.0,home,2.0,2,0,1,0,0,0,4.859,4.234,5,5,3,5,2,0,1,0,14,9,13,7,0.483,0.608,0,0,0,0,0,0,0,0,1,3,0,0,8,19,1,2,0,0,5,13,5,12,0,1,0,0,3,6,1,5,6,17,1,0,0,0,3,2,3,1,5.329,0.123,0.658,-0.246,-1.974,0,0,-1,0,2.0,3.4,2.667,0.471,12.346,1
z3tn2Zfk/,2016-12-15,2017,I1,italy,Genoa,Fiorentina,3.1,3.3,3.13,1-0,1-0,h,1,17,32,4,0,6,0,2,0,0,0,4,7,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,0,0,0,0,3.943,4.318,3,4,3,3,0,0,2,2,13,22,11,21,0.586,0.461,0,0,0,0,0,0,0,0,2,0,0,0,9,11,1,0,0,0,6,8,6,7,1,0,0,0,3,3,2,2,8,9,0,0,0,1,2,3,1,3,1.01,0.319,0.323,-0.638,0.0,0,0,2,2,2.667,3.0,1.5,2.667,31.949,0
MyflIfjP/,2016-12-16,2017,SP1,spain,Alaves,Real Betis,2.48,3.15,3.56,1-0,1-0,h,1,14,21,6,0,9,0,1,0,0,1,1,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,0,5.189,2.689,4,6,4,5,0,0,0,1,5,19,4,17,0.958,0.208,0,0,0,0,0,0,0,0,1,0,0,1,6,11,0,0,0,1,3,8,2,7,1,0,0,0,3,3,2,3,4,10,0,1,0,0,1,6,1,5,1.435,0.281,0.403,-0.281,0.403,0,1,0,1,1.0,2.0,1.25,2.2,28.09,0
8fLWJ7IE/,2016-12-17,2017,F1,france,Guingamp,Paris Saint-Germain,7.25,4.3,1.59,2-1,2-1,h,1,20,23,0,0,10,0,1,2,0,0,1,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,0,0,0,3.458,4.68,7,4,6,4,0,2,0,1,13,16,10,13,1.292,0.403,0,0,0,0,0,0,0,0,1,0,0,0,15,11,0,0,0,0,9,9,5,8,1,0,0,0,6,2,5,2,10,10,0,0,0,0,0,0,0,0,0.219,0.629,0.138,-0.629,0.0,0,0,0,-1,1.667,2.5,1.0,1.3,62.893,1
A5WeaSrJ/,2016-12-17,2017,E0,england,Sunderland,Watford,2.68,3.38,3.01,1-0,1-0,h,1,18,16,3,0,12,0,1,2,0,0,1,15,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,3.0,3,0,0,0,0,0,4.967,3.745,11,4,8,4,2,0,1,0,9,9,7,9,0.636,0.525,0,0,0,0,0,0,0,0,1,0,0,0,9,12,1,0,0,0,5,8,4,8,0,0,0,0,4,4,2,4,6,12,0,0,1,0,2,1,2,1,1.123,0.332,0.373,-0.332,0.0,0,0,-1,0,0.75,3.0,1.5,0.833,33.223,1
EevtcpB1/,2016-12-17,2017,F1,france,Stade Rennes,Bastia,1.76,3.7,6.4,1-2,1-2,a,-1,23,17,1,0,12,1,4,2,1,1,0,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,1,1,0,5.151,4.736,6,6,6,6,1,1,0,0,13,9,10,7,0.53,0.477,0,0,0,0,0,0,0,0,2,2,1,0,12,14,1,2,1,0,8,10,6,10,1,0,0,0,4,4,4,3,10,13,0,0,0,0,1,0,1,0,0.275,0.568,0.156,0.0,-0.468,2,0,-1,-1,1.667,2.167,1.1,0.538,56.818,0
I7uKCYDn/,2016-12-17,2017,SP1,spain,Atletico Madrid,Las Palmas,1.29,6.6,15.5,1-0,1-0,h,1,24,21,3,0,13,0,0,1,1,0,1,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,0,0,0,0,0,1,2.939,4.189,5,8,5,8,0,1,1,0,10,14,8,13,0.208,0.833,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,8,13,8,12,0,0,0,0,3,3,2,2,10,14,0,1,0,0,1,2,1,2,12.016,0.065,0.775,0.0,0.775,0,1,1,-1,2.0,1.75,0.9,1.071,6.452,0
IaV2lWsR/,2016-12-17,2017,I1,italy,Juventus,AS Roma,1.75,3.91,6.3,1-0,1-0,h,1,11,25,5,0,12,1,0,0,1,1,1,13,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,1.0,1,0,1,0,1,0,3.171,6.06,8,5,7,5,0,0,0,1,16,14,13,12,0.521,1.41,0,0,0,0,0,0,0,0,0,0,1,0,10,7,0,0,1,0,8,1,4,1,0,0,0,0,2,6,2,4,6,5,0,0,0,1,5,3,3,2,3.6,0.159,0.571,0.159,0.0,2,0,0,1,0.857,1.0,2.667,2.8,15.873,1
SGF25tUO/,2016-12-17,2017,D1,germany,VfL Wolfsburg,Eintracht Frankfurt,2.48,3.34,3.5,1-0,1-0,h,1,18,25,6,0,6,1,0,1,1,0,0,6,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,1,0,0,1,3.649,3.899,2,4,2,4,0,1,0,0,17,14,13,12,0.448,1.073,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,6,12,5,9,0,0,0,0,1,3,1,3,6,12,0,0,0,0,4,3,3,3,1.411,0.286,0.403,-0.286,0.403,0,1,0,-1,3.0,3.0,2.667,1.25,28.571,0
WEXi08TC/,2016-12-17,2017,E0,england,Stoke City,Leicester City,2.92,3.4,2.88,2-1,2-2,h,1,27,16,8,1,17,0,2,0,1,0,0,18,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,0,1,0,0,1,0,6.411,5.3,9,9,9,8,0,0,0,0,10,9,9,7,0.969,1.302,0,0,0,0,1,0,1,0,1,1,0,0,14,16,0,1,0,0,6,9,5,9,1,0,0,0,8,7,7,6,12,15,0,0,0,0,6,2,6,2,0.986,0.347,0.342,0.0,-0.342,1,0,0,0,1.333,1.875,1.25,0.6,34.722,0
fiec583L/,2016-12-17,2017,F1,france,Lorient,St Etienne,2.6,3.33,3.14,1-0,2-1,h,1,23,20,6,1,7,1,2,1,0,1,2,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,2,0,0,1,0,0,3.791,3.902,3,6,1,6,0,1,2,0,13,12,11,9,0.292,0.514,0,0,0,0,1,0,1,0,1,1,1,0,9,21,1,0,1,0,6,12,6,11,0,1,0,0,3,9,1,5,7,16,0,1,0,1,2,4,2,4,1.208,0.318,0.385,0.0,-0.77,1,0,2,-1,7.0,2.667,1.857,0.812,31.847,1
pMZybQee/,2016-12-17,2017,F1,france,Toulouse,AS Nancy Lorraine,2.16,3.24,4.85,0-1,1-1,a,-1,12,27,4,0,4,0,0,0,0,0,3,6,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,1.0,home,2.0,2,0,0,0,0,0,5.484,3.929,3,3,1,3,0,0,1,2,16,12,15,12,0.307,0.419,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,4,7,3,6,0,0,0,0,1,3,0,3,3,9,0,0,0,1,1,3,1,3,0.445,0.463,0.206,0.0,0.0,0,0,1,2,3.0,3.0,5.333,1.667,46.296,1
