id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
Ae9IeU25/,2013-04-03,2013,I1,italy,Sampdoria,Internazionale,2.98,3.4,2.72,0-1,0-2,a,-1,22,23,4,0,13,0,0,0,0,0,1,14,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,1.0,1,0,0,0,0,0,5.25,6.383,9,5,8,5,0,0,1,0,7,19,7,16,0.722,0.722,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,9,6,9,5,0,0,0,0,9,3,6,2,15,7,0,1,1,0,2,3,2,2,1.096,0.336,0.368,0.0,0.0,0,0,1,0,1.875,1.4,0.6,2.571,33.557,1
MeEGrFkD/,2013-04-05,2013,F1,france,Marseille,Bordeaux,2.02,3.35,4.7,1-0,1-0,h,1,18,22,2,0,10,0,2,2,1,2,1,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,0,0,0,1,3.275,4.475,5,5,5,5,2,0,0,1,13,15,11,11,0.575,0.842,0,0,0,0,0,0,0,0,2,0,2,0,10,12,2,0,2,0,9,9,9,5,0,0,0,0,1,3,1,3,10,8,0,0,0,0,1,1,1,1,2.327,0.213,0.495,0.0,0.495,2,1,-2,1,2.0,1.6,1.2,1.5,21.277,0
8hACqez7/,2013-04-06,2013,F1,france,Montpellier,Valenciennes,1.64,3.95,7.49,2-1,3-1,h,1,26,26,5,0,8,1,1,1,0,0,2,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,0.0,0,4,1,0,0,0,4.133,4.341,3,9,3,5,0,1,1,1,17,13,15,11,0.727,0.708,0,0,0,0,0,0,0,0,1,0,0,0,12,19,0,0,0,0,8,11,8,8,1,0,0,0,4,8,3,7,11,15,0,0,2,0,3,2,3,2,4.567,0.134,0.61,-0.268,0.0,0,0,1,0,3.667,3.0,1.636,0.867,13.351,0
Op8E1uIh/,2013-04-06,2013,D1,germany,Eintracht Frankfurt,Bayern Munich,8.0,4.84,1.48,0-1,0-1,a,-1,24,20,2,0,12,0,0,2,2,2,1,16,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,4,1.0,home,3.0,3,1,0,0,1,1,3.951,5.951,7,9,4,8,1,1,0,1,13,12,11,9,0.623,0.766,0,0,0,0,0,0,0,0,0,0,1,1,13,15,0,0,0,0,9,10,7,9,0,0,1,1,4,5,3,5,10,14,0,0,0,0,1,2,1,1,5.405,0.125,0.676,0.25,1.352,2,2,-1,0,2.5,1.75,1.2,0.714,12.5,1
W2e9GQKE/,2013-04-06,2013,SP1,spain,Deportivo La Coruna,Real Zaragoza,2.0,3.7,4.4,3-2,3-2,h,1,17,25,8,0,7,0,0,2,0,0,2,9,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,0.0,0,2,0,0,0,0,5.434,4.157,4,5,4,3,2,0,1,1,17,13,15,10,0.911,0.604,0,0,0,0,1,0,0,0,0,0,0,0,7,13,0,0,0,0,4,7,2,6,0,0,0,0,3,5,3,5,5,12,1,0,0,0,5,4,4,4,2.2,0.227,0.5,0.0,0.0,0,0,-1,1,1.25,4.0,3.8,1.167,22.727,0
bsPjn0I5/,2013-04-06,2013,D1,germany,Borussia Monchengladbach,SpVgg Greuther Furth,1.78,3.95,5.4,1-0,1-0,h,1,36,20,3,1,8,1,1,1,0,1,1,8,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,1,0,0,0,5.8,2.657,6,2,6,2,1,0,1,0,15,9,12,8,0.899,0.47,0,0,0,0,1,0,1,0,0,1,0,1,20,19,0,0,0,0,13,13,11,13,0,1,0,1,7,6,6,6,17,19,0,0,1,0,4,0,3,0,3.034,0.185,0.562,-0.185,0.0,0,1,0,0,2.833,9.5,0.882,0.421,18.519,0
byhY0d5s/,2013-04-06,2013,F1,france,Toulouse,Nice,2.08,3.3,4.47,2-3,3-4,a,-1,19,27,7,0,11,0,0,2,1,0,2,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,0.0,0,1,0,0,0,1,4.291,7.772,8,4,8,3,0,2,1,1,16,18,12,15,0.584,1.548,0,0,0,0,1,1,0,0,0,0,0,0,13,9,0,0,0,0,8,2,8,1,0,0,0,0,5,7,4,6,12,7,0,1,0,0,5,2,5,2,0.465,0.481,0.224,0.0,0.224,0,1,1,-1,1.5,2.333,1.417,2.429,48.077,0
dS565xcQ/,2013-04-06,2013,F1,france,Stade Rennes,Paris Saint-Germain,3.45,3.33,2.42,0-1,0-2,a,-1,23,21,4,0,9,0,1,2,0,1,1,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,0,0,4.757,5.357,4,6,3,6,0,2,0,1,10,16,7,14,0.784,0.851,0,0,0,0,0,0,0,0,1,0,1,0,18,10,1,0,1,0,16,5,13,4,0,0,0,0,2,5,2,4,15,8,0,0,0,1,1,3,1,3,1.426,0.29,0.413,0.0,0.0,1,0,0,-1,5.0,1.333,0.533,2.125,28.986,1
hCd5H658/,2013-04-06,2013,SP1,spain,Real Madrid,Levante,1.19,8.8,18.59,2-1,5-1,h,1,44,12,1,0,10,0,4,1,0,3,0,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,0,4.768,3.532,5,6,5,5,0,1,0,0,8,9,5,7,0.644,0.354,0,0,0,0,0,0,0,0,1,3,0,3,11,37,1,3,0,1,8,25,7,25,0,0,0,2,3,12,3,9,10,34,0,0,0,0,0,1,0,1,15.622,0.054,0.84,-0.054,0.0,0,3,0,-1,2.0,6.8,0.5,0.235,5.379,0
pvLnmt3a/,2013-04-06,2013,D1,germany,Borussia Dortmund,FC Augsburg,1.57,4.7,7.1,3-2,4-2,h,1,19,28,3,0,8,0,0,2,1,1,4,11,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,3.0,3,0,0,0,1,0,3.085,4.514,7,4,4,4,1,1,3,1,19,12,18,10,0.542,0.542,0,0,0,0,0,0,0,0,0,0,1,0,12,13,0,0,1,0,5,6,4,4,0,0,0,0,7,7,5,6,9,10,0,0,1,0,2,1,2,1,4.522,0.141,0.637,0.282,0.0,2,0,2,0,2.25,2.5,2.222,1.1,14.085,1
tMI92L2n/,2013-04-06,2013,D1,germany,Hamburg SV,SC Freiburg,2.38,3.6,3.3,0-1,0-1,a,-1,18,21,2,0,7,1,1,0,0,1,0,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,1.0,home,0.0,0,0,0,1,0,0,5.165,4.451,6,1,6,1,0,0,0,0,14,12,12,9,0.694,0.551,0,0,0,0,0,0,0,0,0,1,1,0,13,8,0,0,1,0,8,5,7,4,0,1,0,0,5,3,4,3,11,7,0,0,0,0,2,0,2,0,0.721,0.42,0.303,0.42,-0.606,1,0,0,0,1.833,7.0,1.273,1.286,42.017,0
vDIemwyr/,2013-04-06,2013,F1,france,AS Nancy Lorraine,Troyes,2.16,3.4,4.0,1-0,1-0,h,1,21,28,5,0,4,0,2,1,0,1,4,6,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,0.0,0,2,0,0,0,0,6.08,3.741,2,4,2,2,1,0,1,3,20,13,17,11,0.759,0.842,0,0,0,0,0,0,0,0,1,1,0,1,9,17,1,0,0,0,6,9,5,8,0,1,0,1,3,8,2,6,7,14,0,0,1,0,3,3,3,2,1.852,0.25,0.463,-0.25,0.0,0,1,0,3,3.5,7.0,2.857,0.929,25.0,0
2ii36IsK/,2013-04-07,2013,F1,france,Stade de Reims,Lyon,3.7,3.25,2.35,1-0,1-0,h,1,16,19,1,1,10,0,0,1,0,1,1,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,0,0,0,4.008,4.32,2,9,1,9,0,1,0,1,13,13,8,11,0.539,0.352,0,0,0,0,1,0,1,0,0,0,0,1,6,13,0,0,0,0,3,6,2,5,0,0,0,1,3,7,2,7,4,12,0,0,0,0,2,1,1,0,0.635,0.426,0.27,0.0,0.27,0,1,0,0,4.0,1.333,2.25,0.917,42.553,1
AF17d5Tr/,2013-04-07,2013,SP1,spain,Osasuna,Espanyol,2.22,3.35,4.09,0-1,0-2,a,-1,19,26,7,0,11,0,2,2,0,0,1,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,0,0,0,0,7.399,7.686,5,6,5,6,0,2,1,0,13,18,11,15,0.922,1.364,0,0,0,0,0,0,0,0,2,0,0,0,13,10,2,0,0,0,10,6,7,6,0,0,0,0,3,4,3,3,10,9,0,1,1,0,4,4,3,4,0.543,0.45,0.244,-0.9,0.0,0,0,1,-2,2.0,1.5,1.4,2.111,45.045,0
I3Hancjl/,2013-04-07,2013,F1,france,St Etienne,Evian Thonon Gaillard,1.58,4.33,7.6,1-0,1-0,h,1,18,23,2,0,7,0,0,0,0,1,1,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,0.0,0,2,0,0,0,0,4.195,3.82,0,9,0,7,0,0,1,0,12,12,11,12,0.602,0.789,0,0,0,0,0,0,0,0,0,0,0,1,8,13,0,0,0,0,6,6,4,6,0,0,0,0,2,6,2,5,6,12,0,0,2,0,3,0,2,0,4.81,0.132,0.633,0.0,0.633,0,1,1,0,inf,1.714,2.167,1.0,13.158,0
OWCKBtg3/,2013-04-07,2013,I1,italy,Internazionale,Atalanta,1.67,4.2,6.8,3-4,3-4,a,-1,28,17,2,0,11,0,1,1,0,2,0,13,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,2.0,2,0,0,0,0,0,6.734,6.922,10,3,8,3,0,1,0,0,10,12,9,8,1.052,1.302,0,0,0,0,0,1,0,0,0,1,1,1,18,14,0,0,1,0,12,9,10,7,0,1,0,1,6,5,6,5,16,12,0,0,0,0,2,2,2,0,0.246,0.599,0.147,0.599,0.0,1,1,0,-1,2.0,4.0,0.688,0.667,59.88,1
SUlIE4kR/,2013-04-07,2013,SP1,spain,Celta Vigo,Rayo Vallecano,2.43,3.4,3.3,0-1,0-2,a,-1,22,19,9,0,11,0,2,2,1,1,2,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,0.0,0,1,0,0,0,1,5.799,5.399,8,4,8,3,0,2,1,1,12,13,9,10,0.589,0.789,0,0,0,0,0,0,0,0,1,1,0,1,14,11,1,0,0,1,12,5,11,5,0,1,0,0,2,6,2,4,13,9,1,1,0,1,5,5,4,5,0.736,0.412,0.303,-0.412,0.303,0,2,1,-1,1.625,3.0,1.0,1.667,41.152,0
dpBS9KNF/,2013-04-07,2013,I1,italy,Udinese,Chievo Verona,1.87,3.55,5.7,2-1,3-1,h,1,16,29,7,0,7,1,1,2,1,1,2,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,0.0,away,1.0,1,1,0,1,1,0,4.846,3.721,4,5,3,4,1,1,2,0,19,13,17,12,0.793,0.23,0,0,0,0,0,0,0,0,0,1,1,0,7,14,0,0,0,0,4,6,2,4,0,1,1,0,3,8,3,7,5,11,0,0,1,0,6,3,4,3,3.048,0.175,0.535,0.35,-1.07,2,0,1,-1,1.667,2.75,4.2,1.364,17.544,1
jcw0rIHU/,2013-04-07,2013,D1,germany,Nurnberg,Mainz,2.58,3.35,3.1,2-1,2-1,h,1,16,17,1,0,7,0,0,0,0,0,2,8,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,1.0,1,0,0,0,0,0,4.728,3.942,6,2,5,2,0,0,1,1,12,13,9,8,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,9,1,8,1,0,0,0,0,3,4,3,4,11,5,0,0,0,0,1,2,0,1,1.202,0.323,0.388,0.0,0.0,0,0,1,1,2.2,2.5,0.818,1.8,32.258,1
QPW450CD/,2013-04-12,2013,SP1,spain,Real Betis,Sevilla,2.87,3.52,2.8,2-3,3-3,a,-1,32,22,5,1,5,0,4,1,0,0,0,6,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,0,0,0,0,5.374,5.436,5,1,4,1,0,1,0,0,13,14,10,12,0.677,0.677,0,0,0,0,0,1,0,1,4,0,0,0,26,12,4,0,0,0,22,7,18,6,0,0,0,0,4,5,3,5,21,11,0,0,0,0,4,2,4,1,1.025,0.348,0.357,-1.392,0.0,0,0,0,-1,5.25,11.0,0.667,1.182,34.843,1
KSTd7Ms1/,2013-04-13,2013,SP1,spain,Real Valladolid,Getafe,2.16,3.55,3.85,2-1,2-1,h,1,26,16,3,1,6,0,1,1,0,0,2,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,5,0.0,away,4.0,4,1,0,0,0,0,5.032,4.345,5,6,1,5,1,0,2,0,12,8,10,6,0.604,0.416,0,0,1,0,1,0,1,0,0,1,0,0,10,22,0,0,0,0,8,12,5,11,0,1,0,0,2,10,2,8,7,19,0,0,0,0,2,2,2,1,1.782,0.26,0.463,0.0,-0.463,0,0,1,0,7.0,3.8,1.714,0.368,25.974,1
WABMaJn5/,2013-04-13,2013,D1,germany,Schalke 04,Bayer Leverkusen,2.81,3.51,2.82,1-2,2-2,a,-1,31,20,2,0,12,0,3,0,1,2,1,14,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,1.0,home,1.0,1,1,0,0,1,0,5.554,5.954,7,7,6,6,0,0,0,1,10,13,8,12,0.715,0.648,0,0,0,0,0,1,0,0,3,0,1,1,16,18,0,0,0,1,7,10,6,10,3,0,1,0,9,8,8,7,14,17,0,0,0,0,2,3,1,1,0.996,0.356,0.355,-0.356,0.355,2,1,0,1,2.333,2.833,0.643,0.765,35.587,1
f3osazzf/,2013-04-13,2013,F1,france,Troyes,Paris Saint-Germain,6.0,4.13,1.71,0-1,0-1,a,-1,20,18,2,0,4,0,1,2,0,0,1,5,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,0,0,4.71,4.46,3,2,2,2,1,1,0,1,10,9,9,9,0.798,0.485,0,0,0,0,0,0,0,0,0,1,0,0,11,11,0,1,0,0,5,6,5,6,0,0,0,0,6,5,5,4,10,10,0,0,0,1,1,1,1,1,3.509,0.167,0.585,0.0,-0.585,0,0,-1,0,5.0,5.0,1.0,1.0,16.667,1
hQaVccHH/,2013-04-13,2013,D1,germany,VfL Wolfsburg,TSG Hoffenheim,2.24,3.57,3.6,1-2,2-2,a,-1,20,39,3,0,4,0,0,1,0,2,1,6,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,1.0,home,1.0,1,1,0,0,0,0,4.808,5.887,2,4,1,3,1,0,1,0,21,23,19,20,0.694,0.581,0,0,0,0,0,0,0,0,0,0,1,1,13,10,0,0,1,1,8,5,7,4,0,0,0,0,5,5,4,5,11,9,0,0,0,0,2,1,2,1,0.622,0.446,0.278,0.446,0.278,1,1,0,0,11.0,3.0,1.909,2.333,44.643,1
lQpobfk0/,2013-04-13,2013,F1,france,Evian Thonon Gaillard,Stade Rennes,2.42,3.32,3.5,3-2,4-2,h,1,25,20,3,0,7,0,1,1,1,3,1,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,0,0,1,0,4.758,3.945,3,4,3,4,0,1,0,1,13,13,8,12,0.789,0.602,0,0,0,0,0,0,0,0,1,0,1,2,10,17,1,0,1,0,6,9,6,8,0,0,0,2,4,7,4,6,10,15,0,0,0,0,2,1,2,1,1.446,0.286,0.413,0.286,0.826,2,2,0,0,3.333,3.75,1.0,0.867,28.571,0
vX4kFFae/,2013-04-14,2013,I1,italy,Torino,AS Roma,3.0,3.5,2.63,1-2,1-2,a,-1,23,22,6,1,9,0,0,0,1,2,1,12,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,1.0,home,3.0,3,0,0,0,0,1,5.609,5.359,7,5,4,5,0,0,1,0,9,15,8,14,0.677,0.802,0,0,0,0,0,1,0,1,0,0,1,1,17,11,0,0,1,0,13,7,9,6,0,0,0,1,4,4,4,4,13,10,0,0,1,0,3,4,3,3,1.141,0.333,0.38,0.333,0.76,1,2,1,0,3.25,2.0,0.846,1.7,33.333,1
naDbpa4F/,2013-04-19,2013,D1,germany,Borussia Monchengladbach,FC Augsburg,2.62,3.45,3.25,1-0,1-0,h,1,27,27,5,1,10,0,2,2,0,1,2,11,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,0.0,0,1,0,0,0,0,5.813,4.68,5,6,5,5,0,2,2,0,12,18,11,16,0.839,0.706,0,0,0,0,1,0,1,0,1,1,0,1,11,23,1,1,0,1,9,18,8,16,0,0,0,0,2,5,1,2,9,18,0,1,0,0,1,4,1,4,1.24,0.308,0.382,-0.308,0.0,0,1,2,-2,1.8,3.6,1.333,1.111,30.769,0
EFtnyeR1/,2013-04-20,2013,D1,germany,Hamburg SV,Fortuna Dusseldorf,1.83,3.9,5.2,2-1,2-1,h,1,23,33,3,0,8,0,1,2,0,1,3,8,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,0,4.946,2.413,3,5,3,5,1,1,2,1,18,19,17,16,0.839,0.172,0,0,0,0,0,0,0,0,0,1,1,0,11,17,0,1,1,0,6,13,4,11,0,0,0,0,5,4,4,4,8,15,0,0,0,0,3,2,3,0,2.842,0.192,0.546,0.192,-0.546,1,0,1,0,2.667,3.0,2.5,1.067,19.231,0
Qo8uIwdJ/,2013-04-20,2013,SP1,spain,Real Madrid,Real Betis,6.3,6.8,11.0,2-1,3-1,h,1,31,16,3,0,11,1,3,0,0,2,2,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,1.0,1,0,0,1,0,0,4.782,3.72,5,7,4,7,0,0,0,2,14,6,11,5,0.604,0.291,0,0,0,0,0,0,0,0,2,1,1,1,21,21,1,1,1,0,15,13,12,7,1,0,0,1,6,8,6,6,18,13,0,1,0,1,1,3,1,2,1.746,0.091,0.159,-0.091,-0.159,1,1,0,2,4.5,1.857,0.667,0.538,9.091,1
QstKUfar/,2013-04-20,2013,I1,italy,Udinese,Lazio,2.38,3.35,3.5,1-0,1-0,h,1,19,22,4,0,8,0,1,1,0,1,0,8,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,0.0,away,0.0,0,0,0,0,0,0,4.796,3.909,2,6,2,6,0,1,0,0,13,14,12,10,0.805,0.668,0,0,0,0,0,0,0,0,1,0,0,1,7,12,1,0,0,1,4,9,4,9,0,0,0,0,3,3,3,3,7,12,0,0,0,0,3,2,2,2,1.471,0.286,0.42,-0.286,0.42,0,1,0,-1,3.5,2.0,2.0,1.0,28.571,0
SIUTav42/,2013-04-20,2013,D1,germany,Eintracht Frankfurt,Schalke 04,3.75,3.7,2.15,1-0,1-0,h,1,19,34,4,0,2,0,1,2,0,1,2,4,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,2.0,2,0,0,0,0,0,5.613,4.514,4,0,2,0,0,2,2,0,24,15,20,14,0.439,0.47,0,0,0,0,0,0,0,0,1,0,0,1,10,10,1,0,0,0,3,7,3,6,0,0,0,1,7,3,7,3,10,9,1,2,0,0,3,3,1,3,0.573,0.465,0.267,-0.465,0.267,0,1,2,-2,5.0,inf,2.1,1.889,46.512,1
W82y9B3I/,2013-04-20,2013,F1,france,Marseille,Brest,1.39,4.84,12.72,1-0,1-0,h,1,12,15,2,0,8,0,0,0,0,3,0,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,2,0,0,0,0,0,3.383,3.57,4,6,2,6,0,0,0,0,10,7,9,6,0.539,0.602,0,0,0,0,0,0,0,0,0,0,2,1,10,8,0,0,1,0,8,6,4,4,0,0,1,1,2,2,2,2,6,6,1,0,0,0,2,1,2,0,9.151,0.079,0.719,0.158,0.719,2,1,0,0,3.0,1.0,1.833,1.0,7.862,1
Ye9fouk9/,2013-04-20,2013,D1,germany,Borussia Dortmund,Mainz,1.5,5.05,9.65,1-0,2-0,h,1,24,19,5,0,9,0,2,0,0,1,2,12,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,2.0,2,1,0,0,0,0,3.346,4.08,4,8,2,7,0,0,1,1,15,10,11,8,0.706,0.506,0,0,0,0,0,0,0,0,1,1,0,1,5,22,1,0,0,1,5,16,5,14,0,1,0,0,0,6,0,5,5,19,0,0,1,1,3,3,2,3,6.433,0.104,0.667,-0.104,0.0,0,1,1,1,2.5,2.714,2.6,0.579,10.363,1
0CxrxyCe/,2013-04-21,2013,D1,germany,Nurnberg,SpVgg Greuther Furth,2.0,3.55,4.5,0-1,0-1,a,-1,29,27,7,0,16,3,2,1,1,2,1,18,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,1.0,home,2.0,2,0,1,2,1,0,6.021,4.421,14,4,12,4,1,0,1,0,11,23,9,18,1.048,0.715,0,0,0,0,0,0,0,0,0,2,1,1,22,15,0,2,0,1,14,12,9,11,0,0,1,0,8,3,7,2,16,13,0,0,0,0,4,5,2,5,0.444,0.5,0.222,0.5,-0.666,2,1,0,0,1.333,3.25,0.688,1.769,50.0,1
8QVuGSAo/,2013-04-21,2013,F1,france,Bastia,Lille,4.34,3.6,2.02,1-0,1-2,h,1,19,24,5,0,7,0,0,3,0,0,2,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,4.0,4,0,0,0,0,0,4.258,5.008,10,1,6,1,0,3,1,1,14,13,12,12,0.789,0.664,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,13,4,9,4,0,0,0,0,6,2,4,2,13,6,0,1,0,0,2,3,2,3,0.465,0.495,0.23,0.0,0.0,0,0,1,-2,2.167,6.0,1.077,2.5,49.505,1
K03iZziR/,2013-04-21,2013,I1,italy,Siena,Chievo Verona,2.31,3.3,3.75,0-1,0-1,a,-1,18,22,8,0,17,1,0,1,3,3,0,19,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,1.0,1,1,1,0,3,0,5.809,4.162,15,4,14,3,1,0,0,0,13,16,10,12,0.578,0.813,0,0,0,0,0,0,0,0,0,0,2,1,15,8,0,0,1,0,11,3,7,3,0,0,1,1,4,5,4,4,11,7,1,0,0,0,6,6,5,3,0.616,0.433,0.267,1.732,0.267,5,1,-1,0,0.786,2.333,1.364,2.143,43.29,1
Y7qSSYTf/,2013-04-21,2013,I1,italy,Catania,Palermo,2.42,3.25,3.63,1-0,1-1,h,1,27,27,4,0,9,0,0,0,0,0,1,11,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,0.0,away,0.0,0,2,0,0,0,0,5.091,4.502,5,6,5,4,0,0,0,1,17,15,15,12,0.57,0.688,0,0,0,0,0,1,0,0,0,0,0,0,10,22,0,0,0,0,6,15,6,12,0,0,0,0,4,7,3,6,9,18,0,0,0,1,3,2,3,1,1.5,0.275,0.413,0.0,0.0,0,0,0,1,1.8,4.5,2.0,0.722,27.548,0
fsYiDQf4/,2013-04-21,2013,F1,france,Toulouse,Lorient,1.93,3.6,5.11,0-1,0-1,a,-1,17,24,1,0,9,0,2,3,0,0,0,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,1.0,home,3.0,3,0,0,0,0,0,5.374,7.786,8,4,5,4,2,1,0,0,12,12,12,12,0.575,1.457,0,0,0,0,0,0,0,0,1,1,0,0,14,9,0,1,0,0,10,7,6,6,1,0,0,0,4,2,3,2,9,8,0,0,0,0,1,0,1,0,0.378,0.518,0.196,-0.518,-0.196,0,0,-2,-1,1.8,2.0,1.444,1.5,51.813,1
nHUqFnQi/,2013-04-21,2013,F1,france,Stade de Reims,Valenciennes,2.37,3.25,3.8,0-1,0-1,a,-1,23,16,2,0,12,1,2,2,0,0,0,13,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,1,0,0,6.085,4.727,7,6,6,6,2,0,0,0,11,11,8,8,1.173,0.633,0,0,0,0,0,0,0,0,0,2,0,0,10,15,0,1,0,0,9,10,8,10,0,1,0,0,1,5,1,4,9,14,0,0,0,0,2,2,1,1,0.624,0.422,0.263,0.0,-0.789,0,0,-2,0,1.5,2.333,1.0,0.643,42.194,1
