pipeline_id,timestamp,model_name,selected_features,constructed_features,is_calibration_applied,precision_val,recall_val,f1_score_val,accuracy_val,precision_test,recall_test,f1_score_test,accuracy_test,total_profit,bets_placed,win_rate,roi,sharpe_ratio,edge_over_bookies
f5bf3b2d,2025-04-30 10:45,random_forest,"goal_diff_80, home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80, odd_h, odd_d, odd_a","game_state_80_h, game_state_80_a, game_state_80_d, league_england, league_spain, league_germany, league_italy, league_france, league_avg_corners, league_avg_home_corners, league_avg_away_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80",False,0.796,0.17,0.281,0.336,0.747,0.162,0.267,0.318,-460.65,80,75.0,-46.07,-0.11,-4.78
f5bf3b2d,2025-04-30 10:45,logistic_regression,"goal_diff_80, home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80, odd_h, odd_d, odd_a","game_state_80_h, game_state_80_a, game_state_80_d, league_england, league_spain, league_germany, league_italy, league_france, league_avg_corners, league_avg_home_corners, league_avg_away_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80",False,0.822,0.117,0.204,0.31,0.806,0.152,0.256,0.324,-91.81,71,80.28,-9.18,-0.0,0.51
f5bf3b2d,2025-04-30 10:45,svc,"goal_diff_80, home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80, odd_h, odd_d, odd_a","game_state_80_h, game_state_80_a, game_state_80_d, league_england, league_spain, league_germany, league_italy, league_france, league_avg_corners, league_avg_home_corners, league_avg_away_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80",False,0.805,0.26,0.393,0.39,0.778,0.257,0.386,0.376,-407.55,122,77.87,-40.76,-0.06,-1.91
f5bf3b2d,2025-04-30 10:45,xgboost,"goal_diff_80, home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80, odd_h, odd_d, odd_a","game_state_80_h, game_state_80_a, game_state_80_d, league_england, league_spain, league_germany, league_italy, league_france, league_avg_corners, league_avg_home_corners, league_avg_away_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80",False,0.813,0.127,0.219,0.314,0.795,0.152,0.255,0.322,-71.01,72,80.56,-7.1,0.01,0.78
a1f4b197,2025-04-30 10:48,random_forest,"home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80","game_state_80_h, game_state_80_a, game_state_80_d, league_avg_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80, home_corners_for_avg, home_corners_against_avg, away_corners_for_avg, away_corners_against_avg, home_post80_corners_for_avg, home_post80_corners_against_avg, away_post80_corners_for_avg, away_post80_corners_against_avg, odds_ratio, shot_to_corner_ratio_pre_80, home_urgency_to_attack, away_urgency_to_attack, home_momentum_to_attack, away_momentum_to_attack, attack_intensity, defensive_pressure, trailing_team_probability",False,0.82,0.077,0.14,0.286,0.889,0.063,0.117,0.278,272.76,26,88.46,27.28,0.25,8.69
a1f4b197,2025-04-30 10:48,logistic_regression,"home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80","game_state_80_h, game_state_80_a, game_state_80_d, league_avg_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80, home_corners_for_avg, home_corners_against_avg, away_corners_for_avg, away_corners_against_avg, home_post80_corners_for_avg, home_post80_corners_against_avg, away_post80_corners_for_avg, away_post80_corners_against_avg, odds_ratio, shot_to_corner_ratio_pre_80, home_urgency_to_attack, away_urgency_to_attack, home_momentum_to_attack, away_momentum_to_attack, attack_intensity, defensive_pressure, trailing_team_probability",False,0.816,0.153,0.258,0.331,0.859,0.16,0.269,0.338,509.54,71,85.92,50.95,0.16,6.14
a1f4b197,2025-04-30 10:48,svc,"home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80","game_state_80_h, game_state_80_a, game_state_80_d, league_avg_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80, home_corners_for_avg, home_corners_against_avg, away_corners_for_avg, away_corners_against_avg, home_post80_corners_for_avg, home_post80_corners_against_avg, away_post80_corners_for_avg, away_post80_corners_against_avg, odds_ratio, shot_to_corner_ratio_pre_80, home_urgency_to_attack, away_urgency_to_attack, home_momentum_to_attack, away_momentum_to_attack, attack_intensity, defensive_pressure, trailing_team_probability",False,0.814,0.262,0.397,0.394,0.845,0.243,0.378,0.388,575.68,109,84.4,57.57,0.12,4.63
a1f4b197,2025-04-30 10:48,xgboost,"home_corners_70_75, away_corners_70_75, home_shots_70_75, away_shots_70_75, home_corners_75_80, away_corners_75_80, home_shots_75_80, away_shots_75_80","game_state_80_h, game_state_80_a, game_state_80_d, league_avg_corners, abs_goal_diff_80, close_game_80, goal_diff_squared_80, home_corners_for_avg, home_corners_against_avg, away_corners_for_avg, away_corners_against_avg, home_post80_corners_for_avg, home_post80_corners_against_avg, away_post80_corners_for_avg, away_post80_corners_against_avg, odds_ratio, shot_to_corner_ratio_pre_80, home_urgency_to_attack, away_urgency_to_attack, home_momentum_to_attack, away_momentum_to_attack, attack_intensity, defensive_pressure, trailing_team_probability",False,0.843,0.058,0.108,0.276,0.881,0.097,0.175,0.3,600.79,41,90.24,60.08,0.33,10.47
