id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_corners_70_75,away_corners_70_75,home_shots_70_75,away_shots_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_75_80,away_corners_75_80,home_shots_75_80,away_shots_75_80,home_fouls_75_80,away_fouls_75_80,odd_h,odd_d,odd_a,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,odds_ratio,shot_to_corner_ratio_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,home_corner_diff,away_corner_diff,corner_diff,target
YBCVCpCG/,2011-08-27,2012,F1,france,AJ Auxerre,AC Ajaccio,1.84,3.55,6.05,3-0,4-1,h,3,20,2,2,10,10,2,0,4,0,0,2,0,1,0,0,1,1,0,2,0,1,1,1.84,3.55,6.05,22,12,4,0,12,2,1,1,1,2,2,0.304,1.833,0.0,0.0,0.0,0.0,0,1,0,0,0,0
bJFwOweL/,2011-08-27,2012,D1,germany,SC Freiburg,VfL Wolfsburg,2.75,3.7,2.79,3-0,3-0,h,3,15,13,11,19,4,4,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,1,2.75,3.7,2.79,28,30,1,0,8,0,1,3,1,1,1,0.986,3.5,0.0,0.0,0.0,-0.0,0,-2,0,1,1,1
dEc4HHIr/,2011-08-27,2012,D1,germany,TSG Hoffenheim,Werder Bremen,2.36,3.7,3.25,1-1,1-2,d,0,14,6,11,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.36,3.7,3.25,20,21,0,0,8,0,0,0,0,1,1,0.726,2.5,0.579,0.421,0.579,0.0,0,1,0,1,1,1
htFsNcAR/,2011-08-27,2012,D1,germany,Kaiserslautern,Bayern Munich,7.6,4.7,1.52,0-3,0-3,a,-3,4,15,11,15,1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7.6,4.7,1.52,19,26,4,0,3,0,0,1,1,0,0,5.0,6.333,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
hx7W2xJe/,2011-08-27,2012,D1,germany,Bayer Leverkusen,Borussia Dortmund,3.4,3.65,2.29,0-0,0-0,d,0,15,11,8,10,5,3,2,2,1,0,0,0,0,1,0,2,0,1,0,0,0,0,3.4,3.65,2.29,26,18,4,1,8,0,1,2,1,0,0,1.485,3.25,0.402,0.598,0.0,0.0,0,-2,0,0,0,0
jRPmWlS6/,2011-08-27,2012,SP1,spain,Valencia,Racing Santander,1.41,5.2,9.8,2-3,4-3,a,-1,21,4,10,8,8,3,3,2,0,0,1,0,2,0,1,1,0,0,0,0,1,1,1.41,5.2,9.8,25,18,5,0,11,1,2,2,0,0,2,0.144,2.273,0.709,0.0,-2.127,0.0,0,0,2,0,2,1
rNNmGa32/,2011-08-27,2012,F1,france,Nice,Brest,2.2,3.2,4.22,0-0,0-0,d,0,12,14,10,14,7,2,0,2,0,0,0,1,3,0,1,0,0,0,0,2,0,0,2.2,3.2,4.22,26,24,2,0,9,1,3,1,0,2,0,0.521,2.889,0.657,0.343,-1.971,0.343,0,-1,0,1,1,1
2iMUPaQ8/,2011-08-28,2012,D1,germany,Hannover 96,Mainz,2.39,3.5,3.4,1-1,1-1,d,0,17,8,10,17,8,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,2.39,3.5,3.4,25,27,0,0,17,0,1,1,1,1,3,0.703,1.471,0.587,0.413,0.0,0.413,0,2,0,0,0,0
4xCdEwYE/,2011-08-28,2012,F1,france,Sochaux,St Etienne,2.72,3.2,3.13,2-1,2-1,h,1,11,7,15,11,1,4,1,1,0,1,1,2,0,1,1,0,0,0,1,0,2,1,2.72,3.2,3.13,18,26,2,1,5,3,1,1,0,1,3,0.869,3.6,0.0,0.319,0.0,-0.957,1,2,3,1,4,1
6uBz2dY1/,2011-08-28,2012,D1,germany,Schalke 04,Borussia Monchengladbach,1.75,4.0,5.4,1-0,1-0,h,1,19,12,10,10,7,6,2,2,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1.75,4.0,5.4,31,20,4,0,13,3,1,1,0,1,0,0.324,2.385,0.0,0.185,0.0,-0.555,1,-1,1,0,1,1
C88uY13B/,2011-08-28,2012,SP1,spain,Real Zaragoza,Real Madrid,12.33,6.2,1.3,0-4,0-6,a,-4,6,33,16,14,7,8,2,1,0,0,2,0,1,0,0,0,0,1,0,4,0,0,12.33,6.2,1.3,39,30,3,0,15,2,1,0,1,4,0,9.485,2.6,0.0,0.0,-0.0,0.0,0,0,0,1,1,1
IuG0DcmL/,2011-08-28,2012,F1,france,Toulouse,Paris Saint-Germain,3.1,3.3,2.6,1-1,1-3,d,0,10,9,13,10,5,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.1,3.3,2.6,19,23,2,0,8,1,1,0,0,1,0,1.192,2.375,0.456,0.544,-0.456,0.0,0,0,0,0,0,0
MDMiFJI8/,2011-08-28,2012,F1,france,Stade Rennes,Caen,1.83,3.4,6.0,3-2,3-2,h,1,16,13,11,15,5,6,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1.83,3.4,6.0,29,26,2,0,11,0,2,1,0,0,1,0.305,2.636,0.0,0.167,0.0,-0.334,0,0,0,4,4,1
UaoTYsl5/,2011-08-28,2012,SP1,spain,Athletic Bilbao,Rayo Vallecano,1.64,4.0,6.8,1-1,1-1,d,0,10,12,14,14,8,3,0,3,0,0,0,0,1,0,0,1,2,0,2,0,0,1,1.64,4.0,6.8,22,28,3,0,11,0,1,1,2,2,1,0.241,2.0,0.806,0.194,2.418,0.0,0,0,1,1,2,1
Uq3pXLIH/,2011-08-28,2012,SP1,spain,Getafe,Levante,2.16,3.4,4.2,1-1,1-1,d,0,7,8,11,5,1,4,3,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2.16,3.4,4.2,15,16,5,0,5,1,0,0,0,2,0,0.514,3.0,0.66,0.34,0.0,0.34,0,0,0,0,0,0
YkFhV8sD/,2011-08-28,2012,SP1,spain,Atletico Madrid,Osasuna,1.82,3.7,5.5,0-0,0-0,d,0,21,11,8,8,9,4,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1.82,3.7,5.5,32,16,1,0,13,0,3,1,0,1,0,0.331,2.462,0.751,0.249,0.0,-0.498,0,-1,3,1,4,1
tvgGyp4n/,2011-08-28,2012,SP1,spain,Sevilla,Malaga,2.24,3.65,3.53,2-0,2-1,h,2,14,4,10,6,2,7,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.24,3.65,3.53,18,16,3,0,9,0,0,1,0,1,1,0.635,2.0,0.0,0.142,0.0,0.0,0,0,0,1,1,1
vBv3fxdk/,2011-08-28,2012,F1,france,Lille,Marseille,2.24,3.3,3.95,3-2,3-2,h,1,6,18,14,10,4,6,2,3,0,0,0,1,0,1,0,0,0,0,1,0,3,1,2.24,3.3,3.95,24,24,5,0,10,1,1,0,0,1,4,0.567,2.4,0.0,0.253,0.0,-0.506,1,4,1,0,1,1
zwnPZNYb/,2011-08-28,2012,SP1,spain,Mallorca,Espanyol,2.27,3.4,3.8,1-0,1-0,h,1,11,6,16,10,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.27,3.4,3.8,17,26,4,0,7,0,0,0,0,0,1,0.597,2.429,0.0,0.263,0.0,0.0,0,1,0,2,2,1
2mfCxQlt/,2011-08-29,2012,SP1,spain,Barcelona,Villarreal,1.18,8.8,21.0,5-0,5-0,h,5,17,4,11,7,11,0,3,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1.18,8.8,21.0,21,18,4,0,11,0,2,2,0,1,0,0.056,1.909,0.0,0.0,0.0,-0.0,0,-2,1,0,1,1
W0scuwXc/,2011-09-09,2012,I1,italy,AC Milan,Lazio,1.64,3.85,7.4,2-2,2-2,d,0,16,11,12,11,2,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1.64,3.85,7.4,27,23,3,0,3,0,1,2,0,0,0,0.222,9.0,0.819,0.181,-0.819,0.0,0,-2,1,0,1,1
jLzeUf2l/,2011-09-09,2012,D1,germany,FC Augsburg,Bayer Leverkusen,4.34,3.65,2.0,1-3,1-4,a,-2,14,15,10,9,4,2,1,3,0,0,0,0,1,1,1,1,0,0,1,1,0,0,4.34,3.65,2.0,29,19,4,0,6,0,2,2,0,2,0,2.17,4.833,0.115,0.0,0.0,0.0,0,-2,0,0,0,0
8CDrVzmr/,2011-09-10,2012,D1,germany,Borussia Monchengladbach,Kaiserslautern,1.83,3.9,5.0,1-0,1-0,h,1,19,3,16,13,3,3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1.83,3.9,5.0,22,29,4,0,6,0,1,0,0,1,2,0.366,3.667,0.0,0.2,0.0,0.0,1,2,1,0,1,1
8IIi5Zf1/,2011-09-10,2012,F1,france,Dijon FCO,Lyon,5.65,3.55,1.84,1-2,1-2,a,-1,6,16,8,11,3,5,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,5.65,3.55,1.84,22,19,2,0,8,0,0,2,1,2,1,3.071,2.75,0.177,0.0,0.0,0.0,3,-1,3,0,3,1
8z2lWuYN/,2011-09-10,2012,SP1,spain,Valencia,Atletico Madrid,1.97,3.95,4.09,1-0,1-0,h,1,11,9,12,15,3,5,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.97,3.95,4.09,20,27,3,0,8,1,0,1,0,1,0,0.482,2.5,0.0,0.244,0.0,0.0,1,-1,0,2,2,1
CWQbQzXQ/,2011-09-10,2012,F1,france,St Etienne,Lille,3.65,3.15,2.44,1-2,1-3,a,-1,3,9,13,11,2,2,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.65,3.15,2.44,12,24,4,1,4,0,1,1,0,0,1,1.496,3.0,0.274,0.0,0.0,-0.0,0,0,1,0,1,1
EeJm6Fue/,2011-09-10,2012,F1,france,Caen,Toulouse,2.64,3.13,3.25,0-0,0-1,d,0,8,12,12,10,5,4,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,2.64,3.13,3.25,20,22,1,0,9,1,0,2,1,1,0,0.812,2.222,0.552,0.448,0.552,0.0,0,-2,1,1,2,1
ID3RLfur/,2011-09-10,2012,F1,france,Sochaux,Lorient,2.54,3.19,3.4,1-0,1-1,h,1,8,7,4,11,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.54,3.19,3.4,15,15,4,0,6,0,0,0,0,1,3,0.747,2.5,0.0,0.294,0.0,0.0,1,3,0,1,1,1
ITPv8yBr/,2011-09-10,2012,F1,france,AC Ajaccio,Valenciennes,3.31,3.0,2.76,3-1,3-1,h,2,15,15,11,13,3,5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.31,3.0,2.76,30,24,2,0,8,0,0,1,0,1,1,1.199,3.75,0.0,0.181,0.0,0.181,0,0,0,2,2,1
IToDFeme/,2011-09-10,2012,D1,germany,Borussia Dortmund,Hertha Berlin,1.45,4.9,9.19,0-1,1-2,a,-1,19,10,10,6,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.45,4.9,9.19,29,16,2,0,2,0,1,0,0,2,0,0.158,14.5,0.69,0.0,0.0,0.0,2,0,2,1,3,1
KhMe4gA7/,2011-09-10,2012,F1,france,Marseille,Stade Rennes,1.7,3.9,6.99,0-1,0-1,a,-1,18,6,6,12,10,5,2,4,0,0,0,1,2,1,0,1,0,1,0,1,0,1,1.7,3.9,6.99,24,18,6,0,15,1,3,1,1,1,1,0.243,1.6,0.588,0.0,-1.176,0.0,2,0,2,0,2,1
QgkLDZH7/,2011-09-10,2012,D1,germany,Werder Bremen,Hamburg SV,1.74,4.2,5.3,2-0,2-0,h,2,19,5,10,12,10,5,3,5,0,0,0,1,1,1,0,3,1,0,2,0,0,1,1.74,4.2,5.3,24,22,8,0,15,1,2,3,1,2,1,0.328,1.6,0.0,0.094,0.0,-0.188,0,-2,0,1,1,1
WGiCxJf8/,2011-09-10,2012,D1,germany,Mainz,TSG Hoffenheim,2.16,3.65,3.8,0-3,0-4,a,-3,13,9,15,18,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2.16,3.65,3.8,22,33,0,0,10,0,1,1,0,0,2,0.568,2.2,0.0,0.0,0.0,-0.0,0,1,1,0,1,1
bBByVmEG/,2011-09-10,2012,SP1,spain,Real Madrid,Getafe,1.09,14.2,37.6,3-2,4-2,h,1,23,9,8,11,3,5,2,2,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1.09,14.2,37.6,32,19,4,0,8,0,2,1,0,2,0,0.029,4.0,0.0,0.027,0.0,-0.054,2,-1,1,1,2,1
n3jHEF21/,2011-09-10,2012,D1,germany,Bayern Munich,SC Freiburg,1.18,9.6,19.0,6-0,7-0,h,6,17,2,7,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.18,9.6,19.0,19,14,0,0,9,0,1,0,0,1,1,0.062,2.111,0.0,0.0,0.0,0.0,0,1,3,0,3,1
n9s9ZBao/,2011-09-10,2012,SP1,spain,Villarreal,Sevilla,2.54,3.6,3.26,2-1,2-2,h,1,9,9,8,10,1,1,2,4,1,0,0,0,1,0,0,0,1,0,1,0,1,2,2.54,3.6,3.26,18,18,6,1,2,0,1,0,1,1,3,0.779,9.0,0.0,0.307,0.0,0.0,2,3,1,0,1,1
pKeGywAE/,2011-09-10,2012,D1,germany,VfB Stuttgart,Hannover 96,1.85,3.95,4.7,2-0,3-0,h,2,15,9,6,11,9,4,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1.85,3.95,4.7,24,17,1,0,13,0,0,1,0,3,1,0.394,1.846,0.0,0.106,0.0,0.212,0,0,0,0,0,0
vJhKQJeo/,2011-09-10,2012,SP1,spain,Real Sociedad,Barcelona,15.51,7.2,1.25,2-2,2-2,d,0,8,11,7,12,2,3,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,15.51,7.2,1.25,19,19,1,0,5,1,3,0,0,0,0,12.408,3.8,0.075,0.925,-0.075,-2.775,0,0,2,1,3,1
z5Kq7eQl/,2011-09-10,2012,F1,france,Bordeaux,Evian Thonon Gaillard,1.7,3.85,6.6,0-0,0-0,d,0,12,6,18,16,4,3,2,2,0,0,0,0,1,0,1,1,2,0,0,0,2,1,1.7,3.85,6.6,18,34,4,0,7,0,1,2,2,0,3,0.258,2.571,0.795,0.205,0.795,0.0,0,1,1,0,1,1
zesOOHnH/,2011-09-10,2012,I1,italy,Cesena,Napoli,4.2,3.37,2.12,1-2,1-3,a,-1,8,15,11,8,4,5,4,3,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4.2,3.37,2.12,23,19,7,1,9,1,1,0,0,0,2,1.981,2.556,0.238,0.0,0.0,-0.0,0,2,0,0,0,0
2c1hVamU/,2011-09-11,2012,SP1,spain,Osasuna,Sporting Gijon,2.08,3.45,4.3,2-1,2-1,h,1,21,8,14,13,6,8,1,3,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2.08,3.45,4.3,29,27,4,0,14,0,2,1,0,1,1,0.484,2.071,0.0,0.233,-0.0,0.0,1,0,0,0,0,0
46NjSd2E/,2011-09-11,2012,F1,france,AS Nancy Lorraine,AJ Auxerre,3.1,3.06,3.09,0-0,0-0,d,0,13,9,6,13,1,5,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.1,3.06,3.09,22,19,2,0,6,0,1,0,0,1,1,1.003,3.667,0.499,0.501,0.0,0.0,0,1,0,1,1,1
Ait1vcn4/,2011-09-11,2012,I1,italy,Palermo,Internazionale,4.0,3.45,2.16,2-2,4-3,d,0,14,16,7,15,4,3,1,3,0,0,1,0,2,0,0,1,0,0,0,1,0,0,4.0,3.45,2.16,30,22,4,0,7,1,2,1,0,1,0,1.852,4.286,0.351,0.649,-1.053,0.649,0,-1,0,4,4,1
EotSNy2N/,2011-09-11,2012,I1,italy,Chievo Verona,Novara,1.86,3.65,5.3,2-1,2-2,h,1,9,10,19,12,0,4,2,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1.86,3.65,5.3,19,31,2,1,4,1,1,1,0,1,2,0.351,4.75,0.0,0.189,0.0,-0.189,1,1,0,2,2,1
IXgOZGvR/,2011-09-11,2012,D1,germany,VfL Wolfsburg,Schalke 04,3.56,3.9,2.73,1-1,2-1,d,0,10,4,13,13,9,3,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,1,3.56,3.9,2.73,14,26,3,0,12,1,1,1,1,0,1,1.304,1.167,0.434,0.566,0.0,-0.566,0,0,0,0,0,0
KzeGXkUc/,2011-09-11,2012,SP1,spain,Real Betis,Mallorca,1.89,4.0,5.4,0-0,1-0,d,0,21,9,7,14,6,4,2,3,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1.89,4.0,5.4,30,21,5,0,10,0,0,2,1,1,2,0.35,3.0,0.741,0.259,0.0,0.518,0,0,1,1,2,1
QFOnTxm8/,2011-09-11,2012,F1,france,Montpellier,Nice,1.79,3.7,6.8,1-0,1-0,h,1,21,9,8,10,2,4,2,2,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1.79,3.7,6.8,30,18,4,0,6,1,2,0,1,0,1,0.263,5.0,0.0,0.147,-0.0,0.147,1,1,0,0,0,0
WMzXMeHT/,2011-09-11,2012,I1,italy,Fiorentina,Bologna,1.68,3.7,7.4,2-0,2-0,h,2,11,11,16,11,9,1,1,1,0,0,0,0,1,0,2,0,0,0,1,2,1,0,1.68,3.7,7.4,22,27,2,0,10,0,1,2,0,3,1,0.227,2.2,0.0,0.068,0.0,0.136,0,-1,2,0,2,1
YuSfRGHK/,2011-09-11,2012,F1,france,Paris Saint-Germain,Brest,1.37,5.4,14.16,1-0,1-0,h,1,12,14,12,14,4,4,3,3,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1.37,5.4,14.16,26,26,6,0,8,0,2,0,0,1,3,0.097,3.25,0.0,0.071,-0.0,0.0,1,3,0,2,2,1
bRgKW9q4/,2011-09-11,2012,SP1,spain,Espanyol,Athletic Bilbao,2.48,3.45,3.2,2-1,2-1,h,1,9,15,12,17,1,3,2,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2.48,3.45,3.2,24,29,3,0,4,0,0,1,0,2,2,0.775,6.0,0.0,0.312,0.0,0.312,2,1,1,0,1,1
hYAuU7TM/,2011-09-11,2012,SP1,spain,Racing Santander,Levante,2.41,3.46,3.46,0-0,0-0,d,0,8,6,7,15,3,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2.41,3.46,3.46,14,22,5,0,7,0,0,1,1,0,1,0.697,2.0,0.589,0.411,0.589,0.0,0,0,0,0,0,0
jiZlsa2o/,2011-09-11,2012,I1,italy,Juventus,Parma,1.79,4.18,7.66,3-0,4-1,h,3,10,1,13,7,4,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1.79,4.18,7.66,11,20,1,0,5,0,2,0,1,0,0,0.234,2.2,0.0,0.0,-0.0,0.0,0,0,0,0,0,0
lxhhtJHi/,2011-09-11,2012,I1,italy,Lecce,Udinese,3.25,3.46,2.46,0-2,0-2,a,-2,18,15,12,10,7,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.25,3.46,2.46,33,22,2,0,12,0,1,2,0,0,0,1.321,2.75,0.154,0.0,-0.154,0.0,0,-2,1,0,1,1
tYsKPcXA/,2011-09-11,2012,I1,italy,Catania,Siena,2.27,3.18,4.0,0-0,0-0,d,0,7,4,8,20,2,4,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2.27,3.18,4.0,11,28,5,0,6,0,0,4,0,0,1,0.568,1.833,0.638,0.362,0.0,0.0,0,-3,2,0,2,1
tjqPVTbA/,2011-09-11,2012,SP1,spain,Rayo Vallecano,Real Zaragoza,2.15,3.65,3.75,0-0,0-0,d,0,16,6,12,9,3,1,3,4,0,0,0,1,0,0,1,0,0,0,1,2,1,1,2.15,3.65,3.75,22,21,7,0,4,1,0,1,0,3,2,0.573,5.5,0.636,0.364,0.636,0.364,0,1,0,0,0,0
vRp5wH1A/,2011-09-11,2012,I1,italy,AS Roma,Cagliari,1.77,4.03,7.14,0-1,1-2,a,-1,12,7,9,9,5,4,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,1,1.77,4.03,7.14,19,18,2,1,9,0,1,0,1,3,1,0.248,2.111,0.565,0.0,1.695,0.0,4,1,0,0,0,0
vseKzcPK/,2011-09-11,2012,D1,germany,FC Cologne,Nurnberg,2.84,3.64,2.9,1-2,1-2,a,-1,7,12,18,13,1,5,2,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2.84,3.64,2.9,19,31,5,2,6,0,0,0,1,1,0,0.979,3.167,0.352,0.0,0.352,0.0,2,0,1,0,1,1
lb7VXT8t/,2011-09-16,2012,D1,germany,SC Freiburg,VfB Stuttgart,3.8,3.83,2.08,0-2,1-2,a,-2,15,10,13,18,6,4,3,3,0,0,0,0,1,1,1,1,2,0,2,0,1,2,3.8,3.83,2.08,25,31,6,0,10,0,2,2,2,2,3,1.827,2.5,0.132,0.0,0.396,-0.0,0,1,0,1,1,1
2TeFpTD3/,2011-09-17,2012,SP1,spain,Mallorca,Malaga,3.15,3.45,2.54,0-1,0-1,a,-1,6,8,18,9,2,5,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3.15,3.45,2.54,14,27,3,0,7,0,1,0,0,1,1,1.24,2.0,0.317,0.0,0.317,-0.0,1,1,2,2,4,1
8U26nkqi/,2011-09-17,2012,SP1,spain,Sevilla,Real Sociedad,1.56,4.41,7.2,1-0,1-0,h,1,11,8,18,6,6,1,2,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1.56,4.41,7.2,19,24,4,0,7,1,2,0,0,1,1,0.217,2.714,0.0,0.139,-0.0,-0.139,1,1,1,0,1,1
CIiCOoip/,2011-09-17,2012,SP1,spain,Sporting Gijon,Valencia,3.65,3.5,2.25,0-1,0-1,a,-1,12,10,11,13,3,5,1,3,0,0,0,2,0,4,0,0,0,0,2,0,0,3,3.65,3.5,2.25,22,24,4,0,8,2,4,0,0,2,3,1.622,2.75,0.274,0.0,0.548,-0.0,2,3,3,1,4,1
CKtIYXOm/,2011-09-17,2012,F1,france,Valenciennes,Dijon FCO,1.79,3.55,6.0,4-0,4-0,h,4,12,7,14,12,5,1,1,3,0,1,0,0,0,1,2,1,0,0,2,0,0,1,1.79,3.55,6.0,19,26,4,1,6,0,1,3,0,2,1,0.298,3.167,0.0,0.0,0.0,-0.0,0,-2,0,3,3,1
CYq2kdvE/,2011-09-17,2012,D1,germany,Nurnberg,Werder Bremen,2.74,3.75,2.7,1-1,1-1,d,0,16,2,14,7,9,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,2.74,3.75,2.7,18,21,1,1,9,1,1,2,1,0,1,1.015,2.0,0.496,0.504,-0.496,0.0,0,-1,3,0,3,1
EXndVh9j/,2011-09-17,2012,I1,italy,Internazionale,AS Roma,1.97,3.76,4.42,0-0,0-0,d,0,14,12,11,10,3,6,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1.97,3.76,4.42,26,21,1,0,9,0,2,0,0,1,0,0.446,2.889,0.692,0.308,-0.692,0.0,0,0,2,0,2,1
I11QzFoT/,2011-09-17,2012,I1,italy,Cagliari,Novara,1.68,3.8,7.0,1-0,2-1,h,1,14,6,16,16,4,5,1,2,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1.68,3.8,7.0,20,32,3,0,9,1,2,1,1,0,1,0.24,2.222,0.0,0.143,-0.0,0.143,1,0,0,0,0,0
SlpmHWgD/,2011-09-17,2012,F1,france,Lorient,St Etienne,2.06,3.3,4.7,2-0,3-0,h,2,5,13,7,12,4,9,0,2,0,0,0,0,0,0,1,2,0,0,1,1,0,0,2.06,3.3,4.7,18,19,2,0,13,0,0,3,0,2,0,0.438,1.385,0.0,0.106,0.0,0.106,0,-3,2,0,2,1
UeVsKY9f/,2011-09-17,2012,F1,france,Brest,Montpellier,3.1,3.08,2.84,1-2,2-2,a,-1,9,11,17,18,3,2,3,3,0,0,0,0,1,1,1,1,0,0,1,0,2,0,3.1,3.08,2.84,20,35,6,0,5,0,2,2,0,1,2,1.092,4.0,0.323,0.0,0.0,-0.0,1,0,1,0,1,1
WMdzXmOn/,2011-09-17,2012,D1,germany,Kaiserslautern,Mainz,2.96,3.51,2.62,3-1,3-1,h,2,15,11,12,13,5,3,0,1,0,0,0,0,2,0,0,1,0,0,1,1,1,0,2.96,3.51,2.62,26,25,1,0,8,0,2,1,0,2,1,1.13,3.25,0.0,0.191,-0.0,0.191,0,0,0,0,0,0
j9jGN56j/,2011-09-17,2012,SP1,spain,Barcelona,Osasuna,1.1,13.0,35.0,8-0,8-0,h,8,16,6,7,11,8,3,1,4,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1.1,13.0,35.0,22,18,5,0,11,1,1,0,0,2,0,0.031,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
lboqICv7/,2011-09-17,2012,F1,france,Lille,Sochaux,1.46,4.59,9.6,2-1,2-2,h,1,12,6,9,11,9,1,3,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1.46,4.59,9.6,18,20,5,1,10,0,0,0,2,1,0,0.152,1.8,0.0,0.104,0.0,0.0,3,0,0,2,2,1
przaTEHf/,2011-09-17,2012,D1,germany,Bayer Leverkusen,FC Cologne,1.41,5.43,9.4,1-3,1-4,a,-2,16,5,9,12,5,0,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1.41,5.43,9.4,21,21,3,0,5,1,2,0,0,1,1,0.15,4.2,0.355,0.0,-1.065,0.0,0,1,0,0,0,0
rc0vW7wg/,2011-09-17,2012,D1,germany,TSG Hoffenheim,VfL Wolfsburg,1.97,3.95,4.13,2-1,3-1,h,1,10,10,14,14,4,6,3,1,0,1,0,0,0,1,0,1,1,0,2,1,1,0,1.97,3.95,4.13,20,28,4,1,10,0,1,1,1,3,1,0.477,2.0,0.0,0.242,0.0,0.0,4,0,0,0,0,0
roxEZD9s/,2011-09-17,2012,F1,france,Toulouse,Bordeaux,2.58,3.17,3.35,2-2,3-2,d,0,20,8,16,15,6,1,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,2.58,3.17,3.35,28,31,2,1,7,0,2,2,0,2,0,0.77,4.0,0.565,0.435,0.565,-0.435,0,-2,0,0,0,0
tAT7Rhn7/,2011-09-17,2012,D1,germany,Hamburg SV,Borussia Monchengladbach,2.6,3.65,2.88,0-1,0-1,a,-1,4,12,13,11,1,6,2,3,0,0,0,0,0,0,1,0,0,1,0,2,1,1,2.6,3.65,2.88,16,24,5,0,7,0,0,1,1,2,2,0.903,2.286,0.385,0.0,0.0,0.0,3,1,1,2,3,1
xKarVRha/,2011-09-17,2012,D1,germany,Hertha Berlin,FC Augsburg,1.59,4.37,7.0,2-2,2-2,d,0,14,7,11,18,3,1,2,3,0,0,1,0,0,0,0,1,0,0,1,0,2,3,1.59,4.37,7.0,21,29,5,0,4,1,0,1,0,1,5,0.227,5.25,0.815,0.185,0.0,0.0,0,4,0,1,1,1
